,Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,RETURN_COM_EQY,SALES_REV_TURN,IS_EPS,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,TOT_DEBT_TO_COM_EQY,LIQUIDITY,Year only
0,2003-03-31,RELIANCE,41.6009,39.4219,11.4712,73.7754,1.9182,1.126,6.6316,13.6836,459100.7,7.1,2.0634,54.1562,1.2642,9.1467,64.7848,1.6639317043138073,2003
1,2004-03-31,RELIANCE,42.3817,39.8496,12.6135,74.5482,2.4134,1.5575,7.6018,15.7704,520253.4,9.1674,2.0745,62.1049,2.1456,14.6774,60.0178,1.0659461997696364,2004
2,2005-03-31,RELIANCE,43.1625,40.2773,13.7557,75.321,2.5853,1.4304,9.9542,20.045,665976.6,13.5335,2.0137,73.0312,1.8517,17.3516,45.7907,1.293555021000122,2005
3,2006-03-31,RELIANCE,37.5214,32.5883,11.8501,68.0012,3.264,1.6174,10.549,20.4039,830248.1,16.7017,1.9342,90.6864,2.172,24.1749,45.7451,1.1722173159020393,2006
4,2007-03-31,RELIANCE,42.9735,40.2597,17.0496,71.4931,2.6445,1.8288,6.5517,13.459,1137701.1,13.6714,2.0543,121.2381,2.7991,33.6894,39.6186,1.6352209673986737,2007
5,2008-03-31,RELIANCE,43.4966,40.2597,18.6215,71.4931,6.3089,5.4065,17.6519,25.397,1371466.6,33.2573,1.4388,145.6809,3.8518,25.3469,47.0074,1.916457516724241,2008
6,2009-03-31,RELIANCE,50.8601,47.0251,18.6215,86.7851,2.1325,1.3592,9.38,14.4788,1512240.1,26.7982,1.5436,218.4048,1.7289,41.8031,62.8886,1.302421944056825,2009
7,2010-03-31,RELIANCE,48.6068,40.2597,18.6215,86.7851,3.0345,1.6896,9.6942,18.6862,2037397.2,40.7607,1.9276,234.5165,2.2688,16.2848,45.8185,1.5319476190523207,2010
8,2011-03-31,RELIANCE,48.6068,40.2597,18.6215,86.7851,3.071,1.5159,6.806,13.0758,2658106.0,32.0734,1.9212,256.0449,2.0294,9.2899,54.608,1.4314592377553466,2011
9,2012-03-31,RELIANCE,49.1902,38.8402,21.7956,86.7851,2.8874,1.1655,6.2151,12.1924,3585010.0,32.7644,1.9617,281.7565,1.3195,9.9564,54.5587,1.8195510445061365,2012
10,2013-03-31,RELIANCE,49.7737,45.6056,21.7956,81.7881,2.736,1.1239,6.0559,11.8799,3970620.0,35.0843,1.9617,307.0956,1.2466,7.4419,58.8937,1.6194818954234789,2013
11,2014-03-31,RELIANCE,50.9003,45.6056,25.1814,81.7881,2.4722,1.1747,5.6858,11.8154,4344600.0,37.9156,2.078,334.7817,1.377,9.1357,69.8375,1.311863906353121,2014
12,2015-03-31,RELIANCE,57.4188,60.2235,29.5647,82.36,1.8092,1.0488,5.0499,11.2976,3754350.0,39.6789,2.2372,367.6907,1.1127,9.9715,73.6218,0.985738309527762,2015
13,2016-03-31,RELIANCE,56.7448,58.1999,29.5647,82.36,1.2414,1.1278,5.3911,13.2184,2739990.0,50.0109,2.4519,389.0434,1.3307,5.9758,78.0222,0.6901552221394083,2016
14,2017-03-31,RELIANCE,49.492,36.8167,29.1717,82.36,1.1646,1.1785,4.5604,12.0747,3053820.0,50.1893,2.6477,441.432,1.4821,13.8856,74.5515,0.6238998788857489,2017
15,2018-03-31,RELIANCE,58.0525,58.1999,30.9855,84.8585,1.2711,1.2808,4.7197,12.9483,3916770.0,60.3678,2.7434,490.9803,1.781,11.2992,74.5344,0.5855817391636823,2018
16,2019-03-31,RELIANCE,50.6287,44.0652,22.8235,84.8585,1.6766,1.4197,4.3533,11.633,5692090.0,66.1926,2.6722,647.1237,2.0868,31.8924,74.2692,0.7312855711233385,2019
17,2020-03-31,RELIANCE,50.6187,37.2999,29.5647,84.8585,1.3105,1.2167,3.6299,9.3651,5975350.0,62.4778,2.58,708.4008,1.5574,17.1059,76.1013,0.6254540875141675,2020
18,2021-03-31,RELIANCE,51.6648,40.441,29.5647,84.8585,2.3769,1.4953,3.9506,8.5181,4669240.0,76.37,2.1562,1035.4405,1.9345,54.4505,37.1516,1.3438544789024671,2021
19,2022-03-31,RELIANCE,56.946,46.0888,34.7642,89.8555,2.8206,1.6689,4.304,8.2053,6959630.0,92.0,1.9064,1152.0628,2.287,11.3276,36.1744,1.1242686174520997,2022
20,2023-03-31,RELIANCE,56.946,46.0888,34.7642,89.8555,2.3649,1.5358,4.2935,8.9212,8778350.0,98.59,2.0778,1058.0285,2.2032,-8.1609,46.7111,1.0746772526614494,2023
21,2003-03-31,TCS,32.7157,18.9076,26.2208,52.9456,21.7368,8.0727,40.2874,64.3408,55178.6,-18.8146,1.571,-5.1047,10.9475,61.2114,54.675,1.4207773934455064,2003
22,2004-03-31,TCS,34.0709,20.6415,26.622,54.8734,21.5483,7.993,46.5594,95.184,71227.3,-12.6905,2.0444,170.2888,10.8445,55.8637,36.6699,1.748746171399285,2004
23,2005-03-31,TCS,35.4261,22.3754,27.0232,56.8012,28.5989,13.3402,43.7576,71.3497,96636.4,5.2526,1.6306,9.0539,19.7711,68.4936,5.8377,2.4611700055087535,2005
24,2006-03-31,TCS,36.7814,24.1093,27.4244,58.729,32.8924,12.0115,44.7078,63.7212,132521.5,7.5788,1.4253,14.904,16.0653,67.7649,0.9611,2.696110662463855,2006
25,2007-03-31,TCS,26.8886,5.527,10.127,64.8706,21.7825,9.4859,39.8019,57.3764,186852.1,10.7625,1.4416,22.6088,13.6434,51.6963,5.7259,2.5624259687517625,2007
26,2008-03-31,TCS,42.7221,30.2024,33.0109,64.8706,13.3038,4.8207,32.688,47.7519,226195.2,12.84,1.4609,31.1669,6.5009,37.8529,3.9136,2.819133919118731,2008
27,2009-03-31,TCS,45.8908,34.4609,31.9831,71.1318,8.7667,2.639,26.1496,37.7569,278128.8,13.4075,1.4461,39.8524,3.3784,27.8677,3.6146,2.3293939926984097,2009
28,2010-03-31,TCS,46.0215,36.1824,33.7969,68.0012,14.3554,5.907,27.9849,41.1039,300289.2,17.835,1.473,46.9204,8.3189,17.7353,0.5622,2.159010053039634,2010
29,2011-03-31,TCS,47.9831,37.904,37.9686,68.0012,21.7758,7.3435,30.1889,42.3425,373245.1,23.135,1.4046,62.3456,9.4947,32.8752,0.3065,2.3511371054218655,2011
30,2012-03-31,TCS,47.9831,37.904,37.9686,68.0012,15.9905,5.8216,28.1402,38.5566,488938.3,26.535,1.3735,75.3089,7.76,20.7927,0.4293,2.219803659415791,2012
31,2013-03-31,TCS,43.9493,37.904,28.3555,65.5027,18.2335,6.173,29.7702,40.8529,629894.8,35.495,1.3745,98.4706,8.0011,30.7556,0.6026,2.6917480160244014,2013
32,2014-03-31,TCS,43.899,36.1824,29.9274,65.5027,23.6399,6.2602,31.5771,40.7257,818093.6,48.8,1.2897,141.2529,7.5508,43.5573,0.5365,3.879882547972219,2014
33,2015-03-31,TCS,45.1363,36.1824,26.7836,72.3359,17.3267,7.1038,27.8484,37.4676,946484.1,50.675,1.3454,129.2542,9.8796,-8.4945,0.7064,2.4024226507807764,2015
34,2016-03-31,TCS,51.5139,52.5521,29.5647,72.3359,20.9193,5.6421,29.374,39.112,1086460.0,61.585,1.3315,185.7185,6.7853,44.543,0.3347,4.0602479285760165,2016
35,2017-03-31,TCS,53.9483,52.5521,30.5925,78.5972,21.2912,4.7099,26.7483,32.5552,1179660.0,66.705,1.2171,224.1011,5.4257,20.667,0.3272,5.534454244762955,2017
36,2018-03-31,TCS,50.7293,39.3537,34.1294,78.5972,19.7562,5.2263,24.1633,29.422,1231040.0,67.095,1.2176,227.8681,6.2518,-1.2161,0.2831,4.555979358312767,2018
37,2019-03-31,TCS,54.9643,46.27,27.3579,91.1198,22.2247,6.6345,27.9178,35.2042,1464630.0,83.05,1.261,243.9942,8.2037,4.9461,0.0677,4.171843868864336,2019
38,2020-03-31,TCS,54.1495,39.1121,32.0738,91.1198,15.3336,5.9719,27.182,36.8165,1569490.0,86.19,1.3544,224.1934,8.1452,-8.1153,9.7188,3.33470066518847,2020
39,2021-03-31,TCS,58.9176,49.8037,35.7013,91.1198,20.0061,9.1799,25.5576,37.5606,1641770.0,86.71,1.4696,239.3992,13.2743,5.2647,8.8024,2.9067486458790808,2021
40,2022-03-31,TCS,58.9679,51.5252,34.1294,91.1198,19.7901,10.0403,27.9356,43.1382,1917540.0,103.62,1.5442,243.6123,15.3521,0.6595,8.7706,2.5574366602913745,2022
41,2023-03-31,TCS,58.9679,51.5252,34.1294,91.1198,17.6301,8.4125,29.3418,46.3967,2254580.0,115.19,1.5812,252.9125,12.6759,3.8176,8.3076,2.5315671059277287,2023
42,2003-03-31,INFO,28.4654,12.0601,-5.0397,78.1803,53.4874,8.1164,33.1561,36.4794,36480.8289,1.1267,1.1002,7.0093,9.0065,41.5086,0.0,8.050208932014767,2003
43,2004-03-31,INFO,30.6713,14.6827,-1.8279,78.9693,28.8871,6.8243,29.4355,34.2229,48808.3867,2.9498,1.1626,9.7481,7.9152,52.328,0.0,5.734292191822584,2004
44,2005-03-31,INFO,32.8773,17.3053,1.3839,79.7584,44.7098,6.8243,32.3705,39.9245,71296.5,4.4046,1.2334,12.2857,11.4829,27.9249,0.0,3.5815323616462833,2005
45,2006-03-31,INFO,35.0833,19.928,4.5957,80.5475,23.8379,9.0158,30.4749,40.0175,95210.0,5.6274,1.3131,15.7999,11.7936,30.9738,0.0,3.0208866155157716,2006
46,2007-03-31,INFO,37.2893,22.5506,7.8076,81.3366,35.1708,8.7599,33.8409,42.3248,138930.0,8.6558,1.2507,24.6297,10.245,61.5705,0.0,4.44,2007
47,2008-03-31,INFO,34.6243,11.1749,12.0012,80.5238,14.8065,4.8122,29.6799,37.1976,166920.0,10.1921,1.2533,30.1466,5.9704,22.5677,0.0,3.1061799093295157,2008
48,2009-03-31,INFO,36.8776,16.9133,13.029,80.5238,15.1091,3.5982,29.8289,37.3678,216930.0,13.075,1.2527,39.8329,4.1545,32.3233,0.0,4.2990702479338845,2009
49,2010-03-31,INFO,48.5062,40.894,17.6844,86.7851,29.0288,5.5377,24.9884,29.3855,227420.0,13.6275,1.176,52.7,6.2048,31.8779,0.0,6.554337613529596,2010
50,2011-03-31,INFO,48.5062,40.894,17.6844,86.7851,24.2603,6.0876,23.2069,27.3132,275010.0,14.9575,1.1769,56.8335,7.1289,7.9051,0.0,4.594754977029097,2011
51,2012-03-31,INFO,50.6488,45.7566,19.2563,86.7851,23.9232,4.3983,23.8825,27.9826,337340.0,18.1938,1.1717,73.2001,4.8946,28.8151,0.0,6.346202266051196,2012
52,2013-03-31,INFO,53.556,45.7566,27.9927,86.7851,18.8093,3.7033,22.2458,25.7201,403520.0,20.6088,1.1562,87.0599,4.1485,18.9355,0.0,5.617721921730831,2013
53,2014-03-31,INFO,54.0992,44.035,31.3482,86.7851,15.3717,3.4546,20.5945,24.3865,501330.0,23.2938,1.1841,103.9766,3.9466,19.4311,0.0,4.7077040927992995,2014
54,2015-03-31,INFO,55.7791,46.421,33.4341,87.357,16.5716,3.9954,19.981,24.1053,533190.0,26.97,1.2064,119.7995,4.6293,15.2178,0.0,4.14618290433102,2015
55,2016-03-31,INFO,56.6341,46.421,36.0036,87.357,15.7786,3.8741,19.0361,23.1522,624410.0,29.515,1.2162,135.1471,4.5073,12.8116,0.0,3.9047511141324875,2016
56,2017-03-31,INFO,59.2295,46.421,43.8029,87.357,13.1337,2.9755,18.0832,21.953,684840.0,31.4,1.214,150.902,3.3871,11.6593,0.0,3.832512666809391,2017
57,2018-03-31,INFO,64.0579,49.2902,52.9323,89.8555,13.2158,3.2663,19.638,23.9409,705220.0,35.535,1.2191,149.3642,3.7887,-5.8841,0.0,3.5460475008862105,2018
58,2019-03-31,INFO,61.7141,40.6826,54.5042,89.8555,13.2165,4.0397,18.7137,23.722,826750.0,35.44,1.2676,149.7894,4.966,0.0385,0.0,2.8371069857280826,2019
59,2020-03-31,INFO,59.4608,46.6626,41.7473,89.8555,9.2903,3.227,18.6968,25.4513,907910.0,38.97,1.3613,154.3358,4.1565,0.7729,7.0787,2.616800920598389,2020
60,2021-03-31,INFO,64.5509,55.6025,48.0955,89.8555,14.2337,5.6538,19.24,27.2932,1004720.0,45.61,1.4186,179.8548,7.6064,16.6555,6.9744,2.544856484391368,2021
61,2022-03-31,INFO,74.1978,70.2809,56.1064,96.1168,14.5265,7.1432,19.5429,29.1494,1216410.0,52.52,1.4916,179.7037,10.6111,-1.3111,7.2648,1.9993750557985894,2022
62,2023-03-31,INFO,74.1978,70.2809,56.1064,96.1168,10.2805,5.0953,19.7742,31.9653,1467670.0,57.63,1.6165,182.3016,7.8329,0.0756,11.0056,1.8088347879344664,2023
63,2003-03-31,HUVR,22.0592,9.0361,-4.9156,61.9002,6.9725,6.2912,21.2703,57.5191,108369.478,7.6654,2.7042,9.8854,20.7073,-41.046,106.6425,1.2298987574528057,2003
64,2004-03-31,HUVR,23.3194,9.6181,-3.259,63.4415,5.5626,4.7676,15.1797,56.0218,105982.001,5.4896,3.6906,9.7128,14.7744,-1.7463,96.2719,1.2410410716001794,2004
65,2005-03-31,HUVR,24.5795,10.2002,-1.6023,64.9827,8.3166,7.1645,18.6942,62.9564,115658.26,6.1598,3.3677,9.8557,20.0086,1.472,31.3371,1.0050437096710971,2005
66,2006-03-31,HUVR,25.8397,10.7822,0.0544,66.5239,8.5635,7.0026,26.6114,78.8875,124109.761,8.5718,2.9644,11.8883,18.2028,20.9261,29.5862,1.0849316028104894,2006
67,2007-03-31,HUVR,22.4324,5.5874,0.4534,61.1078,7.9653,7.4265,26.3676,92.694,139134.028,8.69,3.5154,6.9262,30.8538,-42.513,6.7731,0.8394867892601843,2007
68,2008-03-31,HUVR,26.0034,5.5874,4.2624,68.0012,4.8023,6.7355,26.3676,92.694,139134.028,8.69,3.5154,9.8055,24.2212,-42.513,20.3106,0.9368645293441683,2008
69,2009-03-31,HUVR,27.3916,7.2486,4.2624,70.4997,7.3046,6.1056,23.4831,89.7399,177642.7,9.89,3.8215,12.2333,19.5817,24.8639,0.4062,0.9834442429683878,2009
70,2010-03-31,HUVR,32.1799,21.6249,4.2624,70.4997,7.8998,6.7271,22.8903,84.9778,196478.1,10.53,3.7124,12.6649,22.6689,2.4737,0.0,1.0700524950040267,2010
71,2011-03-31,HUVR,34.1515,23.3464,8.4643,70.4997,10.2569,8.4472,25.6553,86.9902,229877.3,12.92,3.3907,17.0301,24.0779,34.5941,0.0,1.2310956594398603,2011
72,2012-03-31,HUVR,36.1734,16.4603,8.8573,83.0223,9.9322,9.1139,32.5883,116.9895,263171.5,17.71,3.5899,13.2477,35.2477,-22.1758,0.8636,1.0137580069751873,2012
73,2013-03-31,HUVR,37.0285,16.4603,11.4268,83.0223,11.0214,10.2645,30.5314,123.2594,285394.4,18.24,4.0371,16.3559,37.0233,23.4755,1.2886,1.0685807658490194,2013
74,2014-03-31,HUVR,39.8048,16.4603,19.1959,83.5942,14.4753,13.818,30.9614,115.3526,311997.2,20.17,3.7257,18.6159,46.925,13.8578,1.0687,1.0847173227439395,2014
75,2015-03-31,HUVR,38.9498,16.4603,16.6264,83.5942,17.813,13.274,28.3261,78.0908,314610.0,19.13,2.7568,30.3752,28.6253,63.2038,2.708,1.4638460449978774,2015
76,2016-03-31,HUVR,38.9498,16.4603,16.6264,83.5942,17.212,13.1349,29.3508,67.2223,323670.0,20.68,2.2903,31.1595,29.2608,2.6016,4.1222,1.3246046149857402,2016
77,2017-03-31,HUVR,39.7847,16.4603,16.6264,86.0927,20.2814,16.75,31.0653,74.3529,348780.0,24.09,2.3934,33.6378,39.6384,7.9626,0.0,1.3120288061213008,2017
78,2018-03-31,HUVR,41.4546,17.3059,20.7981,86.0927,25.0686,20.4109,33.1808,79.9313,386840.0,27.97,2.409,36.3421,46.9648,8.0483,1.2584,1.3746394369447328,2018
79,2019-03-31,HUVR,42.7623,17.6382,24.3954,86.0927,29.2938,25.227,34.7996,83.8469,392380.0,31.1687,2.4094,38.0972,60.3325,4.6015,10.2321,1.32242138027262,2019
80,2020-03-31,HUVR,41.7061,17.9704,20.8888,86.0927,20.3033,8.6156,17.9845,28.6031,463210.0,34.03,1.5904,202.9054,11.9834,479.3414,2.1165,1.2804647392596595,2020
81,2021-03-31,HUVR,43.0238,18.3026,24.5163,86.0927,17.7225,7.1303,12.7504,18.3574,515480.0,37.79,1.4397,208.8065,9.8112,2.9093,2.1259,1.376063829787234,2021
82,2022-03-31,HUVR,43.0238,18.3026,24.5163,86.0927,20.4485,8.5427,14.0943,20.3693,595490.0,43.07,1.4452,214.0968,11.9588,2.5336,2.4233,1.4132025274359827,2022
83,2023-03-31,HUVR,28.3601,11.9464,3.3678,69.6064,4.7913,6.0413,24.3567,89.523,76126.2717,3.134,3.7845,-24.8317,23.4219,-30.4052,44.5497,0.9026195042193407,2023
84,2003-03-31,ITC,46.4852,36.8486,22.8537,79.6216,4.7941,2.194,17.5452,28.0718,61707.0,1.2327,1.6,4.8368,2.8922,22.5882,3.2408,1.5094949143701644,2003
85,2004-03-31,ITC,47.6599,38.6697,23.8997,80.2804,5.6051,2.8516,16.7191,26.8063,68884.9,1.4245,1.6033,5.7894,3.9974,19.7748,1.3743,1.505038372788188,2004
86,2005-03-31,ITC,48.8347,40.4907,24.9458,80.9392,7.1921,3.1614,17.0486,26.2802,80577.5,1.6951,1.5415,7.1076,4.196,23.0393,2.1859,2.0609734556396107,2005
87,2006-03-31,ITC,50.0094,42.3117,25.9918,81.598,12.7058,5.7752,18.2501,26.7517,103175.6,2.0395,1.4658,8.1855,7.9469,16.151,0.7139,2.2824436369150454,2006
88,2007-03-31,ITC,44.0801,31.199,25.393,75.5268,9.4094,3.998,19.1122,27.7356,128737.3,2.4441,1.4512,9.4329,5.3412,15.4544,1.0877,2.265766142316941,2007
89,2008-03-31,ITC,46.4239,35.0951,25.393,78.6574,10.6859,4.6843,19.035,27.5373,146591.0,2.7963,1.4467,10.8686,6.3256,15.4155,1.137,2.022320153164562,2008
90,2009-03-31,ITC,52.54,50.891,27.9625,78.6574,9.0112,3.7672,17.5415,25.2667,165561.4,2.94,1.4404,12.3889,4.9736,14.1633,1.391,2.1043356313192945,2009
91,2010-03-31,ITC,58.7265,56.2368,30.532,89.2836,8.4399,4.6103,18.9642,29.2643,191358.7,3.67,1.5431,12.6224,6.9467,3.0663,0.8433,1.6139183339071062,2010
92,2011-03-31,ITC,58.5957,57.6563,28.7183,89.2836,10.6643,5.7121,19.9841,32.4279,222791.1,4.3533,1.6227,14.2066,8.5453,14.0514,0.7553,1.5924854495987877,2011
93,2012-03-31,ITC,60.1449,60.4953,30.532,89.2836,12.3428,6.247,22.1503,34.8173,261795.2,5.3667,1.5719,16.5921,9.1168,18.003,0.6044,1.6957971266179122,2012
94,2013-03-31,ITC,59.3602,56.569,32.104,89.2836,14.5418,7.2615,23.2467,35.7048,313234.5,6.46,1.5359,19.538,10.5589,19.0113,0.4421,1.8112992804470462,2013
95,2014-03-31,ITC,59.9638,56.569,33.9178,89.2836,14.9264,7.1978,23.3255,35.2869,349847.0,7.48,1.5128,22.8311,10.3032,17.6141,0.89,1.8997935396590628,2014
96,2015-03-31,ITC,65.0035,63.6364,41.4148,89.8555,13.6155,5.989,22.2462,32.7718,384333.1,8.0733,1.4731,26.395,8.2301,16.5163,0.847,2.103169349115248,2015
97,2016-03-31,ITC,66.5728,66.7774,42.9867,89.8555,20.6349,5.2844,19.1323,25.1144,388041.9,5.1667,1.3127,35.3576,6.1891,34.4851,0.1963,3.7339715189398146,2016
98,2017-03-31,ITC,66.1,65.3579,42.9867,89.8555,24.6165,6.2567,19.1191,23.0983,423600.4,8.5,1.2081,38.2082,7.3361,8.7475,0.0985,3.6889570440148236,2017
99,2018-03-31,ITC,64.9532,61.9148,42.9867,89.8555,18.6357,5.0335,18.7491,22.7878,431229.0,9.26,1.2154,43.0259,5.9383,13.1368,0.0684,2.8533180543018224,2018
100,2019-03-31,ITC,65.426,63.3343,42.9867,89.8555,20.1297,5.2514,18.5063,22.5566,478390.0,10.3,1.2189,48.2443,6.1614,12.6276,0.0227,3.1709250608520385,2019
101,2020-03-31,ITC,64.7621,66.7774,37.5453,89.8555,13.3058,2.8843,20.5225,24.6053,489790.8,12.47,1.1989,53.1012,3.2334,10.3691,0.4251,4.132458207676545,2020
102,2021-03-31,ITC,66.1302,69.6164,38.815,89.8555,14.6843,3.8258,17.4106,20.9539,489528.1,10.7,1.2035,49.0276,4.4567,-7.5466,0.4488,3.273436622985908,2021
103,2022-03-31,ITC,65.5568,67.8949,38.815,89.8555,15.4269,4.1896,20.1784,24.8246,600813.6,12.37,1.2303,50.6811,4.9456,3.4935,0.3994,2.814309943265665,2022
104,2023-03-31,ITC,65.5568,67.8949,38.815,89.8555,20.2841,5.7444,23.5275,29.1643,702452.2,15.5,1.2396,55.6446,6.8919,10.7271,0.4425,2.8873794435132223,2023
105,2003-03-31,BHARTI,3.8823,-19.0328,-17.752,48.2647,0.6542,1.1734,-2.365,-5.0486,30499.418,-0.4986,2.1347,8.8896,1.4346,-18.1564,99.9249,0.6448562112846603,2003
106,2004-03-31,BHARTI,7.0029,-15.8437,-13.8969,50.5855,3.3541,3.1916,5.7489,14.7845,49307.797,1.4192,2.5717,10.3087,6.7603,15.9646,110.8335,0.6559010045959653,2004
107,2005-03-31,BHARTI,10.1234,-12.6545,-10.0419,52.9063,3.438,3.3837,9.5523,27.6162,80076.607,2.9415,2.891,11.0253,8.4769,6.9514,110.2776,0.5414180610657101,2005
108,2006-03-31,BHARTI,13.244,-9.4653,-6.1869,55.2272,4.764,4.6269,12.0187,34.0919,116640.853,4.8562,2.8366,17.518,10.6175,62.3618,64.8273,0.35174512218312565,2006
109,2007-03-31,BHARTI,19.0021,0.4228,5.9855,50.4816,6.7425,5.8198,17.2166,43.0977,184202.022,9.6577,2.5033,27.3058,12.6067,56.0416,46.0107,0.3909932180144482,2007
110,2008-03-31,BHARTI,24.0217,0.4228,5.9855,65.5027,5.1899,3.8478,17.0314,38.5116,270122.416,15.1891,2.2612,51.5812,7.2184,89.0987,44.198,0.657208085925365,2008
111,2009-03-31,BHARTI,24.1324,0.7551,5.9855,65.5027,3.6519,2.4358,14.305,30.9089,373520.81,18.6579,2.1607,69.1477,4.078,34.0794,46.4061,0.5996190556386266,2009
112,2010-03-31,BHARTI,24.1324,0.7551,5.9855,65.5027,4.5024,2.076,13.4448,25.1726,418472.0,21.3328,1.8723,100.1379,2.813,44.8576,24.1499,0.9275339863380984,2010
113,2011-03-31,BHARTI,23.2773,0.7551,3.416,65.5027,2.2017,1.5935,5.5576,13.2952,595383.0,14.357,2.3922,115.7369,2.7831,15.5776,126.4606,0.3030377590612284,2011
114,2012-03-31,BHARTI,30.7313,15.9468,10.6106,65.5027,2.0626,1.4942,2.8062,8.5721,714508.0,10.1121,3.0547,120.1922,2.5337,3.7823,136.379,0.30290893544949304,2012
115,2013-03-31,BHARTI,32.6325,15.9468,16.3241,65.5027,2.074,1.3791,1.439,4.5093,769045.0,5.4075,3.1336,119.5511,2.1994,-0.5722,132.6193,0.46821401650707295,2013
116,2014-03-31,BHARTI,33.9,15.9468,20.133,65.5027,2.0645,1.3668,1.6196,5.0377,857461.0,6.3268,3.1106,134.8066,2.1243,18.748,127.0095,0.39407974650118827,2014
117,2015-03-31,BHARTI,43.1747,15.6146,32.6784,81.0957,2.34,1.4863,2.7357,8.5176,920394.0,11.6893,3.1136,139.7368,2.5367,3.6823,107.1192,0.4218793099371882,2015
118,2016-03-31,BHARTI,47.1683,18.7557,35.2479,87.357,2.0599,1.3254,2.8833,9.4413,965321.0,13.7081,3.2744,150.5387,2.1002,7.7682,150.4473,0.389618891108823,2016
119,2017-03-31,BHARTI,46.5949,17.0341,35.2479,87.357,2.0035,1.3107,1.6557,5.6618,954683.0,8.571,3.4195,152.0877,2.0744,1.0289,159.0462,0.28685606770911304,2017
120,2018-03-31,BHARTI,51.7051,20.1752,47.4607,87.357,1.5693,1.3585,0.4543,1.6045,826388.0,2.4785,3.532,156.773,2.2921,3.0807,160.1128,0.42815750020130394,2018
121,2019-03-31,BHARTI,54.6323,27.3935,49.0326,87.357,0.981,1.2243,0.1558,0.581,807802.0,0.9193,3.7301,161.0292,1.8643,2.7149,175.6153,0.3536159836827507,2019
122,2020-03-31,BHARTI,55.8596,31.0782,49.0326,87.357,0.8311,1.4529,-10.1209,-43.3248,875390.0,-62.2414,4.2807,138.7999,3.118,8.0124,192.1427,0.5828929876277307,2020
123,2021-03-31,BHARTI,59.6218,39.8067,51.6022,87.357,0.9781,1.6507,-4.2681,-22.1657,1006158.0,-27.1404,5.1934,105.3641,4.8192,-23.5818,276.1285,0.49045961021499357,2021
124,2022-03-31,BHARTI,63.8165,52.4011,51.6022,87.357,1.4593,1.9571,1.1991,6.7803,1165469.0,7.6716,5.6545,121.1835,6.2298,12.8944,254.9466,0.4562810236261905,2022
125,2023-03-31,BHARTI,68.1923,53.8206,58.3132,92.354,1.4237,1.7613,2.06,11.5821,1391448.0,14.7958,5.6224,139.1229,5.3837,16.5408,291.4026,0.47146202397760645,2023
126,2003-03-31,LT,24.9318,16.893,7.1082,50.6923,1.5529,0.9303,2.9496,11.9663,103269.0,3.3975,4.0569,57.4901,0.7137,2.5192,148.5196,1.3876968687969833,2003
127,2004-03-31,LT,27.0246,18.7551,8.964,53.251,2.5839,1.4157,6.2158,25.4714,108486.3984,13.3405,4.0978,47.2898,2.699,-17.6982,105.9996,1.3755662168879472,2004
128,2005-03-31,LT,29.1174,20.6173,10.8198,55.8097,2.6354,1.7336,8.7455,35.1993,144213.4063,9.1996,4.0249,28.3578,3.9162,25.2561,106.2854,1.4154843980993719,2005
129,2006-03-31,LT,31.2102,22.4795,12.6755,58.3684,3.6033,2.7325,8.8918,31.9501,164183.1,10.9981,3.5932,39.8674,6.78,48.6609,72.5485,1.496906734020136,2006
130,2007-03-31,LT,33.303,24.3417,14.5313,60.9271,2.9915,2.5666,10.8425,37.805,203478.5,17.8192,3.4867,54.2987,6.6304,40.4111,94.2543,1.511803477413844,2007
131,2008-03-31,LT,35.3958,26.2039,16.3871,63.4858,3.3812,2.9481,7.5189,27.4767,291985.0,18.8498,3.6543,82.3362,8.1939,56.4839,114.3405,1.4429437742213755,2008
132,2009-03-31,LT,33.9503,21.4135,12.3035,68.0012,2.1286,1.4566,7.9374,30.537,401870.0,28.7822,3.8472,106.1445,2.8113,29.1437,131.5438,1.328982824208987,2009
133,2010-03-31,LT,36.6764,29.5983,12.3035,68.0012,2.6891,2.0881,8.6212,31.1658,435135.8,40.8444,3.615,154.9239,4.6786,50.0694,107.9309,1.44002128234554,2010
134,2011-03-31,LT,44.7239,35.367,24.4256,74.2625,2.2133,1.7972,5.3787,19.3571,516139.4,32.6933,3.5988,182.8618,4.0149,19.338,131.3033,1.3642885183663949,2011
135,2012-03-31,LT,43.9091,35.367,26.9952,69.2655,1.8424,1.4256,4.3857,17.2444,637314.4,34.1378,3.932,213.2726,2.7279,17.3099,162.0258,1.3942134328348517,2012
136,2013-03-31,LT,44.744,35.367,26.9952,71.764,1.7559,1.3508,3.9672,16.4615,739978.9,37.6844,4.1494,244.5417,2.483,15.2208,186.4877,1.4048378952990204,2013
137,2014-03-31,LT,45.5286,35.367,29.3531,71.764,1.7348,1.474,3.1394,13.6982,844936.1,35.3133,4.3633,271.2345,3.1262,11.3761,214.3783,1.2565429869589089,2014
