,0
const,138.13486702059694
ESG_DISCLOSURE_SCORE,1.458142264021311
FNCL_LVRG,1.4331510426161018
RETURN_ON_ASSET,1.4078436792452396
BS_TOT_ASSET,2.7037999089460283
PX_TO_BOOK_RATIO,1.1839339473338377
Firm size,2.429489064832645
Liquidity,1.2014027506146252
