,Entity,year,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ESG_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,RETURN_COM_EQY,PE_RATIO,TOBIN_Q_RATIO,NUMBER_OF_DIRECTORS_ON_BOARD,INDEPENDENT_DIRECTORS,CEO_DUALITY,BOARD_MEETING_ATTENDANCE_PCT,PCT_INDEPENDENT_DIRECTORS,PCT_IND_DIRECTORS_ON_AUDIT_CMTE,NUM_IND_DIR_ON_CMPNSTN_CMTE,PCT_OF_IND_DIRECTORS_ON_NOM_CMTE,CLASSIFIED_BOARD_SYSTEM,PCT_WOMEN_ON_BOARD,BOARD_DURATION,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,IS_RD_EXPEND
240,LT,31-03-2012,51.938,38.5965,55.3571,49.5868,1.8424,17.2444,17.0421,1.4256,17.0,9.0,0.0,95.0,52.941,100.0,5.0,83.333,1.0,5.882,0.0,4.3857,39.9075,1350.0
241,LT,31-03-2013,51.938,38.5965,55.3571,49.5868,1.7559,16.4615,16.1127,1.3508,15.0,6.0,0.0,96.12,40.0,100.0,3.0,75.0,1.0,0.0,0.0,3.9672,44.119,1553.4
242,LT,31-03-2014,51.938,43.8596,55.3571,50.8264,1.7348,13.6982,24.0117,1.474,14.0,6.0,0.0,100.0,42.857,66.667,3.0,75.0,1.0,0.0,0.0,3.1394,47.7918,1740.4
243,LT,31-03-2015,47.2868,43.8596,53.5714,47.9339,1.7185,12.121,33.5019,1.6137,14.0,7.0,0.0,89.06,50.0,100.0,2.0,66.667,1.0,0.0,0.0,2.6255,46.7984,2035.6
244,LT,31-03-2016,44.9612,49.1228,53.5714,47.9339,1.5702,9.9492,26.7524,1.3551,19.0,10.0,0.0,91.19,50.0,75.0,3.0,75.0,1.0,10.0,0.0,2.1789,45.2613,1879.0
245,LT,31-03-2017,51.1628,54.386,53.5714,52.4793,1.7186,12.7996,24.304,1.4558,20.0,11.0,0.0,94.08,55.0,75.0,3.0,75.0,1.0,10.0,0.0,2.9693,44.28,1778.8
246,LT,31-03-2018,51.1628,54.386,53.5714,52.4793,1.8103,14.0218,24.9126,1.5281,22.0,11.0,0.0,92.85,50.0,75.0,3.0,75.0,1.0,9.091,5.0,3.232,44.0894,1799.0
247,LT,31-03-2019,51.1628,54.386,53.5714,52.4793,1.7868,15.1863,21.8123,1.4727,21.0,11.0,0.0,90.86,50.0,100.0,3.0,75.0,1.0,9.091,5.0,3.4053,44.9802,2322.7
248,LT,31-03-2020,55.48977636,59.84052182,53.37658909,56.0255,1.691563399,10.62120735,27.26150327,1.568896732,22.0,10.0,0.0,92.96345455,49.08332727,77.87881818,3.0,73.27278182,1.0,8.308418182,5.0,2.302222794,47.86567778,2338.240523
249,LT,31-03-2021,56.92740727,62.66348909,53.18178273,57.41166818,1.64016247,9.432644118,27.9481235,1.557004575,23.0,11.0,0.0,92.95281818,48.93629091,75.83336364,3.0,72.90915455,1.0,8.758154545,5.0,1.950151471,49.01848655,2467.980461
250,LT,31-03-2022,58.36503818,65.48645636,52.98697636,58.79783636,1.588761541,8.244080882,28.63474372,1.545112418,24.0,11.0,-1.0,92.94218182,48.78925455,73.78790909,3.0,72.54552727,1.0,9.207890909,5.0,1.598080147,50.17129532,2597.720399
251,LT,31-03-2023,59.80266909,68.30942364,52.79217,60.18400455,1.537360612,7.055517647,29.32136395,1.533220261,25.0,11.0,-1.0,92.93154545,48.64221818,71.74245455,3.0,72.1819,1.0,9.657627273,5.0,1.246008824,51.32410409,2727.460337
252,BHARTI,31-03-2006,0.0,0.0,0.0,0.0,4.764,34.0919,38.3012,4.6269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0187,24.4471,0.0
253,BHARTI,31-03-2007,2.439,6.25,42.8571,12.7572,6.7425,43.0977,35.6438,5.8198,0.0,9.0,0.0,88.73,50.0,0.0,0.0,0.0,0.0,11.11,0.0,17.2166,19.1066,0.0
254,BHARTI,31-03-2008,2.439,6.25,48.2143,13.9918,5.1899,38.5116,24.5131,3.8478,0.0,7.0,0.0,91.8,50.0,66.67,3.0,0.0,1.0,7.142,3.0,17.0314,20.2415,0.0
255,BHARTI,31-03-2009,4.878,6.25,48.2143,15.2263,3.6519,30.9089,15.1132,2.4358,0.0,8.0,0.0,88.52,50.0,66.67,4.0,0.0,1.0,6.25,3.0,14.305,21.6478,0.0
256,BHARTI,31-03-2010,4.878,6.25,48.2143,15.2263,4.5024,25.1726,13.2045,2.076,0.0,8.0,1.0,81.25,50.0,66.67,4.0,0.0,1.0,12.5,3.0,13.4448,14.3329,0.0
257,BHARTI,31-03-2011,4.878,3.125,48.2143,14.4033,2.2017,13.2952,22.4357,1.5935,0.0,8.0,1.0,90.16,50.0,66.67,4.0,0.0,1.0,12.5,3.0,5.5576,42.0943,0.0
258,BHARTI,31-03-2012,14.6341,20.3125,53.5714,25.1029,2.0626,8.5721,30.1159,1.4942,16.0,8.0,1.0,80.0,50.0,66.667,4.0,0.0,1.0,12.5,3.0,2.8062,43.9466,0.0
259,BHARTI,31-03-2013,12.1951,25.0,48.2143,23.8683,2.074,4.5093,48.625,1.3791,14.0,7.0,0.0,88.13,53.846,80.0,3.0,0.0,1.0,23.077,3.0,1.439,41.9131,0.0
260,BHARTI,31-03-2014,12.1951,29.6875,42.8571,23.8683,2.0645,5.0377,45.2635,1.3668,16.0,8.0,0.0,84.62,53.333,80.0,4.0,57.143,1.0,20.0,3.0,1.6196,41.433,0.0
261,BHARTI,31-03-2015,9.7561,34.375,46.4286,24.6914,2.34,8.5176,30.3238,1.4863,13.0,7.0,0.0,78.08,53.846,80.0,3.0,50.0,1.0,23.077,3.0,2.7357,33.8986,0.0
262,BHARTI,31-03-2016,11.3821,37.5,57.1429,28.8066,2.0599,9.4413,23.0638,1.3254,12.0,6.0,0.0,84.0,50.0,75.0,3.0,60.0,1.0,16.667,3.0,2.8833,44.5026,0.0
263,BHARTI,31-03-2017,11.3821,39.0625,62.5,30.4527,2.0035,5.6618,36.8086,1.3107,13.0,6.0,0.0,73.95,50.0,75.0,3.0,60.0,1.0,16.667,5.0,1.6557,45.9934,0.0
264,BHARTI,31-03-2018,15.4472,40.625,62.5,32.9218,1.5693,1.6045,144.9818,1.3585,12.0,6.0,0.0,68.81,54.546,75.0,3.0,60.0,1.0,18.182,5.0,0.4543,44.43,0.0
265,BHARTI,31-03-2019,15.4472,40.625,62.5,32.9218,0.981,0.581,326.5686,1.2243,11.0,6.0,0.0,85.93,54.546,75.0,3.0,60.0,1.0,27.273,5.0,0.1558,45.5776,0.0
266,BHARTI,31-03-2020,16.91685,48.67788462,61.60715385,35.58088846,1.835207843,2.204479412,129.857455,1.058192157,10.0,6.0,0.0,75.64,53.89480769,79.74616667,3.0,62.28566667,1.0,24.95734615,5.0,0.725244118,44.71189739,0.0
267,BHARTI,31-03-2021,17.99342198,52.38667582,63.02983956,37.43048022,1.730454283,0.708537255,138.4006784,0.933219401,10.0,6.0,0.0,74.53384615,54.23014286,80.81805128,3.0,63.55095238,1.0,26.24856044,5.0,0.111317647,45.75874506,0.0
268,BHARTI,31-03-2022,19.06999396,56.09546703,64.45252527,39.28007198,1.625700722,-0.787404902,146.9439018,0.808246646,9.0,5.0,0.0,73.42769231,54.56547802,81.8899359,3.0,64.8162381,1.0,27.53977473,5.0,-0.502608824,46.80559274,0.0
269,BHARTI,31-03-2023,20.14656593,59.80425824,65.87521099,41.12966374,1.520947162,-2.283347059,155.4871251,0.683273891,8.0,5.0,0.0,72.32153846,54.90081319,82.96182051,3.0,66.08152381,1.0,28.83098901,5.0,-1.116535294,47.85244042,0.0
270,ONGC,31-03-2006,0.0,0.0,0.0,0.0,5.7948,29.2208,12.1444,2.4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.906,2.4027,1257.51
271,ONGC,31-03-2007,0.0,0.0,0.0,0.0,4.4347,28.781,10.7928,2.0988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4448,1.4453,1346.27
272,ONGC,31-03-2008,15.7025,18.75,39.2857,21.9917,4.563,27.4478,10.5538,2.0501,0.0,4.0,1.0,86.67,30.77,0.0,0.0,0.0,0.0,7.6,0.0,16.8339,0.7534,1846.74
273,ONGC,31-03-2009,18.1818,28.125,39.2857,25.7261,3.2464,23.2462,8.43,1.4822,0.0,8.0,1.0,81.48,47.06,0.0,0.0,0.0,0.0,11.764,0.0,14.1305,4.2366,2075.04
274,ONGC,31-03-2010,33.0579,59.375,50.0,43.9834,3.6393,20.0419,12.1109,1.7986,0.0,4.0,1.0,87.5,30.77,0.0,0.0,0.0,0.0,15.38,0.0,12.0481,3.7463,2199.45
275,ONGC,31-03-2011,36.3636,67.1875,53.5714,48.5477,3.3319,20.7221,11.0971,1.6935,0.0,5.0,1.0,91.75,41.67,0.0,0.0,0.0,0.0,16.67,0.0,12.4634,3.4725,3937.28
276,ONGC,31-03-2012,29.7521,43.75,58.9286,40.249,2.8313,22.3569,8.1565,1.4012,20.0,7.0,1.0,85.97,50.0,100.0,3.0,0.0,1.0,14.29,3.0,13.236,6.8765,3301.22
277,ONGC,31-03-2013,38.843,43.75,64.2857,46.0581,2.8564,16.7629,10.9996,1.4493,17.0,6.0,1.0,86.53,42.857,100.0,3.0,0.0,1.0,0.0,3.0,9.9741,8.1613,5381.82
278,ONGC,31-03-2014,46.281,43.75,58.9286,48.5477,2.1057,16.3278,10.2873,1.31,14.0,7.0,1.0,90.64,50.0,100.0,4.0,0.0,1.0,0.0,3.0,9.1766,15.1471,5509.37
279,ONGC,31-03-2015,43.8017,53.125,58.9286,49.7925,1.9616,10.3989,14.2954,1.2413,11.0,1.0,1.0,76.33,10.0,100.0,1.0,100.0,1.0,0.0,3.0,5.5344,15.9461,4325.87
280,ONGC,31-03-2016,43.8017,48.4375,53.5714,47.3029,1.5849,6.8075,21.346,0.9573,13.0,3.0,1.0,93.382,27.273,100.0,3.0,75.0,1.0,0.0,3.0,3.7819,13.0034,4119.52
281,ONGC,31-03-2017,38.843,48.4375,53.5714,44.8133,1.6245,12.4525,9.7215,1.0966,17.0,7.0,1.0,94.2,43.75,100.0,4.0,100.0,1.0,0.0,3.0,6.1979,17.9681,4416.59
282,ONGC,31-03-2018,42.9752,62.5,53.5714,50.6224,1.6679,11.0972,10.3192,1.0525,17.0,9.0,1.0,87.38,56.25,83.333,4.0,66.667,1.0,6.25,3.0,4.8819,21.9988,7115.0
283,ONGC,31-03-2019,42.9752,62.5,53.5714,50.6224,1.8279,14.4471,6.7094,0.9654,18.0,8.0,1.0,91.22,47.059,71.429,3.0,60.0,1.0,5.882,3.0,6.3801,20.5983,7550.38
284,ONGC,31-03-2020,50.66367879,63.04450758,60.06491667,56.13605,1.515373856,7.732983088,12.53750261,1.030633333,16.0,7.0,1.0,90.78615152,43.60431818,79.16675,4.0,53.8335,1.0,5.514,3.0,3.025044118,17.66625556,6819.203529
285,ONGC,31-03-2021,52.93785117,65.31177156,61.13259744,58.12804231,1.348061163,6.316783824,12.74814266,0.977905263,16.0,7.0,1.0,91.25258508,44.19140559,75.79375,4.0,45.0002,1.0,5.146,3.0,2.025113725,18.53853099,7197.218287
286,ONGC,31-03-2022,55.21202354,67.57903555,62.20027821,60.12003462,1.180748469,4.900584559,12.9587827,0.925177193,16.0,7.0,1.0,91.71901865,44.77849301,72.42075,4.0,36.1669,1.0,4.778,3.0,1.025183333,19.41080643,7575.233044
287,ONGC,31-03-2023,57.48619592,69.84629953,63.26795897,62.11202692,1.013435776,3.484385294,13.16942274,0.872449123,16.0,7.0,1.0,92.18545221,45.36558042,69.04775,4.0,27.3336,1.0,4.41,3.0,0.025252941,20.28308187,7953.247802
288,APNT,31-03-2006,0.0,0.0,0.0,0.0,6.5886,34.9668,29.2103,4.2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1366,22.5074,79.45
289,APNT,31-03-2007,16.2791,8.7719,42.8571,20.6612,6.5822,39.4693,25.3296,4.2296,0.0,6.0,0.0,85.41,50.0,0.0,0.0,0.0,0.0,8.33,0.0,15.0675,22.7732,79.45
290,APNT,31-03-2008,9.3023,8.7719,48.2143,18.1818,7.6939,46.4934,28.1271,5.2001,0.0,6.0,0.0,93.52,50.0,100.0,3.0,0.0,1.0,8.333,3.0,18.0636,10.9805,518.5
291,APNT,31-03-2009,11.6279,8.7719,48.2143,19.4215,5.8746,36.4066,18.9573,3.2379,0.0,6.0,0.0,93.44,46.153,100.0,3.0,0.0,1.0,7.692,3.0,14.9027,10.8945,533.6
292,APNT,31-03-2010,11.6279,8.7719,48.2143,19.4215,9.0979,57.3702,23.4028,5.7156,0.0,7.0,0.0,93.57,50.0,100.0,3.0,0.0,1.0,7.142,3.0,25.2559,6.0569,296.4
293,APNT,31-03-2011,18.6047,14.0351,48.2143,24.3802,9.3029,43.2719,28.7317,5.7803,0.0,7.0,0.0,83.33,50.0,100.0,3.0,0.0,1.0,7.142,3.0,20.0887,5.0629,359.0
294,APNT,31-03-2012,20.9302,14.0351,48.2143,25.6198,9.4927,40.0626,31.4513,5.9613,13.0,7.0,0.0,87.14,50.0,100.0,3.0,0.0,1.0,14.29,3.0,19.1531,5.9698,437.3
295,APNT,31-03-2013,20.9302,35.0877,48.2143,30.5785,11.5294,36.3254,42.344,7.451,14.0,8.0,0.0,95.34,53.333,100.0,4.0,0.0,1.0,13.333,3.0,17.821,3.6977,505.5
296,APNT,31-03-2014,16.2791,43.8596,48.2143,30.1653,11.0609,32.8365,43.1117,7.0067,12.0,7.0,0.0,91.29,53.846,100.0,3.0,75.0,1.0,0.0,3.0,16.399,3.0845,566.0
297,APNT,31-03-2015,6.9767,43.8596,48.2143,25.2066,14.7647,31.7745,55.7978,9.1974,14.0,7.0,0.0,88.88,50.0,100.0,3.0,75.0,1.0,14.286,3.0,16.421,4.6908,716.4
298,APNT,31-03-2016,6.9767,43.8596,48.2143,25.2066,16.4892,30.9778,47.7405,8.2695,14.0,7.0,0.0,94.64,50.0,100.0,3.0,75.0,1.0,14.286,3.0,17.9215,3.0612,751.6
299,APNT,31-03-2017,17.8295,33.3333,53.5714,29.7521,16.4843,27.4537,53.8104,8.6776,14.0,7.0,0.0,85.71,50.0,75.0,2.0,66.667,1.0,14.286,5.0,16.8777,4.5111,1060.1
300,APNT,31-03-2018,24.031,33.3333,48.2143,31.8182,15.3551,25.4642,54.5738,8.1869,14.0,7.0,0.0,85.71,50.0,100.0,2.0,66.667,1.0,14.286,5.0,15.5617,3.8702,1179.9
301,APNT,31-03-2019,23.2558,38.5965,48.2143,32.6446,17.4602,24.0881,66.3127,9.5344,14.0,7.0,0.0,85.71,50.0,100.0,2.0,66.667,1.0,14.286,5.0,14.6683,4.0037,915.2
302,APNT,31-03-2020,19.52890769,48.65044615,50.27473846,33.50285385,17.64004052,30.44485515,60.09334052,9.889711111,14.0,7.0,0.0,87.60269231,50.99607692,93.93939394,2.0,63.3338,1.0,14.94965385,5.0,18.62906176,-0.843185621,1048.471961
303,APNT,31-03-2021,20.06983846,51.91823077,50.56908791,34.6289989,18.465498,29.91302402,62.7603173,10.32539532,14.0,8.0,0.0,87.32956044,51.10175824,93.32750583,2.0,61.19102857,1.0,15.57221978,5.0,18.89464706,-2.002602236,1110.270062
304,APNT,31-03-2022,20.61076923,55.18601538,50.86343736,35.75514396,19.29095549,29.38119289,65.42729408,10.76107953,15.0,8.0,0.0,87.05642857,51.20743956,92.71561772,2.0,59.04825714,1.0,16.19478571,5.0,19.16023235,-3.162018851,1172.068163
305,APNT,31-03-2023,21.1517,58.4538,51.15778681,36.88128901,20.11641297,28.84936176,68.09427086,11.19676374,15.0,8.0,0.0,86.7832967,51.31312088,92.1037296,2.0,56.90548571,1.0,16.81735165,5.0,19.42581765,-4.321435466,1233.866264
306,HCLT,31-03-2006,0.0,0.0,0.0,0.0,12.9463,21.1019,23.4832,4.2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4029,1.4422,41.3
307,HCLT,31-03-2007,0.0,0.0,0.0,0.0,13.8375,36.7685,17.0272,4.5257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9972,1.4445,120.7
308,HCLT,31-03-2008,0.0,0.0,0.0,0.0,6.4118,25.4941,15.9596,2.8588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3428,0.8085,194.4
309,HCLT,31-03-2009,0.0,0.0,0.0,0.0,3.5002,28.9271,9.4295,1.6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2144,25.6406,553.6
310,HCLT,31-03-2010,13.9535,14.0351,50.0,22.314,5.1683,22.4222,19.4837,2.4623,0.0,6.0,0.0,91.07,75.0,100.0,2.0,33.333,1.0,12.5,0.0,10.3356,21.6163,550.1
311,HCLT,31-03-2011,31.0078,38.5965,66.0714,40.9091,6.3504,23.6197,20.5376,2.9006,0.0,7.0,0.0,90.9,77.778,100.0,3.0,33.333,1.0,11.111,0.0,12.4249,16.2518,1105.8
312,HCLT,31-03-2012,34.8837,38.5965,66.0714,42.9752,5.3687,27.7025,13.5896,2.2648,7.0,5.0,0.0,87.17,71.429,100.0,2.0,0.0,1.0,14.286,0.0,15.0299,11.9176,1678.1
313,HCLT,31-03-2013,44.186,38.5965,66.0714,47.9339,6.8916,35.1284,13.3448,2.8265,11.0,9.0,0.0,95.83,81.818,100.0,3.0,0.0,1.0,9.091,0.0,19.8349,4.7039,1579.2
314,HCLT,31-03-2014,44.186,43.8596,46.4286,44.6281,10.0657,37.4067,16.8809,3.7936,10.0,7.0,0.0,77.33,70.0,100.0,3.0,60.0,1.0,20.0,0.0,23.5072,2.4635,0.0
315,HCLT,31-03-2015,41.8605,49.1228,67.8571,49.5868,9.6465,37.4067,15.4884,3.1876,10.0,7.0,0.0,89.47,70.0,100.0,2.0,50.0,1.0,20.0,5.0,23.5072,2.4477,0.0
316,HCLT,31-03-2016,17.8295,43.8596,51.7857,31.8182,9.7649,28.253,14.4994,3.0073,11.0,8.0,0.0,90.625,72.727,100.0,2.0,50.0,1.0,27.273,5.0,20.141,0.9571,1246.5
317,HCLT,31-03-2017,17.8295,43.8596,51.7857,31.8182,11.2314,25.1561,15.5648,3.0504,11.0,8.0,0.0,82.89,72.727,100.0,2.0,50.0,1.0,27.273,5.0,18.5979,1.0349,1410.0
318,HCLT,31-03-2018,17.8295,43.8596,51.7857,31.8182,9.7208,24.7789,14.9682,2.7876,11.0,8.0,0.0,91.83,72.727,100.0,2.0,50.0,1.0,27.273,5.0,18.1307,7.1212,1410.0
319,HCLT,31-03-2019,24.24637778,52.38785,52.33133333,37.37377222,7.908965441,32.3483,14.55955735,3.017497794,12.0,8.0,0.0,86.865,71.01175,100.0,2.0,58.51863889,1.0,30.79475,5.0,19.8092175,7.356533824,1397.30225
320,HCLT,31-03-2020,23.23863111,54.99018,51.28966667,37.20848889,7.783472059,32.93672574,14.3601951,3.025721078,12.0,9.0,0.0,86.52433333,70.45396667,100.0,2.0,62.96312222,1.0,33.20243333,5.0,20.02617765,7.459238235,1488.486632
321,HCLT,31-03-2021,22.23088444,57.59251,50.248,37.04320556,7.657978676,33.52515147,14.16083284,3.033944363,13.0,9.0,0.0,86.18366667,69.89618333,100.0,2.0,67.40760556,1.0,35.61011667,5.0,20.24313779,7.561942647,1579.671015
322,HCLT,31-03-2022,21.22313778,60.19484,49.20633333,36.87792222,7.532485294,34.11357721,13.96147059,3.042167647,13.0,9.0,0.0,85.843,69.3384,100.0,2.0,71.85208889,1.0,38.0178,5.0,20.46009794,7.664647059,1670.855397
323,HCLT,31-03-2023,20.21539111,62.79717,48.16466667,36.71263889,7.406991912,34.70200294,13.76210833,3.050390931,14.0,9.0,0.0,85.50233333,68.78061667,100.0,2.0,76.29657222,1.0,40.42548333,5.0,20.67705809,7.767351471,1762.039779
324,WPRO,31-03-2006,0.0,0.0,0.0,0.0,19.6517,34.7596,38.078,8.6511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6593,0.7396,202.0
325,WPRO,31-03-2007,0.0,0.0,0.0,0.0,13.8941,36.2951,27.1318,6.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8064,2.6711,267.71
326,WPRO,31-03-2008,46.5116,40.3509,62.5,48.7603,6.7751,30.8329,19.1026,3.3784,0.0,6.0,1.0,88.57,85.714,100.0,3.0,0.0,1.0,0.0,3.0,18.3459,20.7313,405.0
327,WPRO,31-03-2009,62.0155,49.1228,62.5,59.0909,4.4855,30.7985,9.172,1.8041,0.0,6.0,1.0,100.0,60.0,100.0,3.0,0.0,1.0,0.0,3.0,15.7619,20.4272,405.0
328,WPRO,31-03-2010,60.4651,52.6316,67.8571,60.3306,7.35,29.058,22.2451,3.6236,0.0,7.0,1.0,95.45,63.64,100.0,3.0,100.0,1.0,0.0,3.0,15.3194,19.1709,405.0
329,WPRO,31-03-2011,61.2403,52.6316,62.5,59.5041,8.4038,25.1003,22.0883,3.5278,0.0,8.0,1.0,83.82,72.73,100.0,3.0,100.0,1.0,0.0,3.0,15.19,14.2154,0.0
330,WPRO,31-03-2012,59.6899,43.8596,67.8571,57.8512,7.3508,21.2307,19.3366,2.8275,12.0,9.0,1.0,97.87,75.0,100.0,3.0,100.0,1.0,0.0,3.0,13.8041,13.5224,0.0
331,WPRO,31-03-2013,57.3643,43.8596,62.5,55.3719,7.1869,23.3196,17.4813,2.8031,14.0,10.0,0.0,92.3,76.923,100.0,4.0,100.0,1.0,0.0,3.0,15.1551,14.5125,0.0
332,WPRO,31-03-2014,57.3643,43.8596,62.5,55.3719,8.3589,24.8575,17.1033,2.9833,14.0,10.0,0.0,96.15,76.923,100.0,3.0,100.0,1.0,0.0,3.0,16.5529,10.2711,0.0
333,WPRO,31-03-2015,55.814,47.3684,57.1429,54.1322,7.9852,23.0287,17.8397,2.9077,11.0,7.0,0.0,95.34,70.0,100.0,3.0,100.0,1.0,10.0,3.0,15.699,13.1514,0.0
334,WPRO,31-03-2016,55.814,47.3684,57.1429,54.1322,6.1557,20.403,15.5612,2.283,12.0,7.0,0.0,83.33,63.636,100.0,3.0,100.0,1.0,9.091,3.0,13.4551,17.2956,2561.0
335,WPRO,31-03-2017,55.0388,43.8596,62.5,54.1322,5.6994,17.2292,14.7511,1.9241,11.0,7.0,0.0,83.05,70.0,100.0,3.0,100.0,1.0,10.0,5.0,11.1887,17.947,3338.0
336,WPRO,31-03-2018,55.0388,43.8596,62.5,54.1322,5.6584,15.9645,16.6756,2.0372,10.0,7.0,0.0,86.0,70.0,100.0,3.0,100.0,1.0,10.0,5.0,10.3054,18.1767,3041.0
337,WPRO,31-03-2019,55.0388,43.8596,62.5,54.1322,6.4801,17.1316,16.998,2.1634,11.0,8.0,0.0,80.0,72.727,100.0,3.0,100.0,1.0,18.182,5.0,11.2976,11.9384,3942.0
338,WPRO,31-03-2020,55.74353182,44.0988197,60.30845909,54.05706667,-1.701514035,10.96548421,-24.67926684,-9.162049474,10.0,8.0,0.0,83.03712121,69.87728788,100.0,3.0,100.0,1.0,14.6695,5.0,7.809051053,19.28229947,2478.856863
339,WPRO,31-03-2021,55.58362133,43.79823683,59.97129895,53.82300128,-3.191420175,9.11803985,-30.99376797,-10.94581466,10.0,8.0,-1.0,81.94180653,69.63670396,100.0,3.0,100.0,1.0,16.19207692,5.0,6.714930677,20.10735466,2649.756357
340,WPRO,31-03-2022,55.42371084,43.49765396,59.63413881,53.5889359,-4.681326316,7.270595489,-37.3082691,-12.72957985,9.0,8.0,-1.0,80.84649184,69.39612005,100.0,3.0,100.0,1.0,17.71465385,5.0,5.620810301,20.93240985,2820.655851
341,WPRO,31-03-2023,55.26380035,43.1970711,59.29697867,53.35487051,-6.171232456,5.423151128,-43.62277023,-14.51334504,9.0,8.0,-1.0,79.75117716,69.15553613,100.0,3.0,100.0,1.0,19.23723077,5.0,4.526689925,21.75746504,2991.555346
342,NEST,31-03-2006,0.0,0.0,0.0,0.0,11.8156,84.8149,34.774,9.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0466,1.3634,124.129
343,NEST,31-03-2007,4.6512,12.2807,42.8571,15.2893,12.4497,102.5161,34.9468,10.9754,0.0,3.0,1.0,75.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8201,0.2039,133.881
344,NEST,31-03-2008,12.4031,17.5439,42.8571,20.6612,10.806,119.7797,26.2259,8.9843,0.0,3.0,1.0,73.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4261,0.0482,157.314
345,NEST,31-03-2009,6.9767,17.5439,42.8571,17.7686,14.006,124.2165,37.5029,12.7825,0.0,3.0,1.0,83.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1146,0.0,198.85
346,NEST,31-03-2010,14.7287,28.0702,42.8571,24.3802,16.8115,113.9663,44.9152,15.0387,0.0,4.0,1.0,88.23,50.0,0.0,0.0,0.0,0.0,12.5,0.0,35.6411,0.0,188.598
347,NEST,31-03-2011,12.4031,28.0702,42.8571,23.1405,10.4731,90.3129,41.0594,9.6799,8.0,5.0,1.0,89.58,62.5,100.0,0.0,0.0,1.0,12.5,0.0,27.6305,22.0563,196.467
348,NEST,31-03-2012,19.3798,28.0702,42.8571,26.8595,11.5538,69.5183,45.0731,9.9729,6.0,4.0,1.0,85.48,57.143,100.0,0.0,0.0,1.0,14.286,0.0,22.3283,20.3371,308.5
349,NEST,31-03-2013,19.3798,22.807,39.2857,24.7934,10.5663,53.6159,45.6481,8.7013,7.0,4.0,0.0,93.33,50.0,100.0,3.0,100.0,1.0,12.5,0.0,19.4653,18.8381,397.7
350,NEST,31-03-2014,17.8295,22.807,39.2857,23.9669,15.6197,45.5128,51.9643,11.0907,9.0,5.0,0.0,93.18,55.556,100.0,4.0,100.0,1.0,11.111,0.0,19.5272,0.3363,281.1
351,NEST,31-03-2015,12.4031,28.0702,48.2143,24.3802,12.9478,19.921,99.7604,9.7694,7.0,4.0,1.0,93.75,57.143,100.0,3.0,100.0,1.0,14.286,5.0,9.4621,0.2913,228.1
352,NEST,31-03-2016,17.8295,28.0702,48.2143,27.2727,12.8433,32.8306,58.043,9.0524,8.0,5.0,1.0,92.3,62.5,100.0,3.0,100.0,1.0,12.5,5.0,15.5288,0.4868,300.9
353,NEST,31-03-2017,14.7287,28.0702,48.2143,25.6198,14.5977,36.5569,61.9414,10.8426,8.0,5.0,1.0,83.92,62.5,100.0,3.0,100.0,1.0,25.0,5.0,17.289,0.4773,265.4
354,NEST,31-03-2018,14.7287,28.0702,48.2143,25.6198,17.7513,45.3018,66.5078,13.7597,8.0,5.0,1.0,84.37,62.5,100.0,3.0,100.0,1.0,25.0,5.0,20.8008,0.4345,253.5
355,NEST,31-03-2019,18.78084848,31.41947273,47.61907273,28.43096364,15.22534338,50.02358246,68.19342456,12.12620175,8.0,5.0,1.0,93.20348485,63.6665303,100.0,3.0,100.0,1.0,25.06018182,5.0,19.26264912,3.375896491,345.9544857
356,NEST,31-03-2020,19.52351876,32.54203392,48.16853007,29.21839266,15.51252794,47.79276491,70.67826175,12.35711667,8.0,6.0,1.0,94.25530303,64.87366317,100.0,3.0,100.0,1.0,27.12478671,5.0,18.7014114,3.163087193,362.9126714
