,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY,Liquidity
399,2003,SUNP,-2.4163,-20.6529,-19.1682,32.4415,7.6774,3.1821,31.8489,1.4157,3.0127,4.4894,3.3704,5440.8999,1718.9,22.531,3.165338239571819
400,2004,SUNP,0.413,-17.6876,-16.6117,35.4067,9.1648,4.6463,30.2476,1.6478,4.56,7.1261,50.8838,7972.1001,2683.1001,35.7264,2.9712272382234266
401,2005,SUNP,3.2422,-14.7222,-14.0553,38.3719,4.1795,3.2678,16.7196,2.3994,6.0877,7.663,33.5016,23527.0996,2586.5,161.4258,9.096114285714286
402,2006,SUNP,6.0714,-11.7569,-11.4989,41.337,5.7042,5.6977,18.3159,2.4245,8.5541,10.0484,40.6816,26620.4,6994.2,130.6591,3.8060678848188503
403,2007,SUNP,8.9006,-8.7916,-8.9424,44.3022,10.9194,7.282,24.6783,1.4447,14.3298,7.3724,74.4392,29888.5,4014.3,38.7891,7.445507311361881
404,2008,SUNP,11.7299,-5.8262,-6.386,47.2674,14.6183,4.4244,32.6582,1.2277,22.4311,5.4806,67.6343,40337.0,10197.2,5.379,3.955693719844663
405,2009,SUNP,14.5591,-2.8609,-3.8296,50.2326,15.9864,2.9332,25.3479,1.2268,34.0143,3.2676,51.639,50684.8,8547.8,2.5393,5.929572521584502
406,2010,SUNP,19.0524,7.309,2.5695,47.1704,23.2795,4.2281,15.5874,1.1655,37.7996,4.7408,11.1284,52941.8,8517.0,2.1861,6.216015028765998
407,2011,SUNP,19.0524,7.309,2.5695,47.1704,15.6104,3.9371,16.9367,1.2387,45.7874,4.8321,21.1321,75930.5,17308.8,4.4877,4.386814799408394
408,2012,SUNP,24.2229,7.309,3.023,62.1915,13.8504,3.8401,18.4191,1.3282,59.0768,4.8238,29.0242,102933.7,26184.9,2.6212,3.931032770795382
409,2013,SUNP,25.2691,7.309,3.023,65.3221,15.5745,4.3921,16.1,1.3611,72.3735,5.6578,22.5074,115030.3,28412.5,1.7326,4.048580730312363
410,2014,SUNP,23.5992,7.309,3.023,60.3251,10.6937,4.4223,12.5776,1.4905,89.4422,6.4259,23.5843,186864.6,59895.9,13.8238,3.1198228927188674
411,2015,SUNP,36.0628,13.2286,16.2031,78.5972,8.347,4.8204,11.6142,1.77,123.7859,8.2715,38.3976,289157.5,161468.1,35.0888,1.790802641512472
412,2016,SUNP,36.0628,13.2286,16.2031,78.5972,8.721,3.9598,8.7142,1.7797,137.0498,5.9832,28.6464,299413.0,131439.6,25.7614,2.27795124148278
413,2017,SUNP,36.0628,13.2286,16.2031,78.5972,7.0823,3.0919,11.911,1.6796,152.7123,4.5062,11.0883,329536.5,178870.2,26.8337,1.8423219742584287
414,2018,SUNP,36.0628,13.2286,16.2031,78.5972,5.0236,2.2474,3.3284,1.6801,159.6872,3.1004,4.57,316359.0,198643.2,27.1056,1.5925991929248018
415,2019,SUNP,43.9996,33.2528,20.0121,78.5972,5.4914,2.1359,4.1257,1.6207,172.5856,2.7746,8.0778,310691.9,173396.2,25.3914,1.7918033959221713
416,2020,SUNP,45.2067,33.2528,23.6397,78.5972,4.7656,1.5753,5.6638,1.5339,188.6542,1.8674,9.3105,316541.6,157064.3,18.3696,2.015363134716164
417,2021,SUNP,51.3027,35.0045,27.63,91.1198,6.9324,2.433,4.2729,1.4818,193.6486,3.087,2.6474,304420.8,161456.3,8.3262,1.8854686995800105
418,2022,SUNP,52.4696,40.1691,32.2551,84.8585,9.4647,3.4563,4.7612,1.4552,200.1022,4.5714,3.3326,348646.0,172084.5,2.6875,2.026016288509424
419,2023,SUNP,52.4696,40.1691,32.2551,84.8585,9.1373,3.2278,11.2567,1.4475,233.3788,4.2125,16.6298,398833.4,199063.8,12.2972,2.003545596939273
420,2003,DMART,21.1979,0.1618,-10.4607,73.6894,-99.1181,0.8108,8.6348,3.212,-273.9004,8.1467,75.5692,-45322.6125,-8042.341,163.581,5.635499974447739
421,2004,DMART,21.7698,0.2848,-9.1338,73.9571,-89.5944,1.5189,8.8348,3.0989,-248.8245,8.5512,73.3084,-40808.5648,-6958.1555,154.8792,5.864853810754876
422,2005,DMART,22.3418,0.4077,-7.8069,74.2248,-80.0707,2.2271,9.0347,2.9857,-223.7485,8.9557,71.0476,-36294.5171,-5873.9701,146.1774,6.17887331431939
423,2006,DMART,22.9137,0.5307,-6.4801,74.4925,-70.5471,2.9353,9.2346,2.8725,-198.6726,9.3602,68.7868,-31780.4694,-4789.7846,137.4756,6.635051897740872
424,2007,DMART,23.4857,0.6537,-5.1532,74.7602,-61.0234,3.6434,9.4345,2.7594,-173.5966,9.7647,66.526,-27266.4216,-3705.5992,128.7738,7.35816803932816
425,2008,DMART,24.0576,0.7766,-3.8263,75.0279,-51.4997,4.3516,9.6345,2.6462,-148.5207,10.1692,64.2652,-22752.3739,-2621.4137,120.0721,8.679428927986452
426,2009,DMART,24.6296,0.8996,-2.4994,75.2956,-41.9761,5.0597,9.8344,2.5331,-123.4447,10.5737,62.0044,-18238.3262,-1537.2283,111.3703,11.86442261048668
427,2010,DMART,25.2015,1.0226,-1.1725,75.5633,-32.4524,5.7679,10.0343,2.4199,-98.3688,10.9782,59.7436,-13724.2785,-453.0428,102.6685,30.29355835695877
428,2011,DMART,25.7735,1.1455,0.1543,75.831,-22.9287,6.4761,10.2342,2.3067,-73.2928,11.3828,57.4829,-9210.2307,631.1426,93.9667,-14.592947299073142
429,2012,DMART,26.3454,1.2685,1.4812,76.0987,-13.4051,7.1842,10.4342,2.1936,-48.2168,11.7873,55.2221,-4696.183,1715.3281,85.2649,-2.7377753562131932
430,2013,DMART,26.9174,1.3915,2.8081,76.3664,-3.8814,7.8924,10.6341,2.0804,14.512,12.1918,52.9613,3807.23,2975.51,66.7658,1.2795218298711817
431,2014,DMART,27.4893,1.5144,4.135,76.6341,5.6423,8.6006,9.7809,1.8908,17.4772,12.5963,21.0296,4893.49,3561.99,67.0951,1.3738078995168432
432,2015,DMART,28.0613,1.6374,5.4618,76.9018,15.1659,9.3087,10.1705,1.9317,21.3553,13.0008,25.4947,6336.86,3950.65,75.4255,1.6040044043385264
433,2016,DMART,28.6332,1.7604,6.7887,77.1695,24.6896,10.0169,11.7367,2.0063,27.0761,13.4053,26.7887,7897.303,6163.341,78.434,1.2813347500973902
434,2017,DMART,27.452,1.2685,4.8065,76.0987,15.3128,7.177,10.7295,1.6642,61.5587,10.3616,152.6759,29786.054,9475.858,38.9745,3.1433622158542267
435,2018,DMART,30.2082,2.4162,9.4317,78.5972,54.9225,14.8111,14.0575,1.3478,74.8144,17.7078,21.5333,19722.0,6859.6,9.4086,2.87509475771182
436,2019,DMART,31.7574,2.4162,14.0871,78.5972,43.1986,13.3073,14.2648,1.2338,89.5303,16.4313,19.67,20825.8,12269.2,12.5329,1.697404883774003
437,2020,DMART,31.7574,2.4162,14.0871,78.5972,88.5761,11.8162,13.6366,1.1449,171.0431,12.7892,98.2969,23476.7,7258.0,3.0072,3.2345963075227337
438,2021,DMART,31.7574,2.4162,14.0871,78.5972,78.427,13.6698,8.5456,1.1061,188.0856,15.2008,9.9639,40611.3,11057.7,3.2232,3.6726715320545864
439,2022,DMART,31.7574,2.4162,14.0871,78.5972,89.941,16.8764,10.248,1.1263,211.1481,18.9599,12.2617,34428.5,12182.9,4.7299,2.8259691863185283
440,2023,DMART,31.7574,2.4162,14.0871,78.5972,69.1119,12.2888,14.1667,1.1285,248.027,13.7124,17.5546,54483.9,14670.1,3.999,3.713941963585797
441,2003,UTCEM,13.3403,-0.1188,1.3848,38.6598,3.1172,2.1371,11.8872,2.9972,-256.4179,4.6139,43.3093,-28441.9068,-41665.1011,115.036,0.6826314121196264
442,2004,UTCEM,16.276,3.2968,4.0438,41.3929,3.1594,2.1561,11.5783,2.9257,84.7156,4.5505,41.7168,6011.5,5941.0,148.6189,1.0118666891095776
443,2005,UTCEM,19.2118,6.7123,6.7028,44.1259,1.9722,1.9623,-1.466,3.5926,78.271,4.5323,-7.6073,7206.9,4766.7,157.9544,1.5119264900245453
444,2006,UTCEM,22.1475,10.1279,9.3618,46.859,3.3899,3.051,6.2448,3.5777,83.7123,8.1595,6.952,9242.2,6343.4,139.4307,1.4569789072106445
445,2007,UTCEM,25.0833,13.5435,12.0208,49.5921,4.2146,2.6789,18.8982,2.9566,142.041,5.4358,69.7965,9694.5,7782.8,89.2784,1.2456313923009714
446,2008,UTCEM,20.5714,6.8861,2.7811,51.9266,3.6632,2.1257,18.454,2.4485,217.0993,3.6138,52.8427,13195.5,14510.9,64.4014,0.9093509017359364
447,2009,UTCEM,28.5686,21.7155,6.9528,56.9235,3.047,1.4196,13.9473,2.2213,290.0996,1.9006,33.6253,23898.4,15646.2,59.3374,1.5274251895028823
448,2010,UTCEM,28.5686,21.7155,6.9528,56.9235,4.5232,2.165,13.5839,1.9591,371.0851,3.1121,27.9177,31301.1,13539.9,34.7886,2.311767442891011
449,2011,UTCEM,34.7651,24.5847,22.7025,56.9235,2.9262,1.9414,9.1142,1.9654,388.503,2.9125,130.4693,74630.5,57737.5,52.0439,1.292582810132063
450,2012,UTCEM,38.6983,27.4237,25.393,63.1848,3.5496,2.1518,10.3292,1.9826,467.933,3.2367,20.4555,71917.9,53093.0,45.9339,1.3545646318723747
451,2013,UTCEM,44.3819,29.1453,40.7497,63.1848,3.5154,2.2171,9.8277,1.9425,555.4597,3.3647,18.7546,82828.9,70672.1,48.2106,1.1720169628467243
452,2014,UTCEM,54.8939,44.9411,47.2793,72.3961,3.6473,2.3292,7.1411,1.9062,626.5247,3.4906,12.8192,94907.4,65248.3,42.672,1.4545574367454783
453,2015,UTCEM,63.394,53.8206,53.9299,82.36,3.4814,2.5745,5.9733,1.9396,693.9089,4.1474,10.8212,86603.5,110202.8,51.6204,0.7858557132849618
454,2016,UTCEM,58.5454,53.8206,39.3591,82.36,3.8104,2.6179,6.2524,1.9339,799.6764,4.0376,15.2535,105338.6,116182.4,48.374,0.9066657256176496
455,2017,UTCEM,56.0105,53.8206,44.3168,69.8374,4.933,3.0132,6.5088,1.8003,888.5611,4.4845,11.1469,133256.7,83286.1,34.7431,1.5999872727862152
456,2018,UTCEM,56.0105,53.8206,44.3168,69.8374,3.0986,2.4364,4.4725,1.9571,960.6634,4.1117,8.1555,114613.1,115154.4,73.8414,0.9952993546056426
457,2019,UTCEM,56.4833,55.2401,44.3168,69.8374,2.4846,1.9927,3.5957,2.2232,1229.7976,3.2512,27.9347,118607.4,150442.5,75.0711,0.7883902487661398
458,2020,UTCEM,63.5952,55.2401,44.3168,91.1198,2.4228,1.6885,7.39,2.1397,1353.7325,2.397,15.683,141153.4,163411.3,61.9304,0.8637921612520064
459,2021,UTCEM,65.1946,60.0423,44.3168,91.1198,3.9337,2.7427,6.6058,1.9876,1531.3928,4.3999,13.1415,230536.9,203477.6,49.1671,1.1329841712306414
460,2022,UTCEM,65.4562,59.4986,43.1378,93.6183,4.6561,2.67,8.6398,1.797,1748.6318,3.7757,14.1723,174894.7,201551.9,22.4026,0.8677402693797479
461,2023,UTCEM,65.4562,59.4986,43.1378,93.6183,4.7918,2.8104,5.7803,1.6725,1884.1086,4.0455,7.7114,207429.0,234317.9,20.355,0.885246069549104
483,2003,TTMT,63.2201,69.0305,55.8568,64.7614,2.062,1.3542,3.7923,3.5482,13.3034,2.2421,1.0828,32855.4,36342.3,139.4548,0.9040539536573085
484,2004,TTMT,62.276,66.9371,53.606,66.2639,3.2259,2.213,9.6839,3.2172,19.8476,4.6895,64.6691,46135.6,51851.9,91.9684,0.88975717379691
485,2005,TTMT,61.3319,64.8436,51.3551,67.7664,2.7242,1.7035,10.5989,3.2462,23.2931,3.4035,20.2833,82407.2,72270.0,127.54,1.1402684378026844
