,Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY
0,2003-03-31,RELIANCE,41.6009,39.4219,11.4712,73.7754,1.9182,1.126,6.6316,2.0634,54.1562,1.2642,9.1467,205941.0,123767.7,64.7848
1,2004-03-31,RELIANCE,42.3817,39.8496,12.6135,74.5482,2.4134,1.5575,7.6018,2.0745,62.1049,2.1456,14.6774,187958.4,176330.1,60.0178
2,2005-03-31,RELIANCE,43.1625,40.2773,13.7557,75.321,2.5853,1.4304,9.9542,2.0137,73.0312,1.8517,17.3516,266132.0,205736.9,45.7907
3,2006-03-31,RELIANCE,37.5214,32.5883,11.8501,68.0012,3.264,1.6174,10.549,1.9342,90.6864,2.172,24.1749,278208.9,237335.6,45.7451
4,2007-03-31,RELIANCE,42.9735,40.2597,17.0496,71.4931,2.6445,1.8288,6.5517,2.0543,121.2381,2.7991,33.6894,331158.9,202516.3,39.6186
5,2008-03-31,RELIANCE,43.4966,40.2597,18.6215,71.4931,6.3089,5.4065,17.6519,1.4388,145.6809,3.8518,25.3469,514888.7,268666.9,47.0074
6,2009-03-31,RELIANCE,50.8601,47.0251,18.6215,86.7851,2.1325,1.3592,9.38,1.5436,218.4048,1.7289,41.8031,616196.4,473115.8,62.8886
7,2010-03-31,RELIANCE,48.6068,40.2597,18.6215,86.7851,3.0345,1.6896,9.6942,1.9276,234.5165,2.2688,16.2848,775786.7,506405.5,45.8185
8,2011-03-31,RELIANCE,48.6068,40.2597,18.6215,86.7851,3.071,1.5159,6.806,1.9212,256.0449,2.0294,9.2899,1074940.0,750940.0,54.608
9,2012-03-31,RELIANCE,49.1902,38.8402,21.7956,86.7851,2.8874,1.1655,6.2151,1.9617,281.7565,1.3195,9.9564,1448490.0,796070.0,54.5587
10,2013-03-31,RELIANCE,49.7737,45.6056,21.7956,81.7881,2.736,1.1239,6.0559,1.9617,307.0956,1.2466,7.4419,1559140.0,962740.0,58.8937
11,2014-03-31,RELIANCE,50.9003,45.6056,25.1814,81.7881,2.4722,1.1747,5.6858,2.078,334.7817,1.377,9.1357,1510690.0,1151560.0,69.8375
12,2015-03-31,RELIANCE,57.4188,60.2235,29.5647,82.36,1.8092,1.0488,5.0499,2.2372,367.6907,1.1127,9.9715,1365770.0,1385530.0,73.6218
13,2016-03-31,RELIANCE,56.7448,58.1999,29.5647,82.36,1.2414,1.1278,5.3911,2.4519,389.0434,1.3307,5.9758,1277850.0,1851540.0,78.0222
14,2017-03-31,RELIANCE,49.492,36.8167,29.1717,82.36,1.1646,1.1785,4.5604,2.6477,441.432,1.4821,13.8856,1468130.0,2353150.0,74.5515
15,2018-03-31,RELIANCE,58.0525,58.1999,30.9855,84.8585,1.2711,1.2808,4.7197,2.7434,490.9803,1.781,11.2992,1837860.0,3138520.0,74.5344
16,2019-03-31,RELIANCE,50.6287,44.0652,22.8235,84.8585,1.6766,1.4197,4.3533,2.6722,647.1237,2.0868,31.8924,2320530.0,3173220.0,74.2692
17,2020-03-31,RELIANCE,50.6187,37.2999,29.5647,84.8585,1.3105,1.2167,3.6299,2.58,708.4008,1.5574,17.1059,2582600.0,4129160.0,76.1013
18,2021-03-31,RELIANCE,51.6648,40.441,29.5647,84.8585,2.3769,1.4953,3.9506,2.1562,1035.4405,1.9345,54.4505,3730110.0,2775680.0,37.1516
19,2022-03-31,RELIANCE,56.946,46.0888,34.7642,89.8555,2.8206,1.6689,4.304,1.9064,1152.0628,2.287,11.3276,3470190.0,3086620.0,36.1744
20,2023-03-31,RELIANCE,56.946,46.0888,34.7642,89.8555,2.3649,1.5358,4.2935,2.0778,1058.0285,2.2032,-8.1609,4252960.0,3957430.0,46.7111
21,2003-03-31,TCS,32.7157,18.9076,26.2208,52.9456,21.7368,8.0727,40.2874,1.571,-5.1047,10.9475,61.2114,24234.2,17057.0,54.675
22,2004-03-31,TCS,34.0709,20.6415,26.622,54.8734,21.5483,7.993,46.5594,2.0444,170.2888,10.8445,55.8637,28661.6,16389.8,36.6699
23,2005-03-31,TCS,35.4261,22.3754,27.0232,56.8012,28.5989,13.3402,43.7576,1.6306,9.0539,19.7711,68.4936,36635.5,14885.4,5.8377
24,2006-03-31,TCS,36.7814,24.1093,27.4244,58.729,32.8924,12.0115,44.7078,1.4253,14.904,16.0653,67.7649,51747.8,19193.5,0.9611
25,2007-03-31,TCS,26.8886,5.527,10.127,64.8706,21.7825,9.4859,39.8019,1.4416,22.6088,13.6434,51.6963,90858.5,35458.0,5.7259
26,2008-03-31,TCS,42.7221,30.2024,33.0109,64.8706,13.3038,4.8207,32.688,1.4609,31.1669,6.5009,37.8529,126217.7,44771.8,3.9136
27,2009-03-31,TCS,45.8908,34.4609,31.9831,71.1318,8.7667,2.639,26.1496,1.4461,39.8524,3.3784,27.8677,150962.9,64807.8,3.6146
28,2010-03-31,TCS,46.0215,36.1824,33.7969,68.0012,14.3554,5.907,27.9849,1.473,46.9204,8.3189,17.7353,182483.2,84521.7,0.5622
29,2011-03-31,TCS,47.9831,37.904,37.9686,68.0012,21.7758,7.3435,30.1889,1.4046,62.3456,9.4947,32.8752,170364.1,72460.3,0.3065
30,2012-03-31,TCS,47.9831,37.904,37.9686,68.0012,15.9905,5.8216,28.1402,1.3735,75.3089,7.76,20.7927,230617.4,103890.9,0.4293
31,2013-03-31,TCS,43.9493,37.904,28.3555,65.5027,18.2335,6.173,29.7702,1.3745,98.4706,8.0011,30.7556,313984.6,116647.1,0.6026
32,2014-03-31,TCS,43.899,36.1824,29.9274,65.5027,23.6399,6.2602,31.5771,1.2897,141.2529,7.5508,43.5573,429703.2,110751.6,0.5365
33,2015-03-31,TCS,45.1363,36.1824,26.7836,72.3359,17.3267,7.1038,27.8484,1.3454,129.2542,9.8796,-8.4945,488130.0,203182.4,0.7064
34,2016-03-31,TCS,51.5139,52.5521,29.5647,72.3359,20.9193,5.6421,29.374,1.3315,185.7185,6.7853,44.543,632140.0,155690.0,0.3347
35,2017-03-31,TCS,53.9483,52.5521,30.5925,78.5972,21.2912,4.7099,26.7483,1.2171,224.1011,5.4257,20.667,803160.0,145120.0,0.3272
36,2018-03-31,TCS,50.7293,39.3537,34.1294,78.5972,19.7562,5.2263,24.1633,1.2176,227.8681,6.2518,-1.2161,812240.0,178280.0,0.2831
37,2019-03-31,TCS,54.9643,46.27,27.3579,91.1198,22.2247,6.6345,27.9178,1.261,243.9942,8.2037,4.9461,921310.0,220840.0,0.0677
38,2020-03-31,TCS,54.1495,39.1121,32.0738,91.1198,15.3336,5.9719,27.182,1.3544,224.1934,8.1452,-8.1153,902370.0,270600.0,9.7188
39,2021-03-31,TCS,58.9176,49.8037,35.7013,91.1198,20.0061,9.1799,25.5576,1.4696,239.3992,13.2743,5.2647,992800.0,341550.0,8.8024
40,2022-03-31,TCS,58.9679,51.5252,34.1294,91.1198,19.7901,10.0403,27.9356,1.5442,243.6123,15.3521,0.6595,1083100.0,423510.0,8.7706
41,2023-03-31,TCS,58.9679,51.5252,34.1294,91.1198,17.6301,8.4125,29.3418,1.5812,252.9125,12.6759,3.8176,1102700.0,435580.0,8.3076
84,2003-03-31,INFO,28.4654,12.0601,-5.0397,78.1803,53.4874,8.1164,33.1561,1.1002,7.0093,9.0065,41.5086,24108.0106,2994.7062,0.0
85,2004-03-31,INFO,30.6713,14.6827,-1.8279,78.9693,28.8871,6.8243,29.4355,1.1626,9.7481,7.9152,52.328,38012.9842,6629.063,0.0
86,2005-03-31,INFO,32.8773,17.3053,1.3839,79.7584,44.7098,6.8243,32.3705,1.2334,12.2857,11.4829,27.9249,51307.6,14325.6,0.0
87,2006-03-31,INFO,35.0833,19.928,4.5957,80.5475,23.8379,9.0158,30.4749,1.3131,15.7999,11.7936,30.9738,70870.0,23460.0,0.0
88,2007-03-31,INFO,37.2893,22.5506,7.8076,81.3366,35.1708,8.7599,33.8409,1.2507,24.6297,10.245,61.5705,95460.0,21500.0,0.0
89,2008-03-31,INFO,34.6243,11.1749,12.0012,80.5238,14.8065,4.8122,29.6799,1.2533,30.1466,5.9704,22.5677,130180.0,41910.0,0.0
90,2009-03-31,INFO,36.8776,16.9133,13.029,80.5238,15.1091,3.5982,29.8289,1.2527,39.8329,4.1545,32.3233,166460.0,38720.0,0.0
91,2010-03-31,INFO,48.5062,40.894,17.6844,86.7851,29.0288,5.5377,24.9884,1.176,52.7,6.2048,31.8779,209280.0,31930.0,0.0
92,2011-03-31,INFO,48.5062,40.894,17.6844,86.7851,24.2603,6.0876,23.2069,1.1769,56.8335,7.1289,7.9051,240030.0,52240.0,0.0
93,2012-03-31,INFO,50.6488,45.7566,19.2563,86.7851,23.9232,4.3983,23.8825,1.1717,73.2001,4.8946,28.8151,302460.0,47660.0,0.0
94,2013-03-31,INFO,53.556,45.7566,27.9927,86.7851,18.8093,3.7033,22.2458,1.1562,87.0599,4.1485,18.9355,353130.0,62860.0,0.0
95,2014-03-31,INFO,54.0992,44.035,31.3482,86.7851,15.3717,3.4546,20.5945,1.1841,103.9766,3.9466,19.4311,430190.0,91380.0,0.0
96,2015-03-31,INFO,55.7791,46.421,33.4341,87.357,16.5716,3.9954,19.981,1.2064,119.7995,4.6293,15.2178,471960.0,113830.0,0.0
97,2016-03-31,INFO,56.6341,46.421,36.0036,87.357,15.7786,3.8741,19.0361,1.2162,135.1471,4.5073,12.8116,516950.0,132390.0,0.0
98,2017-03-31,INFO,59.2295,46.421,43.8029,87.357,13.1337,2.9755,18.0832,1.214,150.902,3.3871,11.6593,537050.0,140130.0,0.0
99,2018-03-31,INFO,64.0579,49.2902,52.9323,89.8555,13.2158,3.2663,19.638,1.2191,149.3642,3.7887,-5.8841,500170.0,141050.0,0.0
100,2019-03-31,INFO,61.7141,40.6826,54.5042,89.8555,13.2165,4.0397,18.7137,1.2676,149.7894,4.966,0.0385,528780.0,186380.0,0.0
101,2020-03-31,INFO,59.4608,46.6626,41.7473,89.8555,9.2903,3.227,18.6968,1.3613,154.3358,4.1565,0.7729,545760.0,208560.0,7.0787
102,2021-03-31,INFO,64.5509,55.6025,48.0955,89.8555,14.2337,5.6538,19.24,1.4186,179.8548,7.6064,16.6555,607330.0,238650.0,6.9744
103,2022-03-31,INFO,74.1978,70.2809,56.1064,96.1168,14.5265,7.1432,19.5429,1.4916,179.7037,10.6111,-1.3111,671850.0,336030.0,7.2648
104,2023-03-31,INFO,74.1978,70.2809,56.1064,96.1168,10.2805,5.0953,19.7742,1.6165,182.3016,7.8329,0.0756,708810.0,391860.0,11.0056
105,2003-03-31,HUVR,22.0592,9.0361,-4.9156,61.9002,6.9725,6.2912,21.2703,2.7042,9.8854,20.7073,-41.046,54957.015,44684.178,106.6425
106,2004-03-31,HUVR,23.3194,9.6181,-3.259,63.4415,5.5626,4.7676,15.1797,3.6906,9.7128,14.7744,-1.7463,50635.857,40801.113,96.2719
107,2005-03-31,HUVR,24.5795,10.2002,-1.6023,64.9827,8.3166,7.1645,18.6942,3.3677,9.8557,20.0086,1.472,44049.114,43828.058,31.3371
108,2006-03-31,HUVR,25.8397,10.7822,0.0544,66.5239,8.5635,7.0026,26.6114,2.9644,11.8883,18.2028,20.9261,51263.935,47250.845,29.5862
109,2007-03-31,HUVR,22.4324,5.5874,0.4534,61.1078,7.9653,7.4265,26.3676,3.5154,6.9262,30.8538,-42.513,44357.148,52838.411,6.7731
110,2008-03-31,HUVR,26.0034,5.5874,4.2624,68.0012,4.8023,6.7355,26.3676,3.5154,9.8055,24.2212,-42.513,57966.931,61873.333,20.3106
111,2009-03-31,HUVR,27.3916,7.2486,4.2624,70.4997,7.3046,6.1056,23.4831,3.8215,12.2333,19.5817,24.8639,67035.1,68163.6,0.4062
112,2010-03-31,HUVR,32.1799,21.6249,4.2624,70.4997,7.8998,6.7271,22.8903,3.7124,12.6649,22.6689,2.4737,71751.3,67054.0,0.0
113,2011-03-31,HUVR,34.1515,23.3464,8.4643,70.4997,10.2569,8.4472,25.6553,3.3907,17.0301,24.0779,34.5941,82506.8,67019.0,0.0
114,2012-03-31,HUVR,36.1734,16.4603,8.8573,83.0223,9.9322,9.1139,32.5883,3.5899,13.2477,35.2477,-22.1758,81156.6,80055.2,0.8636
115,2013-03-31,HUVR,37.0285,16.4603,11.4268,83.0223,11.0214,10.2645,30.5314,4.0371,16.3559,37.0233,23.4755,95281.5,89166.4,1.2886
116,2014-03-31,HUVR,39.8048,16.4603,19.1959,83.5942,14.4753,13.818,30.9614,3.7257,18.6159,46.925,13.8578,99812.0,92016.6,1.0687
117,2015-03-31,HUVR,38.9498,16.4603,16.6264,83.5942,17.813,13.274,28.3261,2.7568,30.3752,28.6253,63.2038,103450.0,70670.0,2.708
118,2016-03-31,HUVR,38.9498,16.4603,16.6264,83.5942,17.212,13.1349,29.3508,2.2903,31.1595,29.2608,2.6016,102180.0,77140.0,4.1222
119,2017-03-31,HUVR,39.7847,16.4603,16.6264,86.0927,20.2814,16.75,31.0653,2.3934,33.6378,39.6384,7.9626,116600.0,88870.0,0.0
120,2018-03-31,HUVR,41.4546,17.3059,20.7981,86.0927,25.0686,20.4109,33.1808,2.409,36.3421,46.9648,8.0483,119140.0,86670.0,1.2584
121,2019-03-31,HUVR,42.7623,17.6382,24.3954,86.0927,29.2938,25.227,34.7996,2.4094,38.0972,60.3325,4.6015,123210.0,93170.0,10.2321
122,2020-03-31,HUVR,41.7061,17.9704,20.8888,86.0927,20.3033,8.6156,17.9845,1.5904,202.9054,11.9834,479.3414,142170.0,111030.0,2.1165
123,2021-03-31,HUVR,43.0238,18.3026,24.5163,86.0927,17.7225,7.1303,12.7504,1.4397,208.8065,9.8112,2.9093,155220.0,112800.0,2.1259
124,2022-03-31,HUVR,43.0238,18.3026,24.5163,86.0927,20.4485,8.5427,14.0943,1.4452,214.0968,11.9588,2.5336,169980.0,120280.0,2.4233
125,2023-03-31,HUVR,28.3601,11.9464,3.3678,69.6064,4.7913,6.0413,24.3567,3.7845,-24.8317,23.4219,-30.4052,39285.5177,43523.8963,44.5497
126,2003-03-31,ITC,46.4852,36.8486,22.8537,79.6216,4.7941,2.194,17.5452,1.6,4.8368,2.8922,22.5882,43409.3,28757.5,3.2408
127,2004-03-31,ITC,47.6599,38.6697,23.8997,80.2804,5.6051,2.8516,16.7191,1.6033,5.7894,3.9974,19.7748,55635.7,36966.3,1.3743
128,2005-03-31,ITC,48.8347,40.4907,24.9458,80.9392,7.1921,3.1614,17.0486,1.5415,7.1076,4.196,23.0393,67673.3,32835.6,2.1859
129,2006-03-31,ITC,50.0094,42.3117,25.9918,81.598,12.7058,5.7752,18.2501,1.4658,8.1855,7.9469,16.151,84291.1,36930.2,0.7139
130,2007-03-31,ITC,44.0801,31.199,25.393,75.5268,9.4094,3.998,19.1122,1.4512,9.4329,5.3412,15.4544,92154.6,40672.6,1.0877
131,2008-03-31,ITC,46.4239,35.0951,25.393,78.6574,10.6859,4.6843,19.035,1.4467,10.8686,6.3256,15.4155,94854.5,46903.8,1.137
132,2009-03-31,ITC,52.54,50.891,27.9625,78.6574,9.0112,3.7672,17.5415,1.4404,12.3889,4.9736,14.1633,105186.9,49985.8,1.391
133,2010-03-31,ITC,58.7265,56.2368,30.532,89.2836,8.4399,4.6103,18.9642,1.5431,12.6224,6.9467,3.0663,134546.4,83366.3,0.8433
134,2011-03-31,ITC,58.5957,57.6563,28.7183,89.2836,10.6643,5.7121,19.9841,1.6227,14.2066,8.5453,14.0514,138723.0,87111.0,0.7553
135,2012-03-31,ITC,60.1449,60.4953,30.532,89.2836,12.3428,6.247,22.1503,1.5719,16.5921,9.1168,18.003,158190.4,93283.8,0.6044
136,2013-03-31,ITC,59.3602,56.569,32.104,89.2836,14.5418,7.2615,23.2467,1.5359,19.538,10.5589,19.0113,190657.0,105259.8,0.4421
137,2014-03-31,ITC,59.9638,56.569,33.9178,89.2836,14.9264,7.1978,23.3255,1.5128,22.8311,10.3032,17.6141,225810.6,118860.6,0.89
138,2015-03-31,ITC,65.0035,63.6364,41.4148,89.8555,13.6155,5.989,22.2462,1.4731,26.395,8.2301,16.5163,255743.5,121599.1,0.847
139,2016-03-31,ITC,66.5728,66.7774,42.9867,89.8555,20.6349,5.2844,19.1323,1.3127,35.3576,6.1891,34.4851,248625.0,66584.6,0.1963
140,2017-03-31,ITC,66.1,65.3579,42.9867,89.8555,24.6165,6.2567,19.1191,1.2081,38.2082,7.3361,8.7475,262691.0,71210.1,0.0985
141,2018-03-31,ITC,64.9532,61.9148,42.9867,89.8555,18.6357,5.0335,18.7491,1.2154,43.0259,5.9383,13.1368,263936.2,92501.5,0.0684
142,2019-03-31,ITC,65.426,63.3343,42.9867,89.8555,20.1297,5.2514,18.5063,1.2189,48.2443,6.1614,12.6276,317472.7,100119.9,0.0227
143,2020-03-31,ITC,64.7621,66.7774,37.5453,89.8555,13.3058,2.8843,20.5225,1.1989,53.1012,3.2334,10.3691,395053.5,95597.7,0.4251
144,2021-03-31,ITC,66.1302,69.6164,38.815,89.8555,14.6843,3.8258,17.4106,1.2035,49.0276,4.4567,-7.5466,349919.9,106896.8,0.4488
145,2022-03-31,ITC,65.5568,67.8949,38.815,89.8555,15.4269,4.1896,20.1784,1.2303,50.6811,4.9456,3.4935,342324.5,121637.1,0.3994
146,2023-03-31,ITC,65.5568,67.8949,38.815,89.8555,20.2841,5.7444,23.5275,1.2396,55.6446,6.8919,10.7271,396708.9,137394.1,0.4425
189,2003-03-31,BHARTI,3.8823,-19.0328,-17.752,48.2647,0.6542,1.1734,-2.365,2.1347,8.8896,1.4346,-18.1564,15266.689,23674.563,99.9249
190,2004-03-31,BHARTI,7.0029,-15.8437,-13.8969,50.5855,3.3541,3.1916,5.7489,2.5717,10.3087,6.7603,15.9646,18310.85,27917.094,110.8335
191,2005-03-31,BHARTI,10.1234,-12.6545,-10.0419,52.9063,3.438,3.3837,9.5523,2.891,11.0253,8.4769,6.9514,27614.385,51003.812,110.2776
192,2006-03-31,BHARTI,13.244,-9.4653,-6.1869,55.2272,4.764,4.6269,12.0187,2.8366,17.518,10.6175,62.3618,32601.013,92683.625,64.8273
193,2007-03-31,BHARTI,19.0021,0.4228,5.9855,50.4816,6.7425,5.8198,17.2166,2.5033,27.3058,12.6067,56.0416,46872.127,119879.642,46.0107
194,2008-03-31,BHARTI,24.0217,0.4228,5.9855,65.5027,5.1899,3.8478,17.0314,2.2612,51.5812,7.2184,89.0987,113109.953,172106.758,44.198
195,2009-03-31,BHARTI,24.1324,0.7551,5.9855,65.5027,3.6519,2.4358,14.305,2.1607,69.1477,4.078,34.0794,143129.983,238701.525,46.4061
196,2010-03-31,BHARTI,24.1324,0.7551,5.9855,65.5027,4.5024,2.076,13.4448,1.8723,100.1379,2.813,44.8576,137685.0,148442.0,24.1499
197,2011-03-31,BHARTI,23.2773,0.7551,3.416,65.5027,2.2017,1.5935,5.5576,2.3922,115.7369,2.7831,15.5776,112077.0,369845.0,126.4606
198,2012-03-31,BHARTI,30.7313,15.9468,10.6106,65.5027,2.0626,1.4942,2.8062,3.0547,120.1922,2.5337,3.7823,148084.0,488873.0,136.379
199,2013-03-31,BHARTI,32.6325,15.9468,16.3241,65.5027,2.074,1.3791,1.439,3.1336,119.5511,2.1994,-0.5722,196906.0,420547.0,132.6193
200,2014-03-31,BHARTI,33.9,15.9468,20.133,65.5027,2.0645,1.3668,1.6196,3.1106,134.8066,2.1243,18.748,223857.0,568050.0,127.0095
201,2015-03-31,BHARTI,43.1747,15.6146,32.6784,81.0957,2.34,1.4863,2.7357,3.1136,139.7368,2.5367,3.6823,267655.0,634435.0,107.1192
202,2016-03-31,BHARTI,47.1683,18.7557,35.2479,87.357,2.0599,1.3254,2.8833,3.2744,150.5387,2.1002,7.7682,228552.0,586604.0,150.4473
203,2017-03-31,BHARTI,46.5949,17.0341,35.2479,87.357,2.0035,1.3107,1.6557,3.4195,152.0877,2.0744,1.0289,182038.0,634597.0,159.0462
204,2018-03-31,BHARTI,51.7051,20.1752,47.4607,87.357,1.5693,1.3585,0.4543,3.532,156.773,2.2921,3.0807,334990.0,782399.0,160.1128
205,2019-03-31,BHARTI,54.6323,27.3935,49.0326,87.357,0.981,1.2243,0.1558,3.7301,161.0292,1.8643,2.7149,329057.0,930549.0,175.6153
206,2020-03-31,BHARTI,55.8596,31.0782,49.0326,87.357,0.8311,1.4529,-10.1209,4.2807,138.7999,3.118,8.0124,766432.0,1314876.0,192.1427
207,2021-03-31,BHARTI,59.6218,39.8067,51.6022,87.357,0.9781,1.6507,-4.2681,5.1934,105.3641,4.8192,-23.5818,547529.0,1116359.0,276.1285
208,2022-03-31,BHARTI,63.8165,52.4011,51.6022,87.357,1.4593,1.9571,1.1991,5.6545,121.1835,6.2298,12.8944,520279.0,1140260.0,254.9466
209,2023-03-31,BHARTI,68.1923,53.8206,58.3132,92.354,1.4237,1.7613,2.06,5.6224,139.1229,5.3837,16.5408,575013.0,1219638.0,291.4026
231,2003-03-31,LT,24.9318,16.893,7.1082,50.6923,1.5529,0.9303,2.9496,4.0569,57.4901,0.7137,2.5192,72252.1016,52066.1992,148.5196
232,2004-03-31,LT,27.0246,18.7551,8.964,53.251,2.5839,1.4157,6.2158,4.0978,47.2898,2.699,-17.6982,78672.8984,57193.1016,105.9996
233,2005-03-31,LT,29.1174,20.6173,10.8198,55.8097,2.6354,1.7336,8.7455,4.0249,28.3578,3.9162,25.2561,101522.5,71722.7969,106.2854
234,2006-03-31,LT,31.2102,22.4795,12.6755,58.3684,3.6033,2.7325,8.8918,3.5932,39.8674,6.78,48.6609,124102.4,82905.9,72.5485
235,2007-03-31,LT,33.303,24.3417,14.5313,60.9271,2.9915,2.5666,10.8425,3.4867,54.2987,6.6304,40.4111,182829.5,120934.7,94.2543
236,2008-03-31,LT,35.3958,26.2039,16.3871,63.4858,3.3812,2.9481,7.5189,3.6543,82.3362,8.1939,56.4839,302594.4,209706.3,114.3405
237,2009-03-31,LT,33.9503,21.4135,12.3035,68.0012,2.1286,1.4566,7.9374,3.8472,106.1445,2.8113,29.1437,307605.7,231459.5,131.5438
238,2010-03-31,LT,36.6764,29.5983,12.3035,68.0012,2.6891,2.0881,8.6212,3.615,154.9239,4.6786,50.0694,393255.7,273090.2,107.9309
239,2011-03-31,LT,44.7239,35.367,24.4256,74.2625,2.2133,1.7972,5.3787,3.5988,182.8618,4.0149,19.338,525807.3,385407.7,131.3033
240,2012-03-31,LT,43.9091,35.367,26.9952,69.2655,1.8424,1.4256,4.3857,3.932,213.2726,2.7279,17.3099,644065.4,461956.1,162.0258
241,2013-03-31,LT,44.744,35.367,26.9952,71.764,1.7559,1.3508,3.9672,4.1494,244.5417,2.483,15.2208,756514.9,538506.9,186.4877
242,2014-03-31,LT,45.5286,35.367,29.3531,71.764,1.7348,1.474,3.1394,4.3633,271.2345,3.1262,11.3761,852479.6,678432.5,214.3783
243,2015-03-31,LT,55.3767,46.0586,35.0967,84.8585,1.7185,1.6137,2.6255,4.6167,293.3931,3.9075,8.4787,937772.7,770391.3,221.7063
244,2016-03-31,LT,55.3767,46.0586,35.0967,84.8585,1.5702,1.3551,2.1789,4.5662,316.2023,2.5652,7.9965,1074525.5,850464.3,199.4902
245,2017-03-31,LT,54.2501,42.6759,35.0967,84.8585,1.7186,1.4558,2.9693,4.3106,358.8307,2.926,13.6625,1218412.5,895251.2,187.0977
246,2018-03-31,LT,59.9738,46.0586,35.0967,98.6153,1.7235,1.5281,3.232,4.3385,391.7846,3.346,9.3335,1416304.5,1092743.8,195.8419
247,2019-03-31,LT,59.2395,41.2564,37.6965,98.6153,1.6691,1.474,3.4105,4.4529,444.6674,3.1154,13.6081,1667914.4,1338023.1,201.2915
248,2020-03-31,LT,60.3159,44.3975,40.2963,96.1168,1.4178,1.1518,3.2563,4.543,475.2732,1.7011,6.9714,1826898.9,1447292.1,214.5785
249,2021-03-31,LT,61.0804,46.6928,40.2963,96.1168,1.8079,1.3965,3.74,4.344,540.1605,2.6268,13.7063,1949668.3,1374080.1,177.4505
250,2022-03-31,LT,63.4644,55.4213,38.7243,96.1168,1.9609,1.5185,2.7464,3.9887,586.5192,3.0138,8.619,2081811.7,1594335.3,149.8719
251,2023-03-31,LT,63.4644,55.4213,38.7243,96.1168,2.1856,1.6504,3.2198,3.7873,635.5538,3.4052,8.3952,2222043.2,1620659.9,135.0676
273,2003-03-31,HCLT,28.1603,3.5999,19.3212,61.4413,7.5774,1.7665,9.602,1.2007,9.9636,1.9389,14.8437,7531.9,4143.1,2.3344
274,2004-03-31,HCLT,29.4079,5.3883,19.9948,62.7214,8.8077,2.7686,24.5655,1.2816,11.1135,3.354,14.4975,8881.0,6056.9,6.7771
275,2005-03-31,HCLT,30.6555,7.1767,20.6685,64.0014,11.3281,3.0789,15.8068,1.2887,13.48,3.6118,30.7708,28262.0,7257.6,5.4049
276,2006-03-31,HCLT,31.903,8.9651,21.3422,65.2815,12.9463,4.2269,16.4029,1.2865,11.9946,5.2592,-9.8411,30865.3,9477.6,1.9036
277,2007-03-31,HCLT,33.1506,10.7535,22.0159,66.5615,13.8375,4.5257,27.9972,1.3133,15.3207,5.6125,31.0471,29766.2,11885.3,1.8897
278,2008-03-31,HCLT,34.3982,12.5418,22.6896,67.8416,6.4118,2.8588,17.3428,1.47,15.6865,4.025,2.7977,37475.3,25823.2,1.3157
279,2009-03-31,HCLT,35.6458,14.3302,23.3633,69.1216,3.5002,1.6393,14.2144,2.0351,18.4362,2.5215,18.22,58620.2,67388.0,61.0225
280,2010-03-31,HCLT,28.2265,4.6814,9.9758,69.8675,5.853,2.3023,10.4351,2.1114,25.9242,3.5117,46.861,63779.2825,31336.8565,37.8473
281,2011-03-31,HCLT,38.8693,16.8831,26.6022,72.9982,6.3504,2.9006,11.9851,1.8701,27.781,4.4522,8.7235,66566.3,40638.2,29.5192
282,2012-03-31,HCLT,40.851,20.2658,29.1717,72.9982,5.3687,2.2648,15.0299,1.8432,35.4756,3.3576,28.5492,90953.2,65532.0,22.2144
283,2013-03-31,HCLT,45.1765,31.4407,33.7666,70.2288,7.581,2.7164,20.7645,1.7191,51.4944,3.7674,35.8457,131185.073,65693.916,4.8693
284,2014-03-31,HCLT,43.7783,31.4407,29.2926,70.4997,10.0657,3.7936,23.1795,1.5577,71.5501,5.2416,38.6223,197860.284,81769.281,3.7404
285,2015-03-31,HCLT,43.7783,31.4407,29.2926,70.4997,10.885,3.9301,21.7991,1.4777,87.9717,5.2275,16.5533,235989.6525,92269.9313,1.8926
286,2016-03-31,HCLT,54.2803,36.5146,36.3362,89.8555,9.6465,3.1876,19.2606,1.4305,99.1717,4.1045,8.7508,249421.6241,94921.3755,3.4736
287,2017-03-31,HCLT,42.6718,19.3597,24.9093,83.5942,10.0772,2.9525,19.2641,1.3956,118.6187,3.6872,22.0662,264547.824,111455.8112,1.5943
288,2018-03-31,HCLT,43.0138,19.3597,25.9371,83.5942,11.4788,3.0828,18.7171,1.3446,129.4908,3.74,9.4037,245327.0761,100791.6431,1.5132
289,2019-03-31,HCLT,43.0138,19.3597,25.9371,83.5942,9.7234,2.8388,18.0647,1.3644,151.3399,3.5927,7.0059,298045.8231,122959.4304,10.0408
290,2020-03-31,HCLT,51.5944,39.4141,31.6505,83.5942,6.3191,1.8334,15.9197,1.5168,186.2728,2.3428,12.9415,382778.7779,235840.1617,15.4653
