,Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY
6742,2004-03-31,OLECTRA,13.7482,1.3726,-8.8453,48.5811,0.9782,0.4827,0.2396,1.5974,21.4667,0.1807,-4.6198,204.7212,92.5571,41.9345
6743,2005-03-31,OLECTRA,15.0269,1.6934,-7.2169,50.4663,1.3094,0.814,1.4496,1.7552,23.3653,0.6441,8.8443,323.5459,151.415,42.9583
6744,2006-03-31,OLECTRA,16.3056,2.0142,-5.5885,52.3516,2.0901,0.8309,10.0643,1.7439,20.5855,0.7262,35.5428,385.9117,124.8201,30.487
6745,2007-03-31,OLECTRA,19.1329,3.8659,2.5695,50.8429,2.1013,1.1265,4.016,1.6436,21.4307,1.2109,4.1059,297.1562,112.0754,23.7391
6746,2008-03-31,OLECTRA,17.9157,0.0,0.0,53.6123,2.2529,0.98,9.7107,1.5628,41.3497,0.9698,92.946,455.001,249.6185,10.5531
6747,2009-03-31,OLECTRA,20.0583,3.8659,2.5695,53.6123,1.9912,0.6916,4.8844,1.4434,25.2577,0.5741,4.6655,408.2113,156.7133,11.4961
6748,2010-03-31,OLECTRA,24.243,3.8659,2.5695,66.1349,2.3691,0.9913,4.9737,1.441,26.8502,0.987,6.4744,547.4231,234.7008,21.4178
6749,2011-03-31,OLECTRA,24.243,3.8659,2.5695,66.1349,1.747,0.7608,2.1463,1.5366,27.5143,0.6233,2.4732,522.4255,209.4338,25.3784
6750,2012-03-31,OLECTRA,22.2714,3.8659,2.5695,60.2348,1.2057,0.7566,1.2747,1.7338,20.2665,0.5255,-26.342,393.0524,235.0095,49.9182
6751,2013-03-31,OLECTRA,22.2714,3.8659,2.5695,60.2348,1.4996,0.7406,1.3987,1.949,20.5218,0.4946,1.2598,443.8507,492.1984,49.6106
6752,2014-03-31,OLECTRA,22.2714,3.8659,2.5695,60.2348,1.0178,0.6775,1.4208,1.9852,21.1089,0.3482,2.8609,533.8137,446.6122,56.4901
6753,2015-03-31,OLECTRA,29.9064,5.5874,5.3507,78.5972,1.3986,0.8593,3.136,2.0038,22.2841,0.7202,5.5675,642.8566,534.3554,49.3675
6754,2016-03-31,OLECTRA,29.9064,5.5874,5.3507,78.5972,2.0541,0.8464,3.5135,1.9804,23.8906,0.6969,7.2091,777.9299,444.3674,57.7806
6755,2017-03-31,OLECTRA,31.2946,5.5874,9.5224,78.5972,2.6091,2.2581,5.0501,2.1874,18.3576,4.1018,-23.1596,775.303,912.465,96.2396
6756,2018-03-31,OLECTRA,31.6367,5.5874,10.5502,78.5972,5.6141,3.2723,3.7153,1.8093,39.5273,4.6133,199.4622,2138.002,1044.577,36.5123
6757,2019-03-31,OLECTRA,31.6367,5.5874,10.5502,78.5972,8.0124,2.3472,-2.2966,1.3083,91.968,2.6558,255.5416,7376.379,1539.055,3.4396
6758,2020-03-31,OLECTRA,31.9787,5.5874,11.578,78.5972,2.7325,0.6351,1.2121,1.2287,89.1796,0.5517,3.7964,7709.98,1463.38,4.0673
6759,2021-03-31,OLECTRA,38.0243,7.5808,27.7509,78.5972,7.6166,2.1478,1.3528,1.2225,90.6747,2.3965,1.6766,6019.001,1437.232,1.0876
6760,2022-03-31,OLECTRA,38.0243,7.5808,27.7509,78.5972,9.7576,5.0416,3.4456,1.3585,95.1568,7.0363,4.943,7650.339,2994.062,8.4461
6761,2023-03-31,OLECTRA,38.0243,7.5808,27.7509,78.5972,6.8657,4.0239,5.2977,1.6378,97.4529,6.3544,8.6515,11341.948,6017.71,8.1305
6762,2003-03-31,INGR,15.2951,-10.2279,2.8636,53.1126,5.9828,1.8086,10.1637,1.3997,92.6403,2.1092,7.351,3570.47,1086.9399,5.3162
6763,2004-03-31,INGR,16.5588,-8.4832,3.836,54.1869,5.3754,1.7916,11.5927,1.3708,101.2791,2.0843,9.3251,3937.26,1182.53,5.0879
6764,2005-03-31,INGR,18.479,0.4228,5.3507,49.5485,6.5723,1.9179,23.0374,1.3303,129.8806,2.1928,28.2402,4892.2998,1223.51,5.0879
6765,2006-03-31,INGR,22.9756,0.4228,5.3507,63.0042,6.6339,2.4237,5.5242,1.3514,132.8459,2.9963,2.2831,5445.3799,1666.42,5.2102
6766,2007-03-31,INGR,22.9756,0.4228,5.3507,63.0042,5.143,1.6847,7.5876,1.4192,140.6399,1.9827,5.8669,5935.44,1927.68,6.0393
6767,2008-03-31,INGR,22.9756,0.4228,5.3507,63.0042,6.5118,1.1766,38.2683,1.279,222.4864,1.2084,58.1958,8005.71,1266.04,2.8808
6768,2009-03-31,INGR,23.9413,0.4228,11.0339,60.2348,6.5797,1.0956,7.9352,1.1684,236.7556,1.1106,6.4135,8378.03,1175.09,1.5764
6769,2010-03-31,INGR,23.9413,0.4228,11.0339,60.2348,7.34,1.3525,5.3655,1.1624,244.7637,1.4116,3.3824,8731.85,1293.83,1.9062
6770,2011-03-31,INGR,23.9413,0.4228,11.0339,60.2348,8.3658,1.6125,7.3661,1.1704,259.5169,1.7186,6.0275,9201.13,1357.67,2.3168
6771,2012-03-31,INGR,23.9413,0.4228,11.0339,60.2348,9.1792,1.6866,8.6825,1.1673,257.8405,1.7974,-0.646,8757.5,1265.12,2.5143
6772,2013-03-31,INGR,23.9413,0.4228,11.0339,60.2348,7.0586,1.344,7.9336,1.167,275.5344,1.4033,6.8623,7445.07,1467.32,2.3613
6773,2014-03-31,INGR,23.9413,0.4228,11.0339,60.2348,6.9879,1.5042,6.3377,1.1841,289.725,1.6027,5.1502,8066.49,1759.67,1.6756
6774,2015-03-31,INGR,29.7757,1.2685,15.2056,72.6972,13.1527,2.9868,5.947,1.1884,303.2245,3.3478,4.6594,7938.39,1714.1,2.0473
6775,2016-03-31,INGR,27.8242,1.2685,15.9915,66.0747,10.1914,1.8929,5.3084,1.1665,319.1828,2.0286,5.2695,8748.43,1470.32,1.6923
6776,2017-03-31,INGR,31.355,16.1281,17.6542,60.1746,11.9257,2.1375,6.5121,1.1469,336.2776,2.2991,5.3491,9076.221,1498.021,1.6861
6777,2018-03-31,INGR,31.2544,16.4603,17.0193,60.1746,9.9917,1.7286,7.1077,1.1421,357.4767,1.8321,6.3041,9915.498,1583.98,1.4791
6778,2019-03-31,INGR,40.0563,34.8837,25.0302,60.1746,9.0014,3.5929,8.5721,1.2206,132.5892,4.7134,-62.9097,4480.99,1795.973,4.5375
6779,2020-03-31,INGR,41.867,23.7693,23.0955,78.5972,9.2309,3.8404,14.692,1.4401,120.7327,5.1154,-8.9423,4046.121,1616.003,2.0812
6780,2021-03-31,INGR,40.509,24.1015,18.682,78.5972,8.0445,3.5365,11.8177,1.4721,142.7625,4.7838,18.2468,5304.989,2070.879,2.1172
6781,2022-03-31,INGR,40.509,24.1015,18.682,78.5972,12.4104,6.2354,14.396,1.5263,174.8246,9.1386,22.4583,7163.334,2986.005,1.4035
6782,2023-03-31,INGR,40.509,24.1015,18.682,78.5972,21.4058,9.9513,21.2742,1.5196,183.0947,14.3038,4.7371,7220.0,2761.5,0.0
6783,2003-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,18.7937,8.2604,18.399,1.5604,-148.6794,11.3257,7.983,-10846.8867,-5282.0534,-1.2932
6784,2004-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,18.1138,7.9359,18.2208,1.5531,-122.3446,10.8651,8.3321,-9349.0338,-4357.5822,-1.116
6785,2005-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,17.4339,7.6114,18.0426,1.5459,-96.0097,10.4045,8.6812,-7851.181,-3433.1109,-0.9388
6786,2006-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,16.7539,7.2869,17.8644,1.5386,-69.6749,9.9439,9.0303,-6353.3281,-2508.6397,-0.7616
6787,2007-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,16.074,6.9624,17.6862,1.5313,-43.3401,9.4833,9.3794,-4855.4752,-1584.1684,-0.5844
6788,2008-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,15.3941,6.6379,17.508,1.524,-17.0053,9.0227,9.7286,-3357.6224,-659.6972,-0.4072
6789,2009-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,14.7142,6.3134,17.3298,1.5167,9.3295,8.562,10.0777,-1859.7695,264.774,-0.23
6790,2010-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,14.0342,5.9889,17.1516,1.5094,35.6643,8.1014,10.4268,-361.9166,1189.2453,-0.0528
6791,2011-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,13.3543,5.6644,16.9734,1.5021,61.9992,7.6408,10.7759,1135.9363,2113.7165,0.1244
6792,2012-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,12.6744,5.3399,16.7952,1.4948,119.4339,7.1802,11.125,4324.64,4031.4,0.9813
6793,2013-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,11.9945,5.0154,17.9324,1.4799,132.3715,6.7196,10.8324,5154.36,5107.48,0.8315
6794,2014-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,11.3145,4.6909,15.8226,1.5153,145.1684,6.2589,9.6675,6120.92,5758.31,0.6155
6795,2015-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,10.6346,4.3664,14.5415,1.5308,157.5375,5.7983,8.5205,6905.42,6319.28,1.1075
6796,2016-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,9.9547,4.0418,13.7073,1.4465,193.4629,5.3377,22.8044,7390.422,5060.934,1.5951
6797,2017-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,9.1224,3.6692,15.7537,1.3997,186.2805,4.8067,6.4573,7945.931,6296.824,0.0
6798,2018-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,8.61,3.4477,16.9624,1.4317,212.1273,4.5164,13.8752,9754.992,7232.538,0.0
6799,2019-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,8.5103,3.3315,16.939,1.4355,242.8552,4.3444,14.4856,11758.682,8211.956,0.0
6800,2020-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,6.6309,2.2432,20.9672,1.4144,298.9202,2.738,23.0858,15051.983,9467.236,2.2559
6801,2021-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,7.1467,2.807,14.1956,1.4113,327.2367,3.5722,9.4729,17543.048,11109.434,2.2926
6802,2022-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,4.9609,1.783,12.1393,1.44,364.1834,2.1392,11.2905,18451.161,13266.263,2.8629
6803,2023-03-31,MAHGL,24.3134,0.3322,8.8875,63.5762,5.6637,1.9251,14.0252,1.4572,418.528,2.3498,14.9249,20062.2,15611.7,2.7722
6804,2003-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-9.0535,-1.9557,-31.8983,2.3092,-104.4351,-2.6118,-26.444,-9759.5576,-3662.1377,29.3178
6805,2004-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-8.1332,-1.6745,-29.6094,2.2676,-92.4605,-2.2403,-23.7963,-8588.4697,-3076.8113,28.1804
6806,2005-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-7.2128,-1.3934,-27.3205,2.226,-80.4859,-1.8688,-21.1485,-7417.3819,-2491.4848,27.0429
6807,2006-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-6.2925,-1.1122,-25.0315,2.1845,-68.5114,-1.4974,-18.5008,-6246.2941,-1906.1584,25.9055
6808,2007-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-5.3722,-0.831,-22.7426,2.1429,-56.5368,-1.1259,-15.8531,-5075.2062,-1320.832,24.7681
6809,2008-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-4.4518,-0.5498,-20.4536,2.1013,-44.5622,-0.7544,-13.2054,-3904.1184,-735.5056,23.6307
6810,2009-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-3.5315,-0.2687,-18.1647,2.0598,-32.5877,-0.3829,-10.5577,-2733.0306,-150.1792,22.4933
6811,2010-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-2.6112,0.0125,-15.8758,2.0182,-20.6131,-0.0114,-7.91,-1561.9427,435.1472,21.3558
6812,2011-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-1.6908,0.2937,-13.5868,1.9766,-8.6385,0.3601,-5.2623,-390.8549,1020.4737,20.2184
6813,2012-03-31,INDA,9.0909,13.6364,13.6364,39.2857,-0.7705,0.5748,-11.2979,1.9351,3.336,0.7316,-2.6146,780.2329,1605.8001,19.081
6814,2013-03-31,INDA,9.0909,13.6364,13.6364,39.2857,0.1498,0.856,-9.0089,1.8935,15.3106,1.1031,0.0331,1951.3208,2191.1265,17.9436
6815,2014-03-31,INDA,9.0909,13.6364,13.6364,39.2857,1.0702,1.1372,-6.72,1.852,27.2852,1.4745,2.6808,3122.4086,2776.4529,16.8061
6816,2015-03-31,INDA,9.0909,13.6364,13.6364,39.2857,3.0014,1.4858,-4.431,1.8104,57.8897,1.7347,5.3285,5681.416,3051.941,1.2454
6817,2016-03-31,INDA,9.0909,13.6364,13.6364,39.2857,4.4783,2.6442,-2.4064,1.5839,56.8233,3.7232,-1.2738,5460.678,3978.984,3.747
6818,2017-03-31,INDA,9.0909,13.6364,13.6364,39.2857,2.2443,1.4827,-2.0381,1.816,55.0951,1.9553,-2.1223,6294.821,5295.079,38.8343
6819,2018-03-31,INDA,9.0909,13.6364,13.6364,39.2857,3.9216,1.8731,3.6074,1.7922,67.4829,2.4495,41.5752,6975.75,4586.711,15.1921
6820,2019-03-31,INDA,9.0909,13.6364,13.6364,39.2857,4.6713,2.0175,8.6476,1.6272,77.3846,2.6278,20.3784,8254.165,5364.73,9.8777
6821,2020-03-31,INDA,9.0909,13.6364,13.6364,39.2857,1.9887,0.8261,0.9135,1.6956,78.9651,0.6889,2.4791,9514.81,7302.71,25.2772
6822,2021-03-31,INDA,9.0909,13.6364,13.6364,39.2857,11.7125,5.1324,13.4277,1.6054,104.7449,7.0648,33.2843,10451.41,6107.81,3.4502
6823,2022-03-31,INDA,9.0909,13.6364,13.6364,39.2857,12.4562,5.208,15.0518,1.4488,134.4257,7.0355,29.8605,14149.59,7636.36,1.1289
6824,2023-03-31,INDA,9.0909,13.6364,13.6364,39.2857,6.5721,2.2174,9.75,1.4177,151.611,2.7082,13.7641,14017.99,8003.44,1.3184
6846,2003-03-31,SHRS,11.9749,-8.625,-9.8487,54.2383,3.4683,1.7036,9.3162,-6.1063,23.2547,4.1356,101.6142,17007.0926,2872.6022,108.975
6847,2004-03-31,SHRS,13.1977,-7.5972,-8.6055,55.6351,3.2347,1.6931,8.4413,-3.9646,21.3324,3.935,93.3167,18241.7916,7562.9251,130.8822
6848,2005-03-31,SHRS,14.4205,-6.5694,-7.3624,57.0319,3.0011,1.6826,7.5665,-1.8228,1.9772,3.7344,85.0192,2344.5,2204.02,101.4073
6849,2006-03-31,SHRS,15.6432,-5.5415,-6.1192,58.4287,4.1696,2.4933,20.8038,3.0213,6.342,4.974,281.8531,3443.8,2326.72,122.5699
6850,2007-03-31,SHRS,16.866,-4.5137,-4.8761,59.8255,2.6017,2.0614,8.1523,2.7304,8.9458,3.948,46.9808,4435.94,3360.63,145.0807
6851,2008-03-31,SHRS,17.9157,0.0,0.0,53.6123,3.6005,1.9683,8.1048,2.5867,15.1039,3.4064,87.8031,7662.93,2785.7,103.0986
6852,2009-03-31,SHRS,22.1004,0.0,0.0,66.1349,2.9482,2.1856,7.3798,2.5631,24.1431,4.0892,83.5588,22630.62,10171.54,87.7503
6853,2010-03-31,SHRS,22.1004,0.0,0.0,66.1349,1.3193,1.2765,8.3643,4.3371,35.0229,2.5112,53.4364,47179.41,38232.48,277.1865
6854,2011-03-31,SHRS,22.1004,0.0,0.0,66.1349,1.3058,1.1149,-2.2472,6.1005,30.8882,1.7839,-11.7242,46430.0,33074.0,415.5167
6855,2012-03-31,SHRS,22.1004,0.0,0.0,66.1349,0.2826,0.9962,-2.2472,7.0022,32.4302,0.9729,5.0421,48624.08,32654.37,462.924
6856,2013-03-31,SHRS,24.243,3.8659,2.5695,66.1349,0.6959,1.002,-2.3951,8.588,21.7441,1.021,-32.9511,58662.08,86469.73,448.5087
6857,2014-03-31,SHRS,27.3816,3.8659,2.5695,75.5268,0.4143,1.15,-10.3497,29.6504,-7.3955,1.021,-32.9511,37930.13,80081.99,448.5087
6858,2015-03-31,SHRS,23.3075,0.4228,5.7739,63.5762,-0.1442,1.3224,-15.1596,29.6504,-25.2206,1.021,-371.8315,38028.97,91202.34,448.5087
6859,2016-03-31,SHRS,27.0295,1.6007,3.2044,76.0987,-0.1128,1.2311,-14.782,29.6504,-18.9823,1.021,24.7349,39941.81,115117.64,448.5087
6860,2017-03-31,SHRS,27.0295,1.6007,3.2044,76.0987,-0.3626,1.3679,-8.7467,29.6504,-35.3614,1.021,-89.5825,36483.53,103216.92,448.5087
6861,2018-03-31,SHRS,27.7336,0.7551,3.6578,78.5972,-1.7169,1.6612,-14.9299,29.6504,-19.1525,1.021,-9.8328,25814.02,99322.56,448.5087
6862,2019-03-31,SHRS,28.0153,1.6007,3.6578,78.5972,-1.4965,1.5144,-14.756,29.6504,-15.6903,1.021,18.0773,49796.71,129559.05,448.5087
6863,2020-03-31,SHRS,32.381,4.9834,13.3918,78.5972,-0.8749,1.2658,25.751,29.6504,-4.6045,1.021,70.6536,23977.65,56242.35,448.5087
6864,2021-03-31,SHRS,33.8095,6.7049,15.9613,78.5972,-0.2589,1.3779,-1.6901,29.6504,-3.113,1.021,24.9276,29902.55,49334.34,448.5087
6865,2022-03-31,SHRS,39.4528,21.0812,18.5308,78.5972,0.2181,2.1523,-1.9778,29.6504,-2.8552,1.021,8.2795,27340.11,47512.54,448.5087
6866,2023-03-31,SHRS,39.4528,21.0812,18.5308,78.5972,1.4824,2.3503,-2.6789,29.6504,-4.14,1.021,-44.9981,30558.0,51988.0,448.5087
6867,2003-03-31,ALOK,19.7051,5.731,1.0069,52.2524,3.2112,-0.8867,10.6829,2.1438,118.7811,0.8177,46.4681,81721.8196,27661.723,-212.0732
6868,2004-03-31,ALOK,20.2362,5.6311,1.4633,53.4867,2.8658,-0.6563,9.0954,2.6473,108.6669,0.7808,42.6157,79807.2864,33313.3145,-118.6363
6869,2005-03-31,ALOK,20.7672,5.5312,1.9197,54.721,2.5204,-0.4259,7.5079,3.1507,98.5527,0.744,38.7633,77892.7531,38964.9059,-25.1994
6870,2006-03-31,ALOK,21.2983,5.4314,2.376,55.9553,2.1751,-0.1954,5.9204,3.6542,88.4385,0.7071,34.9109,75978.2199,44616.4974,68.2375
6871,2007-03-31,ALOK,21.8294,5.3315,2.8324,57.1896,1.0936,0.9894,4.333,4.1576,54.3774,0.9501,31.0585,20730.0996,8619.0,326.1622
6872,2008-03-31,ALOK,18.9216,4.7116,0.0,51.9266,0.9843,0.9557,2.9429,5.253,69.2097,0.7497,39.8293,37668.5,11563.0996,407.8238
6873,2009-03-31,ALOK,22.704,4.7116,3.023,60.2348,0.7817,0.8296,0.824,5.3473,97.8188,0.1275,34.961,30834.5,13898.6,360.3212
6874,2010-03-31,ALOK,19.9276,4.7116,3.023,51.9266,0.903,0.9241,1.1699,4.9924,35.2811,0.628,44.2524,50385.8,16359.8,347.312
6875,2011-03-31,ALOK,19.9276,4.7116,3.023,51.9266,0.7951,0.9364,2.0678,5.4028,35.3714,0.625,0.2542,57677.9,59270.3,435.3449
6876,2012-03-31,ALOK,23.8708,2.99,0.4534,68.0012,0.8297,0.9415,0.4942,6.6573,34.549,0.5676,2.4466,87827.3,89732.3,562.0109
6877,2013-03-31,ALOK,29.3029,3.8055,15.9613,68.0012,0.8297,0.9415,0.4942,6.6573,34.549,0.5676,2.4466,87827.3,89732.3,562.0109
6878,2014-03-31,ALOK,32.8538,7.2486,15.9613,75.1957,0.2928,0.9124,0.4942,6.6573,26.4455,0.2798,2.4466,194098.4,141625.6,494.4149
6879,2015-03-31,ALOK,31.4254,5.527,7.4667,81.0957,0.1124,0.8819,-13.7594,7.7258,33.5465,0.1341,25.0605,153320.9,162204.1,484.4823
6880,2016-03-31,ALOK,28.7194,5.1948,4.6856,76.0987,-0.2302,0.9607,-9.3303,10.5834,12.3433,0.239,-62.9135,141870.6,216399.6,1402.762
6881,2017-03-31,ALOK,28.991,6.9163,4.6856,75.1957,-5.353,1.9132,-72.2839,10.5834,-121.8412,0.239,-62.9135,10620.3,278531.3,1402.762
6882,2018-03-31,ALOK,27.3614,6.9163,4.6856,70.3191,-2.9593,1.8475,11.3092,10.5834,-106.799,0.239,12.3458,8973.0,263439.6,1402.762
6883,2019-03-31,ALOK,25.9833,1.7517,5.7134,70.3191,-1.1971,1.728,7.2548,10.5834,-55.6755,0.239,15.7969,14220.7,21383.3,1402.762
6884,2020-03-31,ALOK,27.0597,2.9296,9.5224,68.5731,-3.2273,4.439,-43.3916,10.5834,-35.5607,0.239,-43.4584,18483.6,29016.8,1402.762
6885,2021-03-31,ALOK,27.0597,2.9296,9.5224,68.5731,-2.6297,4.7063,-2.564,10.5834,-36.0653,0.239,-1.4191,22659.7,36577.6,1402.762
6886,2022-03-31,ALOK,27.0597,2.9296,9.5224,68.5731,-3.1937,4.3052,-11.2241,10.5834,-38.065,0.239,-5.5459,18076.4,44127.1,1402.762
6887,2023-03-31,ALOK,22.8915,5.1317,3.7451,59.6582,1.4843,0.2654,1.158,5.1645,68.2101,0.6334,23.3537,72149.1534,55919.6804,255.1113
6888,2003-03-31,HSCH,16.6337,0.6312,-6.1782,55.2988,2.2388,1.5541,4.3604,2.5628,7.4056,2.021,26.8244,3616.1706,1329.1435,117.7994
6889,2004-03-31,HSCH,19.0021,5.5874,1.0883,50.2107,4.742,2.6825,4.3733,2.5128,10.8204,4.0303,25.553,3076.94,1429.066,62.5263
6890,2005-03-31,HSCH,19.0021,5.5874,1.0883,50.2107,1.8906,0.8902,6.4886,1.9881,12.0504,0.7635,12.5682,2918.025,623.172,89.799
6891,2006-03-31,HSCH,24.1123,5.5874,1.0883,65.5027,3.342,1.85,10.1108,1.888,19.2011,2.4876,92.9682,4564.833,756.26,55.9305
6892,2007-03-31,HSCH,23.1868,5.5874,1.0883,62.7333,2.1737,1.4457,7.141,1.9993,21.9276,1.9884,14.2,9390.353,4457.095,95.9751
6893,2008-03-31,HSCH,23.1868,5.5874,1.0883,62.7333,1.7969,1.2539,2.7897,2.3592,23.1778,1.633,5.7012,10025.025,7048.007,118.5826
6894,2009-03-31,HSCH,23.1868,5.5874,1.0883,62.7333,1.164,0.8399,0.4062,2.6097,22.987,0.5634,-0.823,10662.237,7757.43,138.3334
6895,2010-03-31,HSCH,28.297,5.5874,1.0883,78.0253,1.2053,1.0011,-2.3188,2.9212,20.6303,1.0034,-10.2526,11088.883,9347.307,148.9043
6896,2011-03-31,HSCH,29.0112,0.4228,7.8295,78.5972,1.1648,0.9081,-0.5246,2.9911,20.4418,0.7387,-0.9133,8761.439,7983.032,134.2375
6897,2012-03-31,HSCH,29.0112,0.4228,7.8295,78.5972,1.1773,0.8935,-0.8635,2.5817,21.0009,0.75,11.4377,7050.349,7092.443,88.5304
6898,2013-03-31,HSCH,32.029,0.4228,16.8984,78.5972,2.1102,1.3654,3.893,2.2279,24.6196,1.777,17.2312,7803.83,6729.738,72.3409
6899,2014-03-31,HSCH,34.8959,1.2685,24.6675,78.5972,5.4799,2.9453,10.7438,1.8843,33.8105,4.3226,37.3317,8600.426,6649.324,42.0891
6900,2015-03-31,HSCH,42.038,15.977,31.4087,78.5972,4.5818,2.1608,12.4628,1.7083,38.9841,2.9833,15.3487,11510.69,8340.746,26.3481
6901,2016-03-31,HSCH,39.2918,16.7925,22.3398,78.5972,2.5382,0.8046,7.6809,1.5895,41.4069,0.7112,6.2731,8364.444,7428.652,19.8938
6902,2017-03-31,HSCH,39.6338,16.7925,23.3676,78.5972,2.3828,0.9828,1.7737,1.5179,42.7937,0.9733,3.3881,10474.209,8412.663,38.3981
6903,2018-03-31,HSCH,39.6338,16.7925,23.3676,78.5972,2.6288,1.3605,1.3113,1.706,44.5774,1.6668,4.168,16681.237,14123.836,31.4188
6904,2019-03-31,HSCH,39.6338,16.7925,23.3676,78.5972,3.7793,1.407,6.0566,1.7193,52.7032,1.6564,22.1064,18850.899,12475.994,36.927
6905,2020-03-31,HSCH,19.8545,2.3179,-1.9496,59.045,2.332,1.5236,4.3992,2.4128,12.2974,1.958,23.0103,4968.5984,2643.6798,107.7324
6906,2021-03-31,HSCH,21.4648,3.1613,0.1647,60.9181,2.3786,1.5084,4.4121,2.3628,14.7433,1.9264,21.739,5644.8123,3300.948,102.6989
6907,2022-03-31,HSCH,23.0752,4.0046,2.279,62.7912,2.4252,1.4931,4.4251,2.3128,17.1892,1.8949,20.4676,6321.0262,3958.2161,97.6654
6908,2023-03-31,HSCH,24.6856,4.848,4.3933,64.6643,2.4718,1.4779,4.438,2.2628,19.6351,1.8634,19.1963,6997.2401,4615.4843,92.6319
6909,2003-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,6.9085,1.3275,2.6162,5.6424,-752.4884,-2.293,124.9559,-34252.3353,-27234.3909,354.1216
6910,2004-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,6.7228,1.3893,2.6607,5.4751,-685.8215,-1.9065,119.5008,-31016.8534,-24581.9103,336.7702
6911,2005-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,6.5372,1.451,2.7052,5.3077,-619.1546,-1.5199,114.0458,-27781.3715,-21929.4296,319.4188
6912,2006-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,6.3515,1.5128,2.7497,5.1404,-552.4877,-1.1334,108.5907,-24545.8897,-19276.949,302.0674
6913,2007-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,6.1658,1.5746,2.7942,4.973,-485.8208,-0.7468,103.1357,-21310.4078,-16624.4684,284.716
6914,2008-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.9802,1.6364,2.8387,4.8056,-419.1539,-0.3602,97.6806,-18074.9259,-13971.9878,267.3646
6915,2009-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.7945,1.6981,2.8832,4.6383,-352.487,0.0263,92.2256,-14839.444,-11319.5072,250.0133
6916,2010-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.6088,1.7599,2.9277,4.4709,-285.8201,0.4129,86.7705,-11603.9622,-8667.0266,232.6619
6917,2011-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.4232,1.8217,2.9722,4.3036,-219.1532,0.7994,81.3155,-8368.4803,-6014.546,215.3105
6918,2012-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.2375,1.8834,3.0168,4.1362,-152.4863,1.186,75.8604,-5132.9984,-3362.0654,197.9591
6919,2013-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,5.0518,1.9452,3.0613,3.9688,-85.8194,1.5726,70.4054,4207.44,4532.84,205.5805
6920,2014-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,4.8662,2.007,3.1058,3.8015,-19.1525,1.9591,64.9503,4207.44,4532.84,205.5805
6921,2015-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,4.6805,2.0688,3.1503,3.6341,47.5144,2.3457,59.4953,5000.18,5640.2,153.4237
6922,2016-03-31,AMBER,41.5854,27.9674,30.6227,66.0747,4.4948,2.1305,2.2731,4.2318,114.1813,2.7322,10.1052,5335.95,6101.82,136.3291
