,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,RETURN_ON_ASSET,RETURN_COM_EQY,BS_TOT_ASSET,FNCL_LVRG,PX_TO_BOOK_RATIO,Firm size,Liquidity
313,2022,CSTRL,49.4015,49.3506,16.4672,66.0747,28.2399,46.164,30690.1,1.6347,6.4585,10.331695405998827,1.9960593686054096
314,2023,CSTRL,49.1198,51.0722,16.3733,66.0747,25.3114,56.7181,5794.7385,2.1604,13.6906,8.664705629647832,1.1922208559260048
316,2004,AGIS,-5.3386,-25.7736,-1.7795,48.2179,8.8041,21.9466,-6754.3649,3.571,1.4746,8.817944226729209,0.070051193767117
317,2005,AGIS,-2.529,-23.3547,-0.843,50.1073,8.7308,21.4549,2454.3579,3.4662,1.6538,7.805620458157507,1.5759809449130342
318,2006,AGIS,0.2805,-20.9357,0.0935,51.9966,13.05,28.3109,3436.4651,2.1694,2.6028,8.142198634828437,1.6576981234892871
319,2007,AGIS,3.0901,-18.5168,1.03,53.8859,7.9281,16.909,3475.252,2.1328,0.5685,8.153422273355202,1.2931237806604583
320,2008,AGIS,5.8997,-16.0979,1.9666,55.7753,11.7579,24.3174,3843.366,2.0682,2.2192,8.254103824125222,1.8599750458332325
321,2009,AGIS,8.7092,-13.6789,2.9031,57.6646,10.0855,20.171,5495.28,2.0171,3.4626,8.61164482095355,1.6962185206759235
322,2010,AGIS,11.5188,-11.26,3.8396,59.5539,1.1224,6.908,29576.428,6.1546,1.7123,10.29473297170462,1.027750711266997
323,2011,AGIS,14.3284,-8.841,4.7761,61.4433,1.6956,11.1765,10053.242,6.5914,1.3549,9.215650448531878,1.0360306227284113
324,2012,AGIS,16.2459,0.0,5.4153,48.6153,6.4493,18.508,8881.147,2.8698,1.6187,9.091685994311588,0.8885444243399097
325,2013,AGIS,17.9157,0.0,5.9719,53.6123,11.3279,26.6,9376.448,2.3482,4.7374,9.145956292245256,1.2082003313007947
326,2014,AGIS,26.265,0.0,8.755,78.5972,10.6021,19.4274,12002.28,1.8324,4.3797,9.392851910722424,0.8687111466572494
327,2015,AGIS,26.265,0.0,8.755,78.5972,7.3696,15.1255,20354.795,2.0524,7.7636,9.921071789650796,0.7904834753750245
328,2016,AGIS,31.8378,0.9061,10.6126,78.5972,9.3099,19.3506,22139.338,2.0785,7.182,10.005111305183256,0.7383911340274905
329,2017,AGIS,31.8378,0.9061,10.6126,78.5972,9.5372,17.0393,24286.797,1.7866,4.8782,10.097688148336264,0.9613585109444268
330,2018,AGIS,31.8378,0.9061,10.6126,78.5972,3.7236,6.5396,29207.017,1.7563,2.8627,10.282164267606156,1.1772747466776627
331,2019,AGIS,32.8639,2.4162,10.9546,78.5972,7.4425,12.4409,30821.52,1.6716,5.4132,10.335968426282252,1.1901502466532412
332,2020,AGIS,33.7189,2.4162,11.2396,78.5972,10.048,17.3712,40341.401,1.7288,3.3098,10.605133540701866,1.0140526880040708
333,2021,AGIS,44.8949,20.2356,14.965,75.4666,8.2694,16.2095,71626.933,1.9602,3.7655,11.179226441436471,2.4350589834457983
334,2022,AGIS,49.3612,34.6119,16.4537,72.6972,8.5841,20.4715,-974.0215,3.2568,1.9245,6.881433377320881,0.6356749422312078
335,2023,AGIS,19.9475,-4.0032,6.6492,65.2219,8.5108,19.9797,1916.1502,3.1521,2.1494,7.558073347942618,0.7825247272616038
337,2004,AMRJ,18.6715,7.2134,6.2238,52.3832,19.1693,37.8529,-17578.9063,2.2114,3.6759,9.774454956562122,1.758546499209496
338,2005,AMRJ,19.5988,6.9364,6.5329,53.9011,18.7664,36.5789,-13279.8845,2.158,3.6872,9.494005725703447,1.6098229305928526
339,2006,AMRJ,20.526,6.6594,6.842,55.4191,18.3636,35.3049,-8980.8627,2.1047,3.6985,9.102851225724226,1.1902961227262625
340,2007,AMRJ,21.4533,6.3824,7.1511,56.937,17.9607,34.0308,-4681.8408,2.0514,3.7098,8.45144664490975,-7.757249652374637
341,2008,AMRJ,22.3806,6.1054,7.4602,58.455,17.5578,32.7568,8457.271,1.9981,3.3443,9.04278182372902,3.2045316228217366
342,2009,AMRJ,24.0821,4.1075,8.0274,63.3654,9.2518,21.7896,8940.1743,2.3552,0.7718,9.098310364621796,2.853846501506138
343,2010,AMRJ,24.5951,5.5874,8.1984,60.2348,17.8686,35.1935,9755.531,1.9696,2.5796,9.185589685199538,1.9777223450819552
344,2011,AMRJ,24.5951,5.5874,8.1984,60.2348,14.1619,24.8991,11159.2,1.7582,2.5089,9.320019548778026,1.9850913732685425
345,2012,AMRJ,25.5206,5.5874,8.5069,63.0042,17.4321,29.2723,13515.17,1.6792,3.1144,9.51156803724779,2.275057022067904
346,2013,AMRJ,25.6815,6.0707,8.5605,63.0042,18.3668,30.4474,17704.7,1.6577,4.425,9.781585420036448,2.181303833958413
347,2014,AMRJ,26.6573,6.0707,8.8858,63.3654,18.7951,30.3351,21394.41,1.614,4.9437,9.970884951934105,2.0492407326460502
348,2015,AMRJ,27.8644,6.9163,9.2881,66.1349,18.1567,26.8338,23862.86,1.4779,8.3724,10.080078554352893,2.3887900975305927
349,2016,AMRJ,29.4739,1.7517,9.8246,76.0987,18.4233,25.7705,29507.6,1.3988,7.0848,10.292403136266389,2.2078080903104422
350,2017,AMRJ,29.4739,1.7517,9.8246,76.0987,14.6432,20.3226,35845.7,1.3879,5.863,10.48697889462189,2.3151312498354444
351,2018,AMRJ,35.3284,2.084,11.7761,78.5972,12.1582,17.0445,41685.5,1.4019,4.623,10.6379086254951,2.1675159620536166
352,2019,AMRJ,35.4391,2.4162,11.813,78.5972,11.1546,15.4081,44957.0,1.3813,3.6874,10.713461756362648,2.442200086425635
353,2020,AMRJ,35.4391,2.4162,11.813,78.5972,13.9173,18.9061,50004.0,1.3585,2.2339,10.819858281210454,2.0173767070459596
354,2021,AMRJ,35.4391,2.4162,11.813,78.5972,11.9813,16.4477,57968.9,1.3728,3.4641,10.967661938821676,2.122014877661695
355,2022,AMRJ,35.4391,2.4162,11.813,78.5972,8.4214,11.6992,63761.0,1.3892,2.0126,11.062896997155413,1.8505637189070203
356,2023,AMRJ,34.584,2.4162,11.528,78.5972,10.2894,14.0997,71238.5,1.3703,1.8666,11.173788681595177,2.3473589233195806
358,2004,MAHGL,24.3134,0.3322,8.1045,63.5762,18.2208,28.0539,-20536.9897,1.5531,10.8651,9.92998291480615,2.145463555455133
359,2005,MAHGL,24.3134,0.3322,8.1045,63.5762,18.0426,27.679,-16613.8541,1.5459,10.4045,9.717992210610126,2.2868999076027516
360,2006,MAHGL,24.3134,0.3322,8.1045,63.5762,17.8644,27.3041,-12690.7186,1.5386,9.9439,9.448626186370731,2.532578951054629
361,2007,MAHGL,24.3134,0.3322,8.1045,63.5762,17.6862,26.9293,-8767.5831,1.5313,9.4833,9.0788164601559,3.0649994028412633
362,2008,MAHGL,24.3134,0.3322,8.1045,63.5762,17.508,26.5544,-4844.4476,1.524,9.0227,8.48558850337684,5.089641732600958
363,2009,MAHGL,24.3134,0.3322,8.1045,63.5762,17.3298,26.1795,-921.3121,1.5167,8.562,6.825798849644184,-7.023988382545114
364,2010,MAHGL,24.3134,0.3322,8.1045,63.5762,17.1516,25.8046,3001.8235,1.5094,8.1014,8.006975216327723,-0.3043245998113257
365,2011,MAHGL,24.3134,0.3322,8.1045,63.5762,16.9734,25.4297,6924.959,1.5021,7.6408,8.842887410460396,0.5374118525355694
366,2012,MAHGL,24.3134,0.3322,8.1045,63.5762,16.7952,25.0548,15462.72,1.4948,7.1802,9.646187244570424,1.0727389988589573
367,2013,MAHGL,24.3134,0.3322,8.1045,63.5762,17.9324,26.5378,17829.7,1.4799,6.7196,9.78862088514076,1.009178694777072
368,2014,MAHGL,24.3134,0.3322,8.1045,63.5762,15.8226,23.9757,19743.01,1.5153,6.2589,9.890554783632735,1.062971601042667
369,2015,MAHGL,24.3134,0.3322,8.1045,63.5762,14.5415,22.2599,21655.85,1.5308,5.7983,9.983030904783265,1.0927542378245625
370,2016,MAHGL,24.3134,0.3322,8.1045,63.5762,13.7073,19.8276,23704.827,1.4465,5.3377,10.0734339772712,1.4602881602486812
371,2017,MAHGL,24.3134,0.3322,8.1045,63.5762,15.7537,22.0502,26242.495,1.3997,4.8067,10.175135322379306,1.2618950442318222
372,2018,MAHGL,24.3134,0.3322,8.1045,63.5762,16.9624,24.2859,30102.359,1.4317,4.5164,10.31235881975906,1.3487647074927225
373,2019,MAHGL,24.3134,0.3322,8.1045,63.5762,16.939,24.3152,34410.244,1.4355,4.3444,10.446109589728316,1.4318978328671026
374,2020,MAHGL,24.3134,0.3322,8.1045,63.5762,20.9672,29.6554,41280.255,1.4144,2.738,10.628139577461946,1.5899025861402418
375,2021,MAHGL,24.3134,0.3322,8.1045,63.5762,14.1956,20.0347,46011.427,1.4113,3.5722,10.7366450576653,1.579112671266601
376,2022,MAHGL,24.3134,0.3322,8.1045,63.5762,12.1393,17.4809,52338.091,1.44,2.1392,10.865479702358222,1.3908333492257765
377,2023,MAHGL,24.3134,0.3322,8.1045,63.5762,14.0252,20.4371,60323.1,1.4572,2.3498,11.007470393934229,1.2850746555468011
379,2004,MRL,28.5705,21.5107,9.5235,44.6429,-8.082,-45.1353,83065.1031,2.2574,0.9709,11.327379954016465,1.280491032026455
380,2005,MRL,28.0362,20.5279,9.3454,44.6429,-7.3543,-41.3618,86956.5595,2.4658,0.9699,11.373163956844976,1.2261586503350217
381,2006,MRL,27.502,19.545,9.1673,44.6429,-6.6267,-37.5884,90848.016,2.6742,0.9689,11.416943235391036,1.1756586992830165
382,2007,MRL,26.9678,18.5622,8.9893,44.6429,-5.899,-33.8149,94739.4725,2.8826,0.9679,11.458886008592282,1.128599506754966
383,2008,MRL,26.4335,17.5794,8.8112,44.6429,-5.1714,-30.0415,98630.9289,3.091,0.9669,11.49914017193066,1.0846410027354565
384,2009,MRL,25.8993,16.5965,8.6331,44.6429,-4.4437,-26.268,72818.295,3.2994,0.4583,11.195722507558036,1.1268724517872235
385,2010,MRL,24.3802,13.1783,8.1267,44.6429,7.0081,18.4772,99330.181,2.6365,1.2684,11.50620474141654,1.1233867245027915
386,2011,MRL,26.0331,17.0543,8.6777,44.6429,4.6104,14.1539,122569.9,3.07,0.8822,11.716436758474554,1.0331197480099756
387,2012,MRL,24.7934,14.7287,8.2645,44.6429,0.4542,1.6358,149673.686,3.6016,0.6012,11.916212776733804,1.04674891346343
388,2013,MRL,24.7934,14.7287,8.2645,44.6429,-12.1564,-60.722,141011.12,4.9951,0.8995,11.856594031498831,0.9076554682926364
389,2014,MRL,24.7934,14.7287,8.2645,44.6429,-12.1564,-60.722,141011.12,4.9951,0.8995,11.856594031498831,0.9076554682926364
390,2015,MRL,24.7934,14.7287,8.2645,44.6429,-12.1564,-60.722,109546.212,4.9951,0.615,11.60410176660744,0.7204063223483729
391,2016,MRL,19.4215,4.6512,6.4738,44.6429,7.1194,48.7558,104390.968,6.8483,2.0195,11.555898437278213,0.738549614558977
392,2017,MRL,19.4215,4.6512,6.4738,44.6429,9.5261,42.8038,116228.638,4.4933,1.5711,11.663314547424038,0.8231429773207003
393,2018,MRL,19.4215,4.6512,6.4738,44.6429,7.152,24.9317,143059.99,3.486,1.2196,11.871019331761632,0.7399525318416426
394,2019,MRL,19.4215,4.6512,6.4738,44.6429,-1.4457,-5.5101,141023.2,3.8114,1.1774,11.85667969483234,0.6292126556145892
395,2020,MRL,19.4215,4.6512,6.4738,44.6429,-15.2675,-85.402,128359.2,5.5937,0.6633,11.762587862733197,0.3406210095004385
396,2021,MRL,19.4215,4.6512,6.4738,44.6429,1.9013,17.3212,142250.3,9.11,0.9256,11.865343460949449,0.5401808319036703
397,2022,MRL,19.4215,4.6512,6.4738,44.6429,8.5287,58.8104,174804.8,6.8956,0.6364,12.071425201780787,0.7726319160025512
398,2023,MRL,19.4215,4.6512,6.4738,44.6429,21.0733,74.6481,160361.1,3.5423,0.5462,11.985183426298892,1.1648260839184208
400,2004,HOE,17.1488,-1.2096,5.7163,56.8328,9.6832,11.5728,2445.5598,1.1951,2.2995,7.80202933275752,2.898621473229705
401,2005,HOE,18.0165,-0.9712,6.0055,58.0577,13.3926,18.0246,3329.0376,1.3459,2.7129,8.110438532194328,2.441497233094975
402,2006,HOE,18.8843,-0.7328,6.2948,59.2826,5.3763,7.909,3629.617,1.4711,3.6347,8.19688241205049,1.5341178646297031
403,2007,HOE,19.752,-0.4944,6.584,60.5075,0.5232,0.818,6282.7867,1.5633,1.3741,8.745568903076078,2.5013777953439726
404,2008,HOE,20.6197,-0.256,6.8732,61.7324,2.6705,3.6766,13026.8111,1.3767,1.3488,9.47476490493994,1.748331542539174
405,2009,HOE,22.7241,0.0,7.5747,68.0012,3.7531,5.2515,16006.1557,1.3992,0.7347,9.680728658481828,1.0851172118001164
406,2010,HOE,24.6957,1.0873,8.2319,68.0012,2.5076,4.0549,19112.0155,1.617,2.6955,9.858072500014108,1.557871955531697
407,2011,HOE,24.6957,1.0873,8.2319,68.0012,4.2333,7.1219,19409.3979,1.6824,2.2166,9.873512655589186,1.9600528431669135
408,2012,HOE,25.6212,1.0873,8.5404,68.0012,1.7514,2.8811,20034.673,1.645,1.2025,9.905219701499565,1.5643460597305028
409,2013,HOE,25.6212,1.0873,8.5404,68.0012,-29.3798,-58.827,17582.3691,2.0023,1.0278,9.774651923251858,1.0722082664670216
410,2014,HOE,24.6957,1.0873,8.2319,65.2318,-7.235,-20.6439,16619.8521,2.8533,1.1541,9.718353169452875,0.3187232338400986
411,2015,HOE,25.6212,1.0873,8.5404,68.0012,-116.3296,-298.6789,4348.2044,2.5675,1.7106,8.377518257255755,3.5082981964958564
412,2016,HOE,26.8585,1.0873,8.9528,71.0716,1.0837,1.7129,4914.637,1.5806,1.3506,8.49997317430956,3.835021472755211
413,2017,HOE,24.3336,1.0873,8.1112,66.0747,7.0978,11.154,5247.564,1.5715,3.022,8.565519247904358,3.4878128331067533
414,2018,HOE,25.1886,1.0873,8.3962,66.0747,7.0246,10.357,5435.229,1.4744,3.7611,8.600656932982313,4.904410888766249
415,2019,HOE,25.7922,1.0873,8.5974,66.0747,24.5358,33.9475,7341.475,1.3836,3.1329,8.901295055098549,3.725661215240891
416,2020,HOE,28.3271,2.4162,9.4424,72.3359,15.544,22.5524,10358.426,1.4509,0.6761,9.245555573768936,1.2459435836610029
417,2021,HOE,34.7551,2.4162,11.585,84.8585,4.8104,7.5617,11851.492,1.572,1.7523,9.38020904581063,1.2684347942353105
418,2022,HOE,35.0367,3.2619,11.6789,84.8585,1.4742,2.6904,15272.425,1.8249,3.8613,9.6338041937245,0.4783672187193851
419,2023,HOE,36.9782,4.6814,12.3261,84.8585,11.4905,22.8248,18502.854,1.9864,1.6784,9.825680269438251,0.8582802515701162
