,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,RETURN_ON_ASSET,RETURN_COM_EQY,BS_TOT_ASSET,FNCL_LVRG,PX_TO_BOOK_RATIO,Firm size
11029,2007,HOE,20.6197,-0.256,6.8732,61.7324,0.5232,0.818,6282.7867,1.5633,1.3741,8.745568903076078
11030,2008,HOE,22.7241,0.0,7.5747,68.0012,2.6705,3.6766,13026.8111,1.3767,1.3488,9.474764904939939
11031,2009,HOE,24.6957,1.0873,8.2319,68.0012,3.7531,5.2515,16006.1557,1.3992,0.7347,9.680728658481828
11032,2010,HOE,24.6957,1.0873,8.2319,68.0012,2.5076,4.0549,19112.0155,1.617,2.6955,9.858072500014107
11033,2011,HOE,25.6212,1.0873,8.5404,68.0012,4.2333,7.1219,19409.3979,1.6824,2.2166,9.873512655589186
11034,2012,HOE,25.6212,1.0873,8.5404,68.0012,1.7514,2.8811,20034.673,1.645,1.2025,9.905219701499565
11035,2013,HOE,24.6957,1.0873,8.2319,65.2318,-29.3798,-58.827,17582.3691,2.0023,1.0278,9.774651923251858
11036,2014,HOE,25.6212,1.0873,8.5404,68.0012,-7.235,-20.6439,16619.8521,2.8533,1.1541,9.718353169452875
11037,2015,HOE,26.8585,1.0873,8.9528,71.0716,-116.3296,-298.6789,4348.2044,2.5675,1.7106,8.377518257255755
11038,2016,HOE,24.3336,1.0873,8.1112,66.0747,1.0837,1.7129,4914.637,1.5806,1.3506,8.49997317430956
11039,2017,HOE,25.1886,1.0873,8.3962,66.0747,7.0978,11.154,5247.564,1.5715,3.022,8.565519247904358
11040,2018,HOE,25.7922,1.0873,8.5974,66.0747,7.0246,10.357,5435.229,1.4744,3.7611,8.600656932982313
11041,2019,HOE,28.3271,2.4162,9.4424,72.3359,24.5358,33.9475,7341.475,1.3836,3.1329,8.901295055098549
11042,2020,HOE,34.7551,2.4162,11.585,84.8585,15.544,22.5524,10358.426,1.4509,0.6761,9.245555573768936
11043,2021,HOE,35.0367,3.2619,11.6789,84.8585,4.8104,7.5617,11851.492,1.572,1.7523,9.38020904581063
11044,2022,HOE,36.9782,4.6814,12.3261,84.8585,1.4742,2.6904,15272.425,1.8249,3.8613,9.633804193724501
11045,2023,HOE,36.9782,4.6814,12.3261,84.8585,11.4905,22.8248,18502.854,1.9864,1.6784,9.825680269438251
