,Dates,Company,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ESG_DISCLOSURE_SCORE,RETURN_ON_ASSET,RETURN_COM_EQY,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,NET_OPER_PROFIT_AFTER_TAX
31046,2011-03-31,CNLI,,,,,1.7033,3.2315,1.0871,0.8438,99.3394
31047,2012-03-31,CNLI,,,,,0.9774,2.0261,1.2796,0.7855,99.3394
31048,2013-03-31,CNLI,,,,,1.5622,3.1329,0.9463,0.642,70.7982
31049,2014-03-31,CNLI,,,,,2.3458,4.2993,1.1111,0.7566,54.6579
31050,2015-03-31,CNLI,,,,,2.6147,5.2125,1.2117,0.7655,38.3461
31051,2016-03-31,CNLI,,,,,2.9991,7.1515,1.0989,0.88,134.2227
31052,2017-03-31,CNLI,,,,,4.4621,11.7458,1.724,1.4405,85.2216
31053,2018-03-31,CNLI,,,,,4.3171,10.542,1.3501,1.3698,88.7903
31054,2019-03-31,CNLI,,,,,3.6768,9.0003,1.1296,1.0414,91.0703
31055,2020-03-31,CNLI,,,,,2.4888,6.4599,0.6236,0.7863,97.0091
31056,2021-03-31,CNLI,,,,,1.1974,3.8483,0.5889,0.9319,25.4258
31057,2022-03-31,CNLI,,,,,-7.6638,-30.0844,0.7727,1.4252,-142.3595
31058,2023-03-31,CNLI,,,,,0.3212,1.3358,0.9116,1.2634,-3.2468
31059,2003-03-31,NURECA,,,,,,,,,
31060,2004-03-31,NURECA,,,,,,,,,
31061,2005-03-31,NURECA,,,,,,,,,
31062,2006-03-31,NURECA,,,,,,,,,
31063,2007-03-31,NURECA,,,,,,,,,
31064,2008-03-31,NURECA,,,,,,,,,
31065,2009-03-31,NURECA,,,,,,,,,
31066,2010-03-31,NURECA,,,,,,,,,
31067,2011-03-31,NURECA,,,,,,,,,
31068,2012-03-31,NURECA,,,,,,,,,
31069,2013-03-31,NURECA,,,,,,,,,
31070,2014-03-31,NURECA,,,,,,,,,
31071,2015-03-31,NURECA,,,,,,,,,
31072,2016-03-31,NURECA,,,,,,,,,
31073,2017-03-31,NURECA,,,,,,,,,
31074,2018-03-31,NURECA,,,,,,,,,
31075,2019-03-31,NURECA,,,,,,,,,
31076,2020-03-31,NURECA,,,,,,,,,69.2395
31077,2021-03-31,NURECA,,,,,42.2282,52.0963,19.6277,3.3578,454.7082
31078,2022-03-31,NURECA,,,,,22.2089,24.5485,55.2265,6.3164,398.3296
31079,2023-03-31,NURECA,,,,,-3.8759,-4.1449,17.274,1.5067,-129.085
31080,2003-03-31,MGSF,,,,,,,,,
31081,2004-03-31,MGSF,,,,,,,3.1397,2.3355,
31082,2005-03-31,MGSF,,,,,20.6239,48.5424,5.3878,3.1806,223.4689
31083,2006-03-31,MGSF,,,,,13.7432,19.5277,5.4886,1.4464,360.5734
31084,2007-03-31,MGSF,,,,,12.2669,17.8168,3.5545,1.4462,881.3239
31085,2008-03-31,MGSF,,,,,5.3469,9.2378,1.6309,0.572,200.5979
31086,2009-03-31,MGSF,,,,,-3.8723,-7.5595,2.0177,0.771,200.5979
31087,2010-03-31,MGSF,,,,,5.4372,10.1758,3.4416,0.7776,200.5979
31088,2011-03-31,MGSF,,,,,5.3392,8.3019,2.7087,0.4903,269.4403
31089,2012-03-31,MGSF,,,,,0.3353,0.5451,1.4464,0.5158,7.5508
31090,2013-03-31,MGSF,,,,,0.7526,1.2617,1.4601,0.4856,108.1635
31091,2014-03-31,MGSF,,,,,-0.2421,-0.4017,1.5387,0.4689,57.874
31092,2015-03-31,MGSF,,,,,-0.2421,-0.4017,0.8425,0.6462,62.7408
31093,2016-03-31,MGSF,,,,,0.9591,2.0553,1.1348,0.851,15.8942
31094,2017-03-31,MGSF,,,,,0.5925,1.2676,0.8793,0.7195,44.5238
31095,2018-03-31,MGSF,,,,,0.1081,0.2452,0.3639,0.6688,-10.0215
31096,2019-03-31,MGSF,,,,,0.2166,0.5093,0.3631,0.6464,1.3458
31097,2020-03-31,MGSF,,,,,0.5699,1.3106,0.4742,0.6868,5.6192
31098,2021-03-31,MGSF,,,,,1.5316,2.8338,2.6444,1.6816,-196.8218
31099,2022-03-31,MGSF,,,,,2.6636,4.6736,0.9166,0.9196,-230.856
31100,2023-03-31,MGSF,,,,,,,,,
31101,2003-03-31,RENPL,,,,,,,,,
31102,2004-03-31,RENPL,,,,,,,,,
31103,2005-03-31,RENPL,,,,,,,,,
31104,2006-03-31,RENPL,,,,,,,,,
31105,2007-03-31,RENPL,,,,,,,,,
31106,2008-03-31,RENPL,,,,,,,,,
31107,2009-03-31,RENPL,,,,,,,,,
31108,2010-03-31,RENPL,,,,,,,,,
31109,2011-03-31,RENPL,,,,,,,,,
31110,2012-03-31,RENPL,,,,,,,,,
31111,2013-03-31,RENPL,,,,,,,,,38.5795
31112,2014-03-31,RENPL,,,,,38.1476,54.7704,,,62.394
31113,2015-03-31,RENPL,,,,,16.4893,24.2085,,,45.3114
31114,2016-03-31,RENPL,,,,,16.2861,22.3821,,,51.6649
31115,2017-03-31,RENPL,,,,,11.3333,14.9591,,,40.3249
31116,2018-03-31,RENPL,,,,,12.1976,16.3371,,,53.7604
31117,2019-03-31,RENPL,,,,,12.4207,18.4238,5.8072,1.2189,73.1113
31118,2020-03-31,RENPL,,,,,15.3932,20.3454,5.3282,0.6864,119.8225
31119,2021-03-31,RENPL,,,,,14.8047,17.8392,12.8465,3.6834,133.4288
31120,2022-03-31,RENPL,,,,,,,,,
31121,2023-03-31,RENPL,,,,,,,,,
31122,2003-03-31,DRONE,,,,,,,,,
31123,2004-03-31,DRONE,,,,,,,,,
31124,2005-03-31,DRONE,,,,,,,,,
31125,2006-03-31,DRONE,,,,,,,,,
31126,2007-03-31,DRONE,,,,,,,,,
31127,2008-03-31,DRONE,,,,,,,,,
31128,2009-03-31,DRONE,,,,,,,,,
31129,2010-03-31,DRONE,,,,,,,,,
31130,2011-03-31,DRONE,,,,,,,,,
31131,2012-03-31,DRONE,,,,,,,,,
31132,2013-03-31,DRONE,,,,,,,,,
31133,2014-03-31,DRONE,,,,,,,,,
31134,2015-03-31,DRONE,,,,,,,,,
31135,2016-03-31,DRONE,,,,,,,,,
31136,2017-03-31,DRONE,,,,,,,,,
31137,2018-03-31,DRONE,,,,,,,,,
31138,2019-03-31,DRONE,,,,,,,,,
31139,2020-03-31,DRONE,,,,,,,,,
31140,2021-03-31,DRONE,,,,,,,,,-0.4455
31141,2022-03-31,DRONE,,,,,11.0677,162.1588,,,2.1931
31142,2023-03-31,DRONE,,,,,18.5159,27.4295,,,25.6658
31143,2003-03-31,STPM,,,,,2.7467,5.2402,1.1774,0.5317,138.653
31144,2004-03-31,STPM,,,,,4.6259,8.423,1.5174,0.5589,262.4993
31145,2005-03-31,STPM,,,,,8.8815,16.7053,2.2485,0.9544,210.5537
31146,2006-03-31,STPM,,,,,4.1756,8.9553,1.7696,0.9555,120.9225
31147,2007-03-31,STPM,14.7287,,39.2857,16.9421,4.1756,8.9553,1.7696,0.9555,203.4046
31148,2008-03-31,STPM,14.7287,,39.2857,16.9421,4.1756,8.9553,1.9145,0.6134,203.4046
31149,2009-03-31,STPM,7.309,0.0,22.1553,9.838,-4.6341,-7.7001,1.4838,0.6053,-158.2011
31150,2010-03-31,STPM,7.309,0.6348,45.304,17.7849,-20.3994,-40.3462,0.3483,0.7089,-477.1264
31151,2011-03-31,STPM,7.309,0.6348,45.304,17.7849,-15.323,-42.7458,0.5351,0.7782,-271.7051
31152,2012-03-31,STPM,7.309,0.6348,45.304,17.7849,-12.4209,-50.9849,0.5007,0.8926,-175.4242
31153,2013-03-31,STPM,7.309,0.6348,45.304,17.7849,9.1488,39.1823,1.3297,0.9018,172.0986
31154,2014-03-31,STPM,7.309,0.6348,45.304,17.7849,9.5397,29.8331,1.9542,0.9478,177.8061
31155,2015-03-31,STPM,7.309,0.6348,45.304,17.7849,17.4984,28.9905,2.9843,0.8515,602.9347
31156,2016-03-31,STPM,7.309,0.6348,45.304,17.7849,10.0871,14.3012,3.2169,0.8323,513.355
31157,2017-03-31,STPM,7.309,0.6348,45.304,17.7849,9.2236,12.3524,2.8988,0.5643,488.7404
31158,2018-03-31,STPM,7.309,0.6348,45.304,17.7849,6.0987,7.8992,2.4275,0.4002,328.6654
31159,2019-03-31,STPM,7.309,0.6348,45.304,17.7849,2.7351,3.5379,2.4084,0.5165,115.8709
31160,2020-03-31,STPM,7.309,0.6348,45.304,17.7849,5.5437,7.0701,2.9981,0.5731,219.8463
31161,2021-03-31,STPM,7.309,0.6348,45.304,17.7849,9.3804,11.6314,3.5306,0.4975,587.7712
31162,2022-03-31,STPM,,,,,,,,,
31163,2023-03-31,STPM,,,,,,,,,
31164,2003-03-31,INNA,,,,,,,,,
31165,2004-03-31,INNA,,,,,,,,,
31166,2005-03-31,INNA,,,,,,,,,
31167,2006-03-31,INNA,,,,,,,,,
31168,2007-03-31,INNA,,,,,,,,,
31169,2008-03-31,INNA,,,,,,,,,
31170,2009-03-31,INNA,,,,,,,,,
31171,2010-03-31,INNA,,,,,,,,,
31172,2011-03-31,INNA,,,,,,,,,
31173,2012-03-31,INNA,,,,,,,,,
31174,2013-03-31,INNA,,,,,,,3.5364,0.7063,-24.6087
31175,2014-03-31,INNA,,,,,6.4448,8.8362,3.342,0.9005,51.3403
31176,2015-03-31,INNA,,,,,13.5504,18.8095,5.2155,1.4424,132.3042
31177,2016-03-31,INNA,,,,,5.3779,8.4058,3.411,1.4897,90.1528
31178,2017-03-31,INNA,,,,,6.6016,11.1875,4.6952,1.4272,174.9286
31179,2018-03-31,INNA,,,,,5.8798,10.7561,2.5498,1.2138,266.0041
31180,2019-03-31,INNA,,,,,4.041,8.4568,2.2703,1.0816,251.0093
31181,2020-03-31,INNA,,,,,0.2876,0.6437,2.2522,0.8943,292.915
31182,2021-03-31,INNA,,,,,6.0189,13.3148,2.5886,1.047,309.0164
31183,2022-03-31,INNA,,,,,1.5508,3.2952,2.4824,1.1027,124.4431
31184,2023-03-31,INNA,,,,,-1.1096,-2.4141,2.6566,0.979,-42.5814
31185,2003-03-31,DCMNVL,,,,,,,,,
31186,2004-03-31,DCMNVL,,,,,,,,,
31187,2005-03-31,DCMNVL,,,,,,,,,
31188,2006-03-31,DCMNVL,,,,,,,,,
31189,2007-03-31,DCMNVL,,,,,,,,,
31190,2008-03-31,DCMNVL,,,,,,,,,
31191,2009-03-31,DCMNVL,,,,,,,,,
31192,2010-03-31,DCMNVL,,,,,,,,,
31193,2011-03-31,DCMNVL,,,,,,,,,
31194,2012-03-31,DCMNVL,,,,,,,,,
31195,2013-03-31,DCMNVL,,,,,,,,,
31196,2014-03-31,DCMNVL,,,,,,,,,
31197,2015-03-31,DCMNVL,,,,,,,,,
31198,2016-03-31,DCMNVL,,,,,,,,,
31199,2017-03-31,DCMNVL,,,,,,,,,
31200,2018-03-31,DCMNVL,,,,,,,,,
31201,2019-03-31,DCMNVL,,,,,,,,,465.774
31202,2020-03-31,DCMNVL,,,,,1.1738,2.8496,2.3416,0.7115,96.7284
31203,2021-03-31,DCMNVL,,,,,1.1738,2.8496,3.0177,0.7115,96.7284
31204,2022-03-31,DCMNVL,,,,,1.1738,2.8496,5.2321,1.2539,1211.951
31205,2023-03-31,DCMNVL,,,,,2.4953,4.5467,2.7137,0.8922,164.5097
31206,2003-03-31,TPPL,,,,,2.5631,6.2903,1.7536,0.6602,5.5658
31207,2004-03-31,TPPL,,,,,-2.1291,-5.7557,2.3205,0.7282,5.5658
31208,2005-03-31,TPPL,,,,,9.1037,23.5112,3.1536,0.8882,23.0866
31209,2006-03-31,TPPL,,,,,6.6785,15.5462,4.1706,1.8283,18.4347
31210,2007-03-31,TPPL,,,,,11.1305,25.4533,3.6962,1.3695,29.8439
31211,2008-03-31,TPPL,8.5271,,35.7143,12.8099,12.2619,31.4133,3.3357,1.4818,45.2588
31212,2009-03-31,TPPL,8.5271,,35.7143,12.8099,7.5149,21.0817,2.8552,1.0298,43.1545
31213,2010-03-31,TPPL,8.5271,,35.7143,12.8099,9.5484,29.0963,2.9009,1.4313,55.495
31214,2011-03-31,TPPL,8.5271,5.2632,39.2857,14.876,13.1012,43.5556,2.5586,1.3584,87.8855
31215,2012-03-31,TPPL,2.3256,5.2632,44.6429,12.8099,6.3281,22.2639,2.4821,1.4532,94.2103
31216,2013-03-31,TPPL,2.3256,5.2632,44.6429,12.8099,5.6864,20.4907,2.4338,1.2368,102.8213
31217,2014-03-31,TPPL,2.3256,5.2632,44.6429,12.8099,6.0374,20.2373,3.083,1.5269,114.939
31218,2015-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,6.2341,18.5325,3.198,1.5467,117.1537
31219,2016-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,6.9008,18.3061,3.4442,1.6217,115.2096
31220,2017-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,8.2349,20.2389,5.0846,3.3174,145.6133
31221,2018-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,7.313,18.7445,3.4177,2.1696,157.2533
31222,2019-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,5.7747,15.123,2.5869,1.1411,152.17
31223,2020-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,5.3611,12.7887,2.3773,0.8057,142.754
31224,2021-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,4.2461,8.9693,2.7481,1.1514,114.165
31225,2022-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,6.8197,13.6754,3.3405,1.3909,155.9394
31226,2023-03-31,TPPL,2.3256,10.5263,44.6429,14.0496,7.4411,14.7171,3.752,1.4798,189.5262
31227,2003-03-31,SINF,,,,,,,,,
31228,2004-03-31,SINF,,,,,,,,,
31229,2005-03-31,SINF,,,,,,,1.6836,2.2579,
31230,2006-03-31,SINF,0.0,0.0,50.4816,16.8695,,,1.7833,0.9671,1953.3409
31231,2007-03-31,SINF,0.0,0.0,50.4816,16.8695,3.1368,13.4769,1.9921,1.3047,1932.6795
31232,2008-03-31,SINF,0.0,0.0,50.4816,16.8695,2.7287,12.0604,1.5361,1.1076,2049.0692
31233,2009-03-31,SINF,0.0,0.0,50.4816,16.8695,1.4827,7.2927,1.3725,0.9861,2208.5553
31234,2010-03-31,SINF,0.0,0.0,50.4816,16.8695,0.7926,4.2487,1.1854,0.8973,2146.8469
31235,2011-03-31,SINF,0.0,0.0,63.0042,21.0542,0.7974,4.2762,1.1541,0.8854,2639.6927
31236,2012-03-31,SINF,0.0,0.0,66.0747,22.0803,0.716,3.9319,1.3024,1.0942,2619.7879
31237,2013-03-31,SINF,0.0,0.0,66.0747,22.0803,1.2841,7.2851,1.2873,0.9805,3595.7526
31238,2014-03-31,SINF,0.4228,7.8295,78.5972,29.0112,1.6752,9.2972,1.2544,0.999,4464.6879
31239,2015-03-31,SINF,0.4228,8.8573,78.5972,29.3532,1.2803,7.1365,1.2738,1.1081,3727.0257
31240,2016-03-31,SINF,0.4228,8.8573,84.8585,31.4455,1.3009,6.6532,1.1728,0.8939,3688.2198
31241,2017-03-31,SINF,1.2685,8.8573,84.8585,31.7272,-3.3955,-16.8284,0.599,0.8213,-58.43
31242,2018-03-31,SINF,1.2685,4.6856,84.8585,30.339,-5.0418,-30.9436,0.2084,0.8827,-525.91
31243,2019-03-31,SINF,1.2685,4.6856,84.8585,30.339,-5.5058,-52.3884,0.0412,0.9517,-108.61
31244,2020-03-31,SINF,1.2685,4.6856,84.8585,30.339,-4.6528,-89.6839,0.0756,0.9896,598.58
31245,2021-03-31,SINF,,,,,,,,,
31246,2022-03-31,SINF,,,,,,,,,
31247,2023-03-31,SINF,,,,,,,,,
31248,2003-03-31,DUGLOBAL,,,,,,,,,
31249,2004-03-31,DUGLOBAL,,,,,,,,,
31250,2005-03-31,DUGLOBAL,,,,,,,,,
31251,2006-03-31,DUGLOBAL,,,,,,,,,
31252,2007-03-31,DUGLOBAL,,,,,,,,,
31253,2008-03-31,DUGLOBAL,,,,,,,,,
31254,2009-03-31,DUGLOBAL,,,,,,,,,
31255,2010-03-31,DUGLOBAL,,,,,,,,,
31256,2011-03-31,DUGLOBAL,,,,,,,,,
31257,2012-03-31,DUGLOBAL,,,,,,,,,
31258,2013-03-31,DUGLOBAL,,,,,,,,,
31259,2014-03-31,DUGLOBAL,,,,,,,,,
31260,2015-03-31,DUGLOBAL,,,,,,,,,
31261,2016-03-31,DUGLOBAL,,,,,,,,,
31262,2017-03-31,DUGLOBAL,,,,,,,,,
31263,2018-03-31,DUGLOBAL,,,,,,,,,
31264,2019-03-31,DUGLOBAL,,,,,,,,,1.9626
31265,2020-03-31,DUGLOBAL,,,,,-2.4111,-15.277,,,-5.2937
31266,2021-03-31,DUGLOBAL,,,,,2.6812,10.4327,,,1.3153
31267,2022-03-31,DUGLOBAL,,,,,1.3637,2.9108,10.1586,8.2993,0.4212
31268,2023-03-31,DUGLOBAL,,,,,2.747,4.181,20.0308,8.6125,8.3081
31269,2003-03-31,ASCOM,,,,,,,,,
31270,2004-03-31,ASCOM,,,,,,,,,
31271,2005-03-31,ASCOM,,,,,,,,,
31272,2006-03-31,ASCOM,,,,,,,,,
31273,2007-03-31,ASCOM,,,,,,,,,
31274,2008-03-31,ASCOM,,,,,,,,,
31275,2009-03-31,ASCOM,,,,,,,,,
31276,2010-03-31,ASCOM,,,,,,,,,
31277,2011-03-31,ASCOM,,,,,,,,,
31278,2012-03-31,ASCOM,,,,,,,,,
31279,2013-03-31,ASCOM,,,,,,,,,
31280,2014-03-31,ASCOM,,,,,,,,,
31281,2015-03-31,ASCOM,,,,,,,,,
31282,2016-03-31,ASCOM,,,,,,,,,0.4366
31283,2017-03-31,ASCOM,,,,,6.5708,7.4731,,,4.858
31284,2018-03-31,ASCOM,,,,,36.5054,50.7409,,,44.4163
31285,2019-03-31,ASCOM,,,,,15.9718,27.6131,,,40.5323
31286,2020-03-31,ASCOM,,,,,,,,,
31287,2021-03-31,ASCOM,,,,,,,,,
31288,2022-03-31,ASCOM,,,,,,,,,
31289,2023-03-31,ASCOM,,,,,,,,,
31290,2003-03-31,MASTL,,,,,,,,,
31291,2004-03-31,MASTL,,,,,,,,,
31292,2005-03-31,MASTL,,,,,,,,,
31293,2006-03-31,MASTL,,,,,,,,,
31294,2007-03-31,MASTL,,,,,,,,,
31295,2008-03-31,MASTL,,,,,,,,,
31296,2009-03-31,MASTL,,,,,,,,,
31297,2010-03-31,MASTL,,,,,,,,,
31298,2011-03-31,MASTL,,,,,,,,,
31299,2012-03-31,MASTL,,,,,,,,,
31300,2013-03-31,MASTL,,,,,,,,,
31301,2014-03-31,MASTL,,,,,,,,,
31302,2015-03-31,MASTL,,,,,,,3.8902,0.8928,104.3394
31303,2016-03-31,MASTL,,,,,2.082,3.2995,2.8303,0.5494,57.5609
31304,2017-03-31,MASTL,,,,,3.5501,5.6874,3.4589,0.7003,117.5928
31305,2018-03-31,MASTL,,,,,4.9447,9.2373,2.6874,1.0937,168.1134
31306,2019-03-31,MASTL,,,,,2.3438,4.6133,3.254,0.8689,75.3518
31307,2020-03-31,MASTL,,,,,2.3284,4.5686,1.8921,0.6316,81.0117
31308,2021-03-31,MASTL,,,,,7.0575,12.8229,2.8521,0.8056,224.924
31309,2022-03-31,MASTL,,,,,10.1052,14.4484,5.116,1.0525,305.0168
31310,2023-03-31,MASTL,,,,,3.1642,4.3797,4.3816,0.8625,98.1007
31311,2003-03-31,AXGOLD,,,,,,,,,
31312,2004-03-31,AXGOLD,,,,,,,,,
31313,2005-03-31,AXGOLD,,,,,,,,,
31314,2006-03-31,AXGOLD,,,,,,,,,
31315,2007-03-31,AXGOLD,,,,,,,,,
31316,2008-03-31,AXGOLD,,,,,,,,,
31317,2009-03-31,AXGOLD,,,,,,,,,
31318,2010-03-31,AXGOLD,,,,,,,,,
31319,2011-03-31,AXGOLD,,,,,,,,,
31320,2012-03-31,AXGOLD,,,,,,,,,
31321,2013-03-31,AXGOLD,,,,,,,,,
31322,2014-03-31,AXGOLD,,,,,,,,,
31323,2015-03-31,AXGOLD,,,,,,,,,
31324,2016-03-31,AXGOLD,,,,,,,,,
31325,2017-03-31,AXGOLD,,,,,,,,,
31326,2018-03-31,AXGOLD,,,,,,,,,
31327,2019-03-31,AXGOLD,,,,,,,,,
31328,2020-03-31,AXGOLD,,,,,,,,,
31329,2021-03-31,AXGOLD,,,,,,,,,
31330,2022-03-31,AXGOLD,,,,,,,,,
31331,2023-03-31,AXGOLD,,,,,,,,,
31332,2003-03-31,GEEKAY,,,,,,,,,
31333,2004-03-31,GEEKAY,,,,,,,,,
31334,2005-03-31,GEEKAY,,,,,,,,,
31335,2006-03-31,GEEKAY,,,,,,,,,
31336,2007-03-31,GEEKAY,,,,,,,,,
31337,2008-03-31,GEEKAY,,,,,,,,,
31338,2009-03-31,GEEKAY,,,,,,,,,
31339,2010-03-31,GEEKAY,,,,,,,,,
31340,2011-03-31,GEEKAY,,,,,,,,,
31341,2012-03-31,GEEKAY,,,,,,,,,
31342,2013-03-31,GEEKAY,,,,,,,,,-4.4565
31343,2014-03-31,GEEKAY,,,,,0.6428,3.3025,,,13.4685
31344,2015-03-31,GEEKAY,,,,,0.6498,4.242,,,17.6445
31345,2016-03-31,GEEKAY,,,,,1.574,11.366,,,19.165
31346,2017-03-31,GEEKAY,,,,,1.2153,10.2297,,,11.4772
31347,2018-03-31,GEEKAY,,,,,,,,,
31348,2019-03-31,GEEKAY,,,,,,,,,
31349,2020-03-31,GEEKAY,,,,,,,,,
31350,2021-03-31,GEEKAY,,,,,,,,,
31351,2022-03-31,GEEKAY,,,,,,,,,
31352,2023-03-31,GEEKAY,,,,,,,,,
31353,2003-03-31,VNR,,,,,,,,,
31354,2004-03-31,VNR,,,,,,,,,
31355,2005-03-31,VNR,,,,,,,,2.2477,50.4652
31356,2006-03-31,VNR,,,,,35.4317,66.5342,8.5746,5.1195,178.7857
31357,2007-03-31,VNR,,,,,23.3096,58.3348,3.9665,2.8965,277.5611
31358,2008-03-31,VNR,,,,,19.6942,49.6949,3.7151,2.1354,397.5531
31359,2009-03-31,VNR,,,,,17.4142,38.6249,2.3905,0.9602,538.7766
31360,2010-03-31,VNR,,,,,12.2326,25.5402,2.5516,1.1334,526.4492
31361,2011-03-31,VNR,,,,,11.3986,22.6504,2.7171,0.8847,624.838
31362,2012-03-31,VNR,,,,,9.098,17.301,2.3469,0.7443,721.0521
31363,2013-03-31,VNR,,,,,8.8743,16.698,2.8157,0.8257,793.7247
31364,2014-03-31,VNR,,,,,8.2862,15.2954,2.2936,0.782,912.2618
31365,2015-03-31,VNR,,,,,0.6161,1.124,1.7201,0.6415,316.6542
31366,2016-03-31,VNR,,,,,0.2018,0.3799,2.0903,0.6004,191.2239
31367,2017-03-31,VNR,,,,,0.9461,1.7789,2.1038,0.6007,303.8036
31368,2018-03-31,VNR,,,,,-3.8853,-7.5455,1.0011,0.6255,-74.7154
31369,2019-03-31,VNR,,,,,-3.8521,-8.2296,0.6854,0.6018,-57.4256
31370,2020-03-31,VNR,,,,,-1.4528,-3.0491,0.9287,0.5399,24.6363
31371,2021-03-31,VNR,,,,,10.2975,17.0704,3.2143,0.89,392.7711
31372,2022-03-31,VNR,,,,,7.1718,9.6878,3.7465,0.8635,348.6666
31373,2023-03-31,VNR,,,,,4.5,5.8993,3.9186,0.5955,195.4398
31374,2003-03-31,GSE,,,,,1.1206,2.809,2.3509,1.4012,
31375,2004-03-31,GSE,,,,,9.9172,21.9327,2.4308,0.9307,
31376,2005-03-31,GSE,,,,,0.8306,1.6199,1.4294,0.9916,6.1266
31377,2006-03-31,GSE,,,,,1.981,3.8662,2.6397,0.918,6.1266
31378,2007-03-31,GSE,,,,,18.7211,35.5874,4.2053,1.6546,111.055
31379,2008-03-31,GSE,,,,,11.6873,23.5858,4.2065,2.9671,142.4335
31380,2009-03-31,GSE,,,,,1.5475,3.1394,1.0014,0.66,-35.6893
31381,2010-03-31,GSE,,,,,1.1863,2.1571,1.9826,0.8203,37.7798
31382,2011-03-31,GSE,,,,,1.8939,3.1,1.867,0.5158,27.2589
31383,2012-03-31,GSE,,,,,2.7889,4.2064,1.7132,0.4488,42.0772
31384,2013-03-31,GSE,,,,,4.4191,6.5783,1.9045,0.4238,50.4435
31385,2014-03-31,GSE,,,,,1.9001,2.6957,1.9049,0.3187,11.5901
31386,2015-03-31,GSE,,,,,-2.7672,-3.8257,1.6487,0.3946,-10.6442
31387,2016-03-31,GSE,,,,,-1.2622,-1.7535,1.3627,0.3523,-12.9818
31388,2017-03-31,GSE,,,,,-7.2981,-9.9384,1.2838,0.5288,-65.9738
31389,2018-03-31,GSE,,,,,2.1609,2.9161,2.2765,0.6537,15.525
31390,2019-03-31,GSE,,,,,-1.5489,-2.0238,2.2712,0.64,-12.2657
31391,2020-03-31,GSE,,,,,-0.2135,-0.2903,1.6903,0.5211,-6.4
31392,2021-03-31,GSE,,,,,-0.9603,-1.294,2.1965,0.5119,-6.885
31393,2022-03-31,GSE,,,,,0.7026,0.9119,9.1112,3.2561,-10.16
31394,2023-03-31,GSE,,,,,0.4922,0.6676,5.6594,1.9192,2.9122
31395,2003-03-31,HM,,,,,-3.343,-15.7136,1.3946,0.9578,
31396,2004-03-31,HM,,,,,-10.7914,-69.6945,0.796,1.1603,
31397,2005-03-31,HM,,,,,-10.7914,-69.6945,0.796,1.1603,
31398,2006-03-31,HM,,,,,-10.7914,-69.6945,1.3283,1.7957,
31399,2007-03-31,HM,,,,,7.6112,27.1094,2.2422,1.7733,-316.2455
31400,2008-03-31,HM,,,,,-8.5547,-27.195,0.9423,1.223,-628.9563
31401,2009-03-31,HM,,,,,-10.3121,-43.9514,0.8166,1.6301,-748.0701
31402,2010-03-31,HM,,,,,-7.6917,-54.1295,0.8821,1.4797,-463.3843
31403,2011-03-31,HM,,,,,-8.1673,-86.0416,-0.0935,1.3957,-732.4043
31404,2012-03-31,HM,,,,,-8.1673,-86.0416,-6.4615,3.7233,-405.3127
31405,2013-03-31,HM,,,,,-51.8867,-86.0416,-10.2605,4.8342,-261.6475
31406,2014-03-31,HM,,,,,-35.4046,-86.0416,-14.2615,8.6915,-173.7686
31407,2015-03-31,HM,,,,,126.6185,-86.0416,-7.6731,5.0025,-157.8658
31408,2016-03-31,HM,,,,,126.6185,-86.0416,-9.6234,4.6145,-46.1739
31409,2017-03-31,HM,,,,,13.5081,-86.0416,-8.713,6.6554,-28.3001
31410,2018-03-31,HM,,,,,,,,,
31411,2019-03-31,HM,,,,,,,,,
31412,2020-03-31,HM,,,,,,,,,
31413,2021-03-31,HM,,,,,,,,,
31414,2022-03-31,HM,,,,,,,,,
31415,2023-03-31,HM,,,,,,,,,
31416,2003-03-31,SKYGOLD,,,,,,,,,
31417,2004-03-31,SKYGOLD,,,,,,,,,
31418,2005-03-31,SKYGOLD,,,,,,,,,
31419,2006-03-31,SKYGOLD,,,,,,,,,
31420,2007-03-31,SKYGOLD,,,,,,,,,
31421,2008-03-31,SKYGOLD,,,,,,,,,
31422,2009-03-31,SKYGOLD,,,,,,,,,
31423,2010-03-31,SKYGOLD,,,,,,,,,
31424,2011-03-31,SKYGOLD,,,,,,,,,
31425,2012-03-31,SKYGOLD,,,,,,,,,
31426,2013-03-31,SKYGOLD,,,,,,,,,
31427,2014-03-31,SKYGOLD,,,,,,,,,23.5017
31428,2015-03-31,SKYGOLD,,,,,2.9561,10.9357,,,27.7728
31429,2016-03-31,SKYGOLD,,,,,2.9376,10.5621,,,28.8242
31430,2017-03-31,SKYGOLD,,,,,2.6155,9.0452,,,28.054
31431,2018-03-31,SKYGOLD,,,,,5.0898,21.5859,,,48.8437
