Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,NET_INCOME,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,RETURN_COM_EQY,SALES_REV_TURN,BS_TOT_ASSET,BS_CUR_ASSET_REPORT,BS_TOT_NON_CUR_ASSET,BS_TOTAL_LIABILITIES,BS_CUR_LIAB,NON_CUR_LIAB,BS_PURE_RETAINED_EARNINGS,BS_RETAIN_EARN,IS_TOTAL_EXPENSES,BS_SH_OUT,BS_GOODWILL,CF_DVD_PAID,IS_RD_EXPEND,NET_OPER_PROFIT_AFTER_TAX,NET_OPER_PROFIT_AFTER_TAX.1,NET_INCOME.1,EBIT,EBK_EMPL_TURNOVER_RATE,NUMBER_EMPLOYEES_CSR,WACC_COST_EQUITY,WACC,WACC_COST_DEBT,WACC.1,FNCL_LVRG,BOOK_VAL_PER_SH,IS_EPS,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,TOT_DEBT_TO_COM_EQY
2017-03-31,SRCM,57.8312,50.6191,40.4172,82.36,13390.8,11.9207,5.6404,5.5629,8.537,85943.0,111659.8,32821.9,78837.9,34679.8,19890.2,14789.6,26321.4,76366.3,,34.8372,0.0,-4846.1,225.5,11358.4725,11358.4725,13390.8,12984.3,4.62,14581.0,11.5923,11.514,7.9079,11.514,1.5346,2209.7053,384.38,7.731,12.0043,16.7905
2018-03-31,SRCM,61.4928,57.3845,42.1403,84.8585,13841.5,6.9394,4.1388,10.5228,16.6819,98331.0,151416.7,57002.5,94414.2,62450.1,29671.5,32778.6,33339.5,88352.9,,34.8372,0.0,-1843.31,435.3,11923.279,11923.279,13841.5,15733.5,5.04,16053.0,11.5534,11.3252,7.5386,11.3252,1.5853,2553.7798,397.32,6.3421,15.5711,38.2337
2019-03-31,SRCM,60.507,57.9583,38.6034,84.8585,10063.9,8.4257,4.5734,6.5703,10.8404,125546.5,154930.5,47192.2,107738.3,57598.2,21265.8,36332.4,39131.3,96093.8,,34.8372,0.0,-2407.1,320.7,11717.6177,11717.6177,10063.9,13218.7,6.18,5837.0,11.3446,11.2404,8.8218,11.2404,1.6499,2775.9817,288.88,6.7247,8.7009,28.9658
2020-03-31,SRCM,57.3886,45.4545,41.7473,84.8585,15358.5,7.1835,3.514,8.668,13.4487,128683.9,199441.5,78938.2,120503.3,67059.1,40155.6,26903.5,45282.9,107247.2,,36.0807,0.0,-6284.1,484.0,15411.9365,15411.9365,15358.5,19252.2,16.72,6185.0,16.4466,15.9518,6.3204,15.9518,1.5515,3649.9881,435.35,4.8072,36.178,24.698
2021-03-31,SRCM,56.433,45.7264,38.6034,84.8585,22858.7,12.2036,5.2261,11.0276,16.0037,135597.7,215131.7,81873.3,133258.4,60646.0,44430.7,16215.3,63278.8,129527.0,,36.0807,0.0,-111.3,278.6,21562.989,21562.989,22858.7,28021.0,16.72,19762.0,9.7624,9.6834,5.9133,9.6834,1.4512,4267.4864,633.54,6.9046,16.9178,14.4822
2022-03-31,SRCM,61.9656,54.334,46.6143,84.8585,23319.4,9.9778,3.916,10.3042,14.1942,150095.6,237488.8,84703.3,152785.5,62383.1,46864.4,15518.7,77862.2,150155.7,,36.0807,0.0,-3843.3,248.5,20511.7622,20511.7622,23319.4,25311.5,16.72,19464.0,11.0209,10.9221,6.9018,10.9221,1.3775,4839.2234,646.31,4.9662,13.3975,12.1946
2023-03-31,SRCM,61.9656,54.334,46.6143,84.8585,12707.0,8.8053,3.8802,5.0744,7.0405,178523.3,263339.4,89679.3,173660.1,76569.8,67321.2,9248.6,87215.6,161916.9,,36.0807,0.0,-3245.2,378.3,10438.7753,10438.7753,12707.0,12294.7,16.72,19941.0,10.697,10.631,8.3422,10.631,1.3875,5165.1923,352.18,5.0699,6.736,14.6166
2003-03-31,ACEM,20.9986,-8.1723,7.6554,63.3598,2931.8999,1.6163,1.3909,6.617,14.1964,21725.9004,45344.3008,10038.2002,35306.1008,,6664.7998,19381.8003,1136.9,7859.3999,,1164.8832,,-909.8,2.8,,,2931.8999,3727.5,,,6.8076,5.8975,4.4305,5.8975,2.1454,12.1446,2.5185,2.2529,-47.9082,139.7477
2004-03-31,ACEM,24.3197,-2.8593,10.5967,65.0736,3624.3,2.2593,1.7194,7.8745,22.9555,24177.8,46707.3,8009.6,38697.7,,6145.5,16756.5,1640.4,6476.0,,1345.4996,,-1694.5,230.8,3939.2698,3939.2698,3624.3,4561.0,,,6.6734,6.4648,5.1275,6.4648,2.9152,12.9541,2.8891,2.9278,23.2049,45.689
2005-03-31,ACEM,27.6407,2.4537,13.538,66.7874,5180.9,3.7208,2.2691,11.4258,25.0029,30854.7,43980.2,8176.5,35803.7,,5450.5,14439.3,2467.8,12033.6,,1351.8826,,-1827.4,452.2,5279.5358,5279.5358,5180.9,6099.6,,,5.072,5.0182,4.6484,5.0182,2.1883,17.7623,3.8445,3.3244,37.7675,48.3621
2006-03-31,ACEM,26.0135,7.309,9.9758,60.6261,23988.7,8.8685,3.9791,46.7341,76.1096,71273.1,58680.1,14089.9,44590.2,,7047.4,12492.4,5305.9,24467.7,,1516.8286,,-4783.5,25.6,23148.0531,23148.0531,23988.7,26422.9,,2366.0,9.0492,8.9185,5.6887,8.9185,1.6287,25.7233,11.19,5.4834,62.4889,22.1791
2007-03-31,ACEM,25.1786,7.309,9.9758,58.1276,10554.1,9.1695,3.3948,16.2146,24.1216,57920.8,71499.8,28435.4,43064.4,,12622.1,6235.4,6837.4,33609.4,,1522.3754,39.0,-5830.8,6.6,9566.8604,9566.8604,10554.1,18115.9,,2702.0,11.0012,10.892,3.6773,10.892,1.4876,31.8512,12.14,4.6168,24.2753,6.985
2008-03-31,ACEM,34.8959,7.309,21.705,75.5268,13897.1,4.7065,1.64,18.5714,26.4195,62474.1,78161.5,25174.1,52987.4,,14815.6,6631.9,6758.4,41821.1,,1523.7114,39.0,-3902.3,7.8,10620.2438,10620.2438,13897.1,15012.8,,4080.0,12.936,12.731,5.1534,12.731,1.4226,37.221,9.13,1.882,16.9614,5.0899
2009-03-31,ACEM,37.5717,8.1244,28.9299,75.5268,12168.4,5.6177,2.0625,14.591,20.0479,70768.7,88631.6,25517.8,63113.8,23952.6,17510.5,6442.1,6649.6,49711.3,,1523.7114,39.0,-3900.4,32.4,11284.6264,11284.6264,12168.4,16709.1,,5409.0,10.4911,10.455,6.9966,10.455,1.374,42.4483,7.99,2.4559,14.0442,2.5619
2010-03-31,ACEM,43.0842,17.759,29.5647,81.7881,12629.7,5.8439,2.413,13.1678,18.3113,73902.1,103195.5,37118.3,66077.2,29930.0,24124.2,5805.8,6404.4,57757.1,,1529.8591,39.0,-4248.4,16.6,11867.0812,11867.0812,12629.7,15609.2,,5769.0,11.2074,11.1985,8.2032,11.1985,1.3906,47.8904,8.28,2.9902,13.2756,0.8876
2011-03-31,ACEM,54.3306,47.5687,33.5248,81.7881,12277.4,5.4829,2.3624,11.2142,15.9538,85210.3,115766.6,42791.0,72975.6,35095.2,27918.9,7176.3,5987.2,64647.6,,1534.3693,403.0,-4963.5,7.7,11190.1568,11190.1568,12277.4,15509.0,,5591.0,10.9259,10.9187,8.417,10.9187,1.4226,52.5602,8.02,2.9557,10.0747,0.8511
2012-03-31,ACEM,57.6904,52.3709,36.3059,84.2866,12932.1,6.8949,2.797,10.8118,15.3387,97395.4,123455.8,52942.9,70512.9,35473.3,29330.1,6143.2,10480.9,71066.4,,1542.1844,461.5,-5697.0,12.7,13088.7681,13088.7681,12932.1,19207.1,,5872.0,10.6874,10.6813,7.5661,10.6813,1.4187,57.0451,8.41,3.5218,9.0857,0.6861
2013-03-31,ACEM,59.7727,58.6228,36.3059,84.2866,12785.7,6.2647,2.4489,10.1063,14.0046,91098.8,129567.9,55273.3,74294.6,34941.9,28533.3,6408.6,15257.7,77288.0,,1545.8603,461.5,-6467.3,10.1,9940.6728,9940.6728,12785.7,11650.3,,6073.0,11.5871,11.5849,10.2566,11.5849,1.3857,61.2079,8.28,2.9841,7.5531,0.5103
2014-03-31,ACEM,59.7727,58.6228,36.3059,84.2866,14865.0,7.0868,2.8299,11.0787,15.2213,99305.4,138784.9,60027.1,78757.8,38078.0,31446.2,6631.8,19411.5,82853.5,,1549.7458,473.7,-7224.6,54.4,11858.7638,11858.7638,14865.0,14152.4,,14865.0,12.3211,12.318,9.101,12.318,1.3739,64.9782,9.61,3.522,6.4266,0.3379
2015-03-31,ACEM,68.816,65.1767,56.3482,84.8585,8078.8,6.2682,2.5029,5.7682,7.9432,93880.0,141329.6,65209.9,76119.7,38608.4,32295.3,6313.1,21171.3,84527.1,,1551.8974,473.7,-8940.5,23.6,6283.3198,6283.3198,8078.8,9125.0,,16956.0,13.0719,13.0655,7.2952,13.0655,1.3771,66.1861,5.21,3.0679,2.0003,0.3408
2016-03-31,ACEM,68.6048,65.1767,53.2044,87.357,11050.8,3.9803,1.6441,4.7068,7.3446,200937.7,328238.1,82881.6,245356.5,86326.5,74081.3,12245.2,9884.8,69526.3,,1985.6452,78814.9,-8722.2,23.6,12286.7024,12286.7024,11050.8,17202.6,6.29,11539.0,12.8542,12.8517,6.4255,12.8517,1.5604,99.8211,5.57,2.0667,92.9719,0.0794
2017-03-31,ACEM,72.035,73.9052,54.7763,87.357,15163.6,4.5325,1.939,4.4379,7.4895,236086.9,355129.2,110945.6,244183.6,102327.6,88773.2,13554.4,18437.6,78039.1,,1985.6452,78814.9,-8601.6,23.6,18538.1026,18538.1026,15163.6,26381.3,6.1,12146.0,11.472,11.47,7.1091,11.47,1.6876,104.1082,7.64,2.6131,4.2949,0.1167
2018-03-31,ACEM,71.6025,71.0359,56.3482,87.357,21774.0,4.2977,1.5979,5.9775,10.1174,260409.4,373407.3,124068.5,249338.8,97390.6,83942.6,13448.0,35420.4,95021.9,,1985.6452,78814.9,-5088.4,0.0,29361.43,29361.43,21774.0,28663.3,12.36,11053.0,10.704,10.7035,10.1769,10.7035,1.6926,112.661,10.97,1.998,8.2153,0.1774
2019-03-31,ACEM,74.3285,79.2208,56.3482,87.357,20950.0,3.8795,1.3706,5.4048,9.0207,271035.5,401823.4,143190.1,258633.3,103675.9,90703.1,12972.8,52487.0,112097.0,,1985.6452,78814.9,-3860.7,0.0,24738.6973,24738.6973,20950.0,34446.5,10.8,11460.0,13.1563,13.1502,6.5008,13.1502,1.669,121.2603,10.55,1.6184,7.6329,0.1465
2020-03-31,ACEM,76.9842,81.1839,57.3458,92.354,23654.4,4.2636,1.6711,5.9208,10.101,240938.6,397207.0,128048.3,269158.7,106222.1,92604.0,13618.1,39259.8,98893.1,,1985.6452,78761.1,-36646.1,0.0,30008.9148,30008.9148,23654.4,38554.7,5.89,10980.0,10.1666,10.1282,6.0927,10.1282,1.706,114.6106,11.91,2.1713,-5.4838,2.0679
2021-03-31,ACEM,73.6646,76.9556,51.6022,92.354,27803.8,5.1911,2.0973,6.5476,11.5581,285480.8,452072.8,170224.2,281848.6,127085.1,112278.9,14806.2,65162.0,124854.5,,1985.6452,78696.9,-2021.0,0.0,36344.6904,36344.6904,27803.8,50579.1,8.76,10900.0,9.5423,9.5209,6.1315,9.5209,1.7652,127.6851,14.0,2.9565,11.4078,1.8661
2022-03-31,ACEM,73.6646,76.9556,51.6022,92.354,19245.3,4.7183,1.7908,6.5476,11.5581,310369.9,517214.6,192493.7,324720.9,129649.1,115136.7,14512.4,78577.0,138298.2,,1985.9717,78696.9,-2021.0,0.0,20085.7634,20085.7634,19245.3,23592.1,8.76,10900.0,10.4274,10.414,8.5519,10.414,1.7652,159.6105,9.69,2.2903,11.4078,1.6491
2023-03-31,ACEM,34.2828,13.0798,19.4207,70.2149,,5.2859,2.4987,17.5184,29.6975,3173.712,,-8229.8933,,,-7058.9743,,,,,,,,,,,,,,,,,,,1.8464,7.9487,5.9388,3.4585,17.0344,42.7195
2003-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,699.6683,34.148,-423.017,-824.0678,-201817.414,,-342475.856,,,-18093.374,,,,,,,,,,,,,,,,,,,6.4022,-10.1438,-14.2876,34.57,1503.5261,26.4982
2004-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,665.3024,32.5443,-401.5468,-781.9117,-188696.123,,-320475.893,,,-16632.943,,,,,,,,,,,,,,,,,,,6.1286,-8.4733,-13.6308,32.9511,1436.9844,25.2288
2005-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,630.9365,30.9406,-380.0766,-739.7557,-175574.832,,-298475.93,,,-15172.512,,,,,,,,,,,,,,,,,,,5.8551,-6.8028,-12.9741,31.3322,1370.4428,23.9593
2006-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,596.5706,29.3369,-358.6063,-697.5997,-162453.541,,-276475.967,,,-13712.081,,,,,,,,,,,,,,,,,,,5.5815,-5.1323,-12.3174,29.7133,1303.9011,22.6899
2007-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,562.2047,27.7332,-337.1361,-655.4437,-149332.25,,-254476.004,,,-12251.65,,,,,,,,,,,,,,,,,,,5.308,-3.4618,-11.6606,28.0944,1237.3594,21.4205
2008-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,527.8388,26.1295,-315.6658,-613.2877,-136210.959,,-232476.041,,,-10791.219,,,,,,,,,,,,,,,,,,,5.0344,-1.7913,-11.0039,26.4755,1170.8177,20.1511
2009-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,493.4729,24.5258,-294.1956,-571.1317,-123089.668,,-210476.078,,,-9330.788,,,,,,,,,,,,,,,,,,,4.7608,-0.1208,-10.3471,24.8566,1104.276,18.8817
2010-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,459.107,22.9221,-272.7254,-528.9757,-109968.377,,-188476.115,,,-7870.357,,,,,,,,,,,,,,,,,,,4.4873,1.5497,-9.6904,23.2377,1037.7343,17.6123
2011-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,424.7411,21.3184,-251.2551,-486.8197,-96847.086,,-166476.152,,,-6409.926,,,,,,,,,,,,,,,,,,,4.2137,3.2202,-9.0337,21.6188,971.1926,16.3429
2012-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,390.3752,19.7147,-229.7849,-444.6637,-83725.795,,-144476.189,,,-4949.495,,,,,,,,,,,,,,,,,,,3.9402,4.8907,-8.3769,19.9999,904.6509,15.0735
2013-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,356.0093,18.111,-208.3146,-402.5077,-70604.504,,-122476.226,,,-3489.064,,,,,,,,,,,,,,,,,,,3.6666,6.5612,-7.7202,18.381,838.1092,13.8041
2014-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,321.6434,16.5073,-186.8444,-360.3516,-57483.213,,-100476.263,,,-2028.633,,,,,,,,,,,,,,,,,,,3.393,8.2317,-7.0634,16.7621,771.5675,12.5347
2015-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,287.2775,14.9036,-165.3742,-318.1956,-44361.922,,-78476.3,,,-568.202,,,,,,,,,,,,,,,,,,,3.1195,9.9022,-6.4067,15.1432,705.0259,11.2652
2016-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,252.9116,13.2999,-143.9039,-276.0396,-31240.631,,-56476.337,,,892.229,,,,,,,,,,,,,,,,,,,2.8459,11.5727,-5.75,13.5243,638.4842,9.9958
2017-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,218.5457,11.6962,-122.4337,-233.8836,-18119.34,,-34476.374,,,2352.66,,,,,,,,,,,,,,,,,,,2.5724,13.2432,-5.0932,11.9054,571.9425,8.7264
2018-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,,184.1798,10.0925,-100.9634,-191.7276,-4998.049,,-12476.411,,,3813.091,,,,,,,,,,,,,,,,,,,2.2988,14.9137,-4.4365,10.2865,505.4008,7.457
2019-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,-9652.28,149.8139,8.4888,-79.4932,-149.5716,13125.86,34134.05,29718.4,4415.65,8449.25,7061.18,1388.07,-22624.81,-18353.03,,,1884.85,0.0,,-19039.954,-19039.954,-9652.28,-22869.16,,,11.2931,11.2367,9.8474,11.2367,2.0252,16.5842,-2.57,8.6676,438.8591,4.0082
2020-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,-23671.58,115.448,6.8851,-74.9838,-143.0446,26047.37,29003.82,12633.57,16370.25,21971.01,7208.33,14762.68,-46663.52,-41065.81,,,12092.85,0.0,,-23879.369,-23879.369,-23671.58,-23889.38,,,15.5962,14.9016,8.227,14.9016,1.9077,18.2547,-5.42,7.0487,-72.6996,10.3102
2021-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,-8128.16,81.0821,5.2814,-14.0093,-18.4553,19937.89,87035.43,41505.42,45530.01,6105.35,5177.41,927.94,-56003.06,-47575.83,,,12477.84,0.0,,-6692.789,-6692.789,-8128.16,-6049.11,,,9.9644,9.9466,7.9556,9.9466,1.3174,19.9252,-1.51,5.4298,1041.0163,0.8963
2022-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,-12087.0,46.7162,3.6777,-9.2868,-9.8251,41924.0,173270.0,75450.0,97820.0,8281.0,7115.0,1166.0,-67286.0,-55507.0,,7642.9406,12093.0,0.0,,-17416.8,-17416.8,-12087.0,-19919.0,,3859.0,12.9198,12.9151,8.7335,12.9151,1.058,21.5957,-1.67,3.8109,103.8039,0.4259
2023-03-31,ZOMATO,41.4043,26.2156,21.7654,76.0987,-9713.0,12.3503,2.074,-4.9905,-5.4013,70794.0,215987.0,108310.0,107677.0,21455.0,14410.0,7045.0,-75089.0,-60895.0,,8363.9754,47166.0,0.0,,-13834.2,-13834.2,-9713.0,-16472.0,,3886.0,11.4441,11.427,9.9882,11.427,1.0823,23.2662,-1.1613,2.192,17.8989,2.6033
2003-03-31,BJHI,17.0458,-0.3047,-10.4784,61.747,5349.2474,,1.2278,8.8765,17.2052,50768.8308,65200.1067,,,,,10362.1271,,32304.3761,,101.1835,,,,5303.5465,5303.5465,5349.2474,7855.6196,,,7.2497,6.7016,3.5441,6.7016,1.9383,332.8733,52.87,1.4409,18.1774,25.0146
2004-03-31,BJHI,17.8281,-0.2655,-9.0871,62.6633,7438.4575,,1.6935,10.4475,20.54,52781.8613,77196.7634,,,,,12152.8752,,37005.6569,,101.1835,,,,7356.8394,7356.8394,7438.4575,9698.5332,,,7.0694,6.7693,4.0209,6.7693,1.966,382.9443,73.5145,2.3817,15.0421,26.0082
2005-03-31,BJHI,18.6103,-0.2263,-7.6958,63.5797,8013.4199,,1.6526,8.9935,19.4678,70310.081,101008.6372,,,,,21427.578,,41694.5283,,101.1835,,,,6985.0101,6985.0101,8013.4199,10036.5525,,,7.6701,7.3309,4.3099,7.3309,2.1647,430.6732,79.1969,2.5126,12.4636,28.2071
2006-03-31,BJHI,19.3926,-0.1872,-6.3044,64.496,10704.4,,2.5386,8.6392,22.3972,91780.0,146800.1,,,,,46002.4,,48140.4,,101.1835,,,,10622.2779,10622.2779,10704.4,15680.3,,,9.3029,9.0635,4.5355,9.0635,2.5925,514.0166,105.7747,5.3427,19.3519,28.253
2007-03-31,BJHI,20.1748,-0.148,-4.9131,65.4124,12502.4,,1.8948,7.0919,22.0271,114209.9,205780.7,,,,,77622.5,,55703.4,,101.1835,,,,12433.2153,12433.2153,12502.4,17738.9,,,9.3135,9.0153,4.5093,9.0153,3.1059,607.8886,123.5415,3.9935,18.2624,26.4262
2008-03-31,BJHI,20.1288,0.0,0.0,60.2348,5256.8999,,1.3808,3.8166,10.0195,3622.7,69695.1016,,,,,0.0,45.8,42413.5,,101.1835,,,,3260.0643,3260.0643,5256.8999,3524.0,,,8.2888,8.2888,0.0,8.2888,2.6252,429.1737,51.9457,1.6112,-29.3993,0.0
2009-03-31,BJHI,23.2673,0.0,0.0,69.6267,3029.5,,0.7768,4.395,6.8246,1595.7,68167.3,,,22810.6,,22508.4,0.0,44344.9,,101.1835,324.0,,,1161.6985,1161.6985,3029.5,1181.7,,,11.6581,11.6581,0.0,11.6581,1.5528,448.2618,29.9358,0.6646,4.4476,0.0
2010-03-31,BJHI,23.2673,0.0,0.0,69.6267,13573.4,,1.1426,21.2348,26.9014,7194.2,59673.7,,,4118.2,,3789.2,1648.0,52359.2,,106.0425,2130.9,0.0,,6875.7299,6875.7299,13573.4,7085.8,,,10.7369,10.7369,0.0,10.7369,1.2669,523.8984,133.9921,1.1532,22.4858,0.0
2011-03-31,BJHI,23.2673,0.0,0.0,69.6267,23227.6,,1.177,33.4028,35.7172,9004.1,79402.0,,,4893.7,,233.6,4123.9,68951.2,,111.2935,3418.5,0.0,,23229.8116,23229.8116,23227.6,8885.1,,,12.0372,12.0372,0.0,12.0372,1.0693,669.4757,217.0,1.1886,34.1151,0.0
2012-03-31,BJHI,23.2673,0.0,0.0,69.6267,16791.7,,1.0429,19.6682,20.8194,3010.3,91347.7,,,4547.5,,286.4,4894.0,81243.1,,111.2935,3527.2,0.0,,16887.8912,16887.8912,16791.7,2891.8,,,10.0861,10.0861,0.0,10.0861,1.0585,779.9215,150.8776,1.0452,16.4974,0.0
2013-03-31,BJHI,23.2673,0.0,0.0,69.6267,18563.8,,0.9821,18.6229,19.5151,3395.3,108018.1,,,4567.2,,279.4,6244.4,97893.8,,111.2935,5051.1,0.0,,18565.6881,18565.6881,18563.8,3222.7,,,9.0625,9.0625,0.0,9.0625,1.0479,929.5322,166.8,0.9814,19.1828,0.0
2014-03-31,BJHI,25.2389,0.0,0.0,75.5268,19875.6,,0.9523,17.0973,17.7905,4275.5,124482.4,,,4492.6,,357.8,7399.4,114432.7,,111.2935,5051.1,0.0,,19875.6,19875.6,19875.6,3995.7,,,10.6117,10.6117,0.0,10.6117,1.0405,1078.1383,178.6,0.9505,15.9872,0.0
2015-03-31,BJHI,27.6532,0.0,4.1717,78.5972,20292.4,,1.0744,15.4073,15.9832,5590.1,138929.8,,,4997.5,,350.0,9101.6,132819.4,,111.2935,5182.1,-3909.7,,19875.6,19875.6,20292.4,5131.9,,,10.203,10.203,0.0,10.203,1.0374,1203.4152,182.3323,1.0771,11.6197,0.0
2016-03-31,BJHI,27.6532,0.0,4.1717,78.5972,22652.4,,1.0679,15.4283,15.793,4765.0,154716.8,,,1783.6,,365.5,13619.0,151820.3,,111.2935,5182.1,-7607.6,,19875.6,19875.6,22652.4,4299.0,,,10.3097,10.3097,0.0,10.3097,1.0236,1374.143,203.5375,1.0687,14.1869,0.0
2017-03-31,BJHI,26.8383,0.4228,13.8755,66.0747,24731.9,,1.3502,14.8271,14.9387,8502.5,178886.7,,,707.7,,372.3,17549.3,177066.1,,111.2935,5543.2,-931.0,,24731.9,24731.9,24731.9,6302.6,,10.0,10.3667,10.3667,0.0,10.3667,1.0075,1600.9828,222.2,1.3516,16.5077,0.0
2018-03-31,BJHI,26.8383,0.4228,13.8755,66.0747,26547.5,,1.1762,12.3023,12.3422,4196.7,252699.7,,,687.4,,236.8,42182.2,250899.4,,111.2935,0.0,-3605.4,,3390.1374,3390.1374,26547.5,3498.3,,10.0,11.2611,11.2611,0.0,11.2611,1.0032,2264.3935,238.5359,1.1767,41.4377,0.0
2019-03-31,BJHI,32.6929,0.4228,13.8755,83.5942,30483.8,,1.4099,11.6619,11.69,4267.0,270094.0,,,571.0,,79.0,66558.5,268410.1,,111.2935,0.0,-4445.4,,3250.6873,3250.6873,30483.8,3380.4,,11.0,10.3388,10.3388,0.0,10.3388,1.0024,2421.7315,273.9,1.4108,6.9484,0.0
2020-03-31,BJHI,31.023,0.4228,13.8755,78.5972,29920.0,,0.7636,10.0095,10.9365,3933.8,327739.0,,,4742.8,,2348.0,84721.8,272078.3,,111.2935,0.0,-9993.4,,1985.0334,1985.0334,29920.0,2135.5,,19.0,15.9891,15.9124,6.7687,15.9124,1.0926,2494.6235,268.8387,0.721,3.0099,0.6043
2021-03-31,BJHI,31.023,0.4228,13.8755,78.5972,36498.3,,0.9886,9.327,11.2423,3991.1,454895.9,,,13719.6,,11798.0,123720.0,366112.5,,111.2935,0.0,-62.1,,2485.9833,2485.9833,36498.3,2561.9,,20.0,9.7861,9.773,6.2541,9.773,1.2053,3339.5442,327.9463,0.9861,33.8697,0.3664
2022-03-31,BJHI,31.8781,0.4228,16.445,78.5972,40556.8,,1.2412,8.1869,10.138,4296.9,535876.3,,,20071.3,,18331.2,147577.8,422865.4,,111.2935,0.0,-14295.7,,2688.7391,2688.7391,40556.8,2754.1,,21.0,10.8818,10.8733,6.7035,10.8733,1.2383,3849.4832,364.4,1.3017,15.2697,0.2654
2023-03-31,BJHI,31.8781,0.4228,16.445,78.5972,48505.2,,1.4081,9.0854,11.1474,4640.9,531881.0,,,16252.0,,14761.4,178712.7,436270.7,,111.2935,0.0,-15548.7,,2844.2501,2844.2501,48505.2,2881.8,,19.0,10.3073,10.3063,9.6037,10.3063,1.227,3969.9332,435.8313,1.4912,3.129,0.21
