Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,NET_INCOME,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,RETURN_COM_EQY,SALES_REV_TURN,BS_TOT_ASSET,BS_CUR_ASSET_REPORT,BS_TOT_NON_CUR_ASSET,BS_TOTAL_LIABILITIES,BS_CUR_LIAB,NON_CUR_LIAB,BS_PURE_RETAINED_EARNINGS,BS_RETAIN_EARN,IS_TOTAL_EXPENSES,BS_SH_OUT,BS_GOODWILL,CF_DVD_PAID,IS_RD_EXPEND,NET_OPER_PROFIT_AFTER_TAX,NET_OPER_PROFIT_AFTER_TAX.1,NET_INCOME.1,EBIT,EBK_EMPL_TURNOVER_RATE,NUMBER_EMPLOYEES_CSR,WACC_COST_EQUITY,WACC,WACC_COST_DEBT,WACC.1,FNCL_LVRG,BOOK_VAL_PER_SH,IS_EPS,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,TOT_DEBT_TO_COM_EQY
2008-03-31,MLIFE,16.8695,0.0,0.0,50.4816,664.084,3.3794,1.6174,5.7556,8.1626,1787.322,13599.794,12036.981,1562.813,,1665.875,2888.589,592.984,1332.962,,131.0665,290.095,-85.864,,64.8087,64.8087,664.084,89.674,,,10.7365,9.6949,3.5043,9.6949,1.441,64.8271,5.0759,1.9881,13.0268,33.6036
2009-03-31,MLIFE,21.0542,0.0,0.0,63.0042,656.411,1.9171,0.8284,4.5159,7.3565,3417.795,15471.522,12140.025,3331.497,5227.356,1894.651,3332.705,1071.384,1820.635,,163.1868,290.095,-131.644,0.0,540.4642,540.4642,656.411,764.405,,,13.323,11.1208,6.8134,11.1208,1.629,57.2905,5.0081,0.716,10.0322,35.5223
2010-03-31,MLIFE,21.0542,0.0,0.0,63.0042,784.905,2.7642,1.5524,4.7662,8.1605,4178.687,17464.986,13935.854,3529.132,6755.723,2538.835,4216.888,1521.512,2359.217,,163.1868,290.095,-131.646,0.0,718.6391,718.6391,784.905,1060.846,,,11.5732,10.815,7.294,10.815,1.7122,60.5909,5.9885,1.9758,5.7608,42.5491
2011-03-31,MLIFE,21.0542,0.0,0.0,63.0042,1081.727,2.6927,1.2521,5.7468,10.5331,6119.339,20181.079,17679.948,2501.131,8699.084,3433.743,5265.341,2269.231,3212.34,,131.1528,290.095,-190.843,0.0,1120.0141,1120.0141,1081.727,1682.976,,,14.0888,12.3307,7.245,12.3307,1.8329,81.2171,8.2485,1.4777,7.7289,51.0831
2012-03-31,MLIFE,42.7321,32.3467,20.1935,75.5268,1190.802,2.3692,1.0651,5.5681,10.7267,7012.656,22591.124,20029.15,2561.974,10038.342,4866.358,5171.984,3045.535,4111.13,,131.1528,290.095,-237.298,0.0,1257.3478,1257.3478,1190.802,1820.039,,3242.0,11.1309,10.0547,7.9523,10.0547,1.9265,88.0701,9.0795,1.1274,8.4379,57.7141
2013-03-31,MLIFE,41.6558,30.9272,18.3797,75.5268,1413.651,2.0939,1.0891,5.5252,11.5488,7383.383,28579.849,25231.897,3347.952,14792.759,8537.853,6254.906,3856.241,5212.338,,131.1672,950.542,-284.758,0.0,1551.8284,1551.8284,1413.651,2331.617,,5133.0,9.8811,8.848,7.1921,8.848,2.0902,98.5822,10.776,1.1969,11.9484,74.6785
2014-03-31,MLIFE,44.2511,30.9272,26.179,75.5268,1006.292,1.7571,1.0687,3.2024,7.8778,7052.574,34267.126,28923.74,5343.386,20815.133,7184.194,13630.939,4030.013,5912.12,,131.1952,1022.097,-286.682,0.0,1100.4835,1100.4835,1006.292,1601.91,,6867.0,10.9954,9.6747,8.2635,9.6747,2.46,96.1673,7.6716,1.1866,-2.4288,111.0473
2015-03-31,MLIFE,44.9351,30.9272,25.1511,78.5972,2661.95,2.277,1.1247,7.5673,19.4542,10860.982,36086.507,30762.424,5324.083,20364.9,7367.809,12997.091,5327.415,7975.001,,131.7212,1022.097,-538.047,0.0,2825.7547,2825.7547,2661.95,4109.484,,7635.0,11.1188,9.5841,7.1971,9.5841,2.5708,111.976,20.1447,1.3051,16.9057,83.9055
2016-03-31,MLIFE,46.1422,30.9272,28.7787,78.5972,930.924,1.5545,1.0379,2.3322,6.1279,8261.616,43747.32,37417.549,6329.771,26408.816,12796.849,13611.967,4979.437,8851.385,,131.7887,1022.097,-279.759,0.0,968.9644,968.9644,930.924,1470.801,,420.0,11.3051,8.9424,6.6707,8.9424,2.6276,118.6266,7.0406,1.106,5.9935,115.0347
2017-03-31,MLIFE,50.0352,32.3467,32.769,84.8585,1022.371,1.7643,0.9623,2.8161,6.2666,7621.477,28862.649,20752.424,8110.225,11431.997,7733.498,3698.499,0.0,16585.17,,123.1607,660.447,-283.515,0.0,348.4654,348.4654,1022.371,457.102,,387.0,10.1626,9.418,6.9327,9.418,2.2253,137.9962,8.3033,0.936,8.7124,28.0442
2018-03-31,MLIFE,53.0128,36.273,37.7872,84.8585,1010.049,2.3131,1.0682,3.4331,5.3749,5661.906,29979.8,21133.201,8846.599,8945.849,7891.311,1054.538,0.0,20075.196,,153.9844,660.447,-373.209,0.0,408.4924,408.4924,1010.049,531.697,,347.0,10.6184,10.3183,7.4106,10.3183,1.5656,133.7049,6.6433,1.0993,21.1393,11.3461
2019-03-31,MLIFE,55.6282,40.1993,41.717,84.8585,1197.052,2.6983,0.9737,3.9958,6.0027,5928.3,29935.942,21477.794,8458.148,10205.409,9661.275,544.134,0.0,18781.932,,154.0473,660.447,-379.882,0.0,182.8325,182.8325,1197.052,220.717,,491.0,10.2364,9.9795,7.6406,9.9795,1.5023,125.2565,7.7733,0.9592,-6.2805,10.5338
2020-03-31,MLIFE,56.5235,42.8873,41.717,84.8585,-1934.117,1.6167,0.7194,-6.9883,-10.6539,6109.357,25416.934,18058.849,7358.085,7984.826,7212.933,771.893,3316.607,6247.286,,154.0842,660.447,-355.842,0.0,-1023.4618,-1023.4618,-1934.117,-645.252,,519.0,15.4048,13.8939,7.6032,13.8939,1.5245,110.4119,-12.5533,0.5809,-11.8302,13.9506
2021-03-31,MLIFE,57.5898,46.0888,41.717,84.8585,-717.388,2.4757,1.5002,-2.7971,-4.3056,1662.492,25879.041,18241.312,7637.729,9148.242,8173.629,974.613,2584.569,5536.34,,154.1497,660.447,-4.354,0.0,-873.4925,-873.4925,-717.388,-1004.959,,507.0,9.7042,9.5014,7.0804,9.5014,1.5393,105.813,-4.6533,1.7936,-4.1245,15.0195
2022-03-31,MLIFE,58.304,48.2332,41.717,84.8585,1544.903,3.6804,2.4216,5.4926,9.0355,3935.536,30374.445,21365.703,9008.742,11998.246,11305.833,692.413,4132.218,6339.189,,154.5173,660.447,-3.766,0.0,250.1619,250.1619,1544.903,-959.968,,551.0,10.8335,10.6812,7.434,10.6812,1.645,115.7486,10.01,3.4143,9.6506,16.0086
2023-03-31,MLIFE,58.304,48.2332,41.717,84.8585,1014.052,2.3644,2.0081,3.0506,5.6426,6066.104,36107.326,27182.837,8924.489,18048.003,17906.582,141.421,4889.617,7044.841,,154.6672,0.0,-311.017,0.0,-1190.3267,-1190.3267,1014.052,-1223.116,,551.0,10.9093,10.8422,9.4799,10.8422,1.8497,116.7521,6.56,3.0158,0.9648,14.8469
2003-03-31,ENGR,9.1729,-16.9673,-2.4511,46.8014,633.987,2.2304,1.3465,4.2553,8.5052,6066.68,17652.215,15339.493,2312.722,,9918.774,89.061,,6990.808,,673.8888,,-154.44,,433.8847,433.8847,633.987,741.971,,,5.9638,5.9638,0.0,5.9638,1.9988,11.3437,0.9408,1.8002,5.2396,0.0
2004-03-31,ENGR,10.9003,-14.9429,-0.8496,48.3583,822.474,3.7396,1.6603,5.0185,10.4786,12869.498,15125.1934,12920.4678,2204.7251,,7071.335,0.0,,7400.2861,,673.8888,,-253.405,,637.2357,637.2357,822.474,927.733,,,5.3774,5.3774,0.0,5.3774,2.088,11.9513,1.2205,2.24,5.3566,0.0
2005-03-31,ENGR,12.6278,-12.9185,0.7519,49.9152,1180.207,3.4188,1.5778,7.4647,13.9787,9184.5176,16495.7754,14205.6436,2290.1321,,7663.8501,0.0,,8178.354,,673.8732,,-414.371,,871.3219,871.3219,1180.207,1271.446,,,8.2711,8.2711,0.0,8.2711,1.8726,13.1062,1.7514,2.0792,9.6608,0.0
2006-03-31,ENGR,14.3552,-10.8941,2.3533,51.4721,1428.234,6.7802,3.4047,8.7893,15.3764,8059.975,16003.768,13601.863,2401.905,,6258.767,0.0,,9091.43,,673.8732,,-675.142,,1137.8495,1137.8495,1428.234,1464.241,,,7.6302,7.6302,0.0,7.6302,1.7495,14.4612,2.1194,4.9492,10.3383,0.0
2007-03-31,ENGR,16.0827,-8.8697,3.9548,53.0291,1451.303,4.1762,1.8557,8.7274,14.2843,5828.1182,17254.6367,14652.6182,2602.018,,6679.4468,0.0,,9921.6172,,673.8732,,-548.48,,668.0973,668.0973,1451.303,1059.618,,,8.0131,8.0131,0.0,8.0131,1.6367,15.6931,2.1537,2.3962,8.5191,0.0
2008-03-31,ENGR,19.9477,0.0,0.0,59.693,1980.208,4.156,2.1949,10.2198,17.6916,7536.0088,21497.916,18530.8574,2967.059,,9687.2891,0.0,,11157.0557,,673.8732,,-659.122,,1077.0514,1077.0514,1980.208,1711.321,,,7.9191,7.9191,0.0,7.9191,1.7311,17.5265,2.9385,3.175,11.6824,0.0
2009-03-31,ENGR,22.5732,1.3289,6.0157,60.2348,3511.464,3.0459,1.4991,13.57,27.0997,15528.669,30255.545,28326.725,1928.82,16151.024,16151.024,0.0,,13450.949,,673.8732,0.589,-757.673,81.073,2041.6587,2041.6587,3511.464,3111.186,,3102.0,14.0334,14.0334,0.0,14.0334,1.997,20.9305,5.2108,2.0705,19.4223,0.0
2010-03-31,ENGR,23.0963,1.3289,7.5877,60.2348,4404.739,5.9503,4.8925,14.9241,34.3494,20139.87,28773.104,26488.109,2284.995,17230.933,17230.933,0.0,0.0,10888.599,,673.8732,0.589,-6929.607,114.015,3221.9388,3221.9388,4404.739,4879.378,,3300.0,11.3647,11.3647,0.0,11.3647,2.3016,17.1281,6.5365,10.7034,-18.1669,0.0
2011-03-31,ENGR,24.2028,2.084,10.1572,60.2348,5312.891,5.3593,3.492,16.6046,40.187,28481.912,35219.742,31496.429,3723.313,20321.056,20098.378,222.678,0.0,13214.002,,673.8732,0.589,-1347.27,0.0,4291.367,4291.367,5312.891,6445.351,,3417.0,11.9574,11.9574,0.0,11.9574,2.4202,22.109,7.885,6.8908,29.0804,0.0
2012-03-31,ENGR,26.5164,2.084,14.3289,63.0042,6438.664,5.3889,2.7535,17.5786,38.0014,37234.356,38036.102,33629.844,4406.258,19048.329,18781.041,267.288,0.0,17303.089,,673.8732,0.0,-2349.577,0.0,4904.4526,4904.4526,6438.664,6967.943,,3450.0,10.0769,10.0769,0.0,10.0769,2.1618,28.1771,9.555,4.5125,27.446,0.0
2013-03-31,ENGR,28.0656,2.9296,18.1378,63.0042,6321.974,3.6182,1.7462,16.3975,30.1476,25290.39,39073.041,33277.085,5795.956,16120.68,15851.621,269.059,0.0,21267.677,,673.8732,0.0,-2741.174,0.0,4112.0232,4112.0232,6321.974,5861.491,,3370.0,9.7534,9.7534,0.0,9.7534,1.8386,34.0604,9.38,2.2702,20.8797,0.0
2014-03-31,ENGR,23.8809,2.9296,18.1378,50.4816,4797.635,5.8071,2.3313,12.4225,19.9197,18235.917,38167.978,32628.17,5539.808,12950.602,12706.513,244.089,0.0,23532.692,,673.8732,0.0,-2562.293,0.0,2507.2916,2507.2916,4797.635,3647.964,,3357.0,12.4384,12.4383,8.0353,12.4383,1.6035,37.4215,7.12,3.015,9.8683,0.0065
2015-03-31,ENGR,28.9307,2.9296,20.7376,63.0042,3127.074,4.9781,1.972,8.0131,12.136,17412.456,39881.229,33994.681,5886.548,13564.562,13337.966,226.596,0.0,24631.983,,673.8732,0.0,-2395.51,0.0,1463.8332,1463.8332,3127.074,2120.333,,3192.0,12.8657,12.8657,0.0,12.8657,1.5145,39.0528,4.64,2.4729,4.3593,0.0
2016-03-31,ENGR,28.9307,2.9296,20.7376,63.0042,2783.23,3.737,1.6986,6.8279,10.207,15223.658,41644.104,34978.226,6665.878,13564.562,13147.786,277.038,983.933,26534.597,,673.8732,0.0,-1622.108,169.206,1162.2496,1162.2496,2783.23,1830.889,,3042.0,13.777,13.777,0.0,13.777,1.4949,41.8762,4.13,2.031,7.2297,0.0
2017-03-31,ENGR,28.9307,2.9296,20.7376,63.0042,3300.048,4.9296,2.5595,7.7101,11.647,14652.023,43959.345,36013.457,7945.888,15510.794,15258.123,252.671,1451.119,25079.184,,673.8732,0.0,-2838.836,126.704,2020.7353,2020.7353,3300.048,2918.003,,2939.0,13.0597,13.0597,0.0,13.0597,1.5106,42.2165,4.9,3.4098,0.8125,0.0
2018-03-31,ENGR,29.0413,3.2619,20.7376,63.0042,3833.1,3.924,2.6995,8.6042,14.7823,18187.387,45139.35,36344.391,8794.959,21727.125,21454.295,272.83,1820.87,20252.667,,631.9114,0.0,-2281.696,132.322,2932.0316,2932.0316,3833.1,4034.991,,2827.0,11.3524,11.3524,0.0,11.3524,1.718,37.0499,5.92,4.2767,-17.7033,0.0
2019-03-31,ENGR,32.9444,2.4162,20.7376,75.5268,3684.469,3.0019,2.0645,7.9454,15.7264,24718.582,47605.356,38246.166,9359.19,24160.406,24029.748,130.658,1144.232,20285.392,,631.9114,0.0,-3618.563,185.284,2213.7686,2213.7686,3684.469,3531.442,,2768.0,11.8762,11.8762,0.0,11.8762,1.9793,37.1016,5.83,3.1616,0.1398,0.0
2020-03-31,ENGR,32.9444,2.4162,20.7376,75.5268,4238.188,2.1207,1.2725,8.5994,17.8431,32220.967,50964.109,40426.448,10537.661,26903.92,26697.239,206.681,1461.627,20900.631,,631.9114,0.0,-3313.841,243.096,3030.2289,3030.2289,4238.188,4292.278,,2806.0,16.835,16.8197,5.0023,16.8197,2.0749,38.0753,6.71,1.5771,2.6242,0.2047
2021-03-31,ENGR,37.9338,17.3966,20.7376,75.5268,2489.096,2.0624,1.5802,5.2194,11.9762,31441.694,44414.619,26018.986,18395.633,26907.543,26752.178,155.365,1469.811,14696.863,,562.0424,0.0,-1743.724,243.096,2295.8706,2295.8706,2489.096,3261.997,,2814.0,9.4268,9.4232,5.619,9.4232,2.2946,31.149,3.99,2.472,-27.2363,0.2296
2022-03-31,ENGR,52.1577,43.2196,30.7739,82.36,1395.197,1.8639,1.438,3.2375,7.9256,29127.796,41774.393,24310.555,17463.838,24073.985,23935.059,138.926,149.304,14890.195,,562.0424,0.0,-1461.31,1.157,828.3667,828.3667,1395.197,3204.805,,2756.0,9.8465,9.8424,5.9247,9.8424,2.448,31.493,2.48,2.0338,1.1043,0.2102
2023-03-31,ENGR,52.1577,43.2196,30.7739,82.36,3462.666,2.0363,1.5066,8.0852,18.5588,33301.403,43879.956,25008.623,18871.333,24264.767,23983.874,280.893,48.916,16804.976,,562.0424,0.0,-1686.127,1.984,2070.5559,2070.5559,3462.666,2826.625,,2661.0,9.6342,9.6256,7.7114,9.6256,2.2954,34.8998,6.16,2.1332,10.8177,0.9626
2003-03-31,JKBK,10.7096,-2.7931,-15.9373,50.7023,,,1.0315,1.8138,25.7524,6507.425,,,,,,,,,,,,,,,,,,,,,,,,13.1567,-257.334,12.7638,1.6097,-294.3951,135.5813
2004-03-31,JKBK,11.8425,-2.4597,-13.6511,51.4834,,,1.0275,1.7128,24.334,11295.8798,,,,,,,,,,,,,,,,,,,,,,,,13.2812,-174.4281,12.2154,1.5389,-216.8027,128.821
2005-03-31,JKBK,12.9753,-2.1263,-11.365,52.2645,,,1.0234,1.6119,22.9156,16084.3346,,,,,,,,,,,,,,,,,,,,,,,,13.4056,-91.5222,11.667,1.4681,-139.2104,122.0607
2006-03-31,JKBK,14.1081,-1.7929,-9.0788,53.0457,1782.908,,1.0194,1.5109,21.4972,18394.296,264489.822,,,,,,4684.036,11957.967,,484.777,,-438.504,,1768.434,1768.434,1782.908,,,,8.8126,7.6715,6.8669,7.6715,13.5301,37.1196,3.6778,1.2145,-61.618,172.2605
2007-03-31,JKBK,15.2409,-1.4595,-6.7926,53.8268,2744.863,,1.0153,0.9964,14.4155,20595.3691,286465.2813,,,,,,5370.252,13364.374,,484.996,,-442.214,,1768.434,1768.434,2744.863,,,,10.0884,7.1636,4.4657,7.1636,14.4676,41.4175,5.662,1.5528,11.6291,168.3436
2008-03-31,JKBK,21.0542,0.0,0.0,63.0042,3600.042,,1.0113,1.1726,16.6759,26792.437,327559.871,,,,,,6270.262,15185.298,,484.778,,-652.24,,1768.434,1768.434,3600.042,,,,8.3877,6.7509,5.3034,6.7509,14.2213,47.6284,7.4262,1.4247,14.9442,161.0908
2009-03-31,JKBK,13.1677,0.0,0.0,39.404,4098.246,,0.9709,1.1635,16.6198,32331.736,376882.56,,,350654.063,,,0.0,24875.784,,484.996,0.0,-879.108,,7483.6874,7483.6874,4098.246,,,,11.9927,10.7037,9.2016,10.7037,14.2838,54.0798,8.454,0.5821,13.5963,49.9524
2010-03-31,JKBK,17.3524,0.0,0.0,51.9266,5125.504,,1.0069,1.2777,18.1966,34731.149,425417.786,,,395311.551,,,0.0,28753.522,,484.996,0.0,-958.974,,9298.6163,9298.6163,5125.504,,,,10.903,10.7004,10.2419,10.7004,14.2417,62.0752,10.5729,1.0982,14.7844,48.5391
2011-03-31,JKBK,21.0542,0.0,0.0,63.0042,6153.278,,1.015,1.3226,18.9635,40778.884,505029.784,,,470240.05,,,0.0,33437.021,,484.996,0.0,-1247.765,,11167.7137,11167.7137,6153.278,,,,12.5383,12.125,10.9064,12.125,14.3375,71.732,12.693,1.2184,15.5566,41.3255
2012-03-31,JKBK,19.2033,0.0,0.0,57.4654,8030.754,,1.006,1.45,21.211,51706.087,602637.782,,,561704.877,,,12128.729,39580.192,,484.996,0.0,-1469.779,,13279.4583,13279.4583,8030.754,,,,10.8506,11.059,11.6463,11.059,14.628,84.3984,16.566,1.0889,17.658,38.6515
2013-03-31,JKBK,19.2033,0.0,0.0,57.4654,10548.864,,1.0128,1.5983,23.5521,66220.87,717343.455,,,668697.518,,,12128.729,48161.015,,484.996,0.0,-1887.582,,17647.7606,17647.7606,10548.864,,,,9.8063,10.0247,10.9249,10.0247,14.7354,100.3017,21.759,1.1881,18.8431,28.8245
2014-03-31,JKBK,21.0542,0.0,0.0,63.0042,11810.798,,1.0221,1.5711,22.3125,71602.158,786128.115,,,728906.908,,,17722.647,56736.285,,484.996,0.0,-2835.83,,18491.9513,18491.9513,11810.798,,,,11.1583,11.3592,12.0944,11.3592,14.2015,117.9828,24.363,1.3036,17.6279,35.6229
2015-03-31,JKBK,27.2307,0.4228,17.5635,63.5762,5084.802,,0.9803,0.6581,8.596,76601.705,759097.921,,,698013.45,,,18994.138,60599.549,,484.996,0.0,-2835.83,,17912.678,17912.678,5084.802,,,9382.0,11.5175,11.2232,10.6971,11.2232,13.0613,125.9484,10.49,0.7547,6.7515,42.2205
2016-03-31,JKBK,27.2307,0.4228,17.5635,63.5762,4138.405,,0.9566,0.53,6.606,73522.786,802535.333,,,738326.775,,,20034.217,63723.636,,484.996,0.0,-1221.539,,16166.523,16166.523,4138.405,,,10141.0,11.4028,10.8669,10.2443,10.8669,12.4638,132.3899,8.5367,0.457,5.1144,39.3423
2017-03-31,JKBK,27.6733,1.7517,17.5635,63.5762,-16322.93,,0.9785,-2.0118,-26.986,71786.562,820186.72,,,763421.771,,,20034.217,56243.472,,521.5511,0.0,-1021.088,,12608.012,12608.012,-16322.93,,,10022.0,11.1753,10.687,9.1901,10.687,13.4139,108.8387,-33.59,0.6891,-11.5929,22.4795
2018-03-31,JKBK,30.3692,2.084,25.3325,63.5762,2027.198,,0.9317,0.0045,0.0652,71167.066,89687616.9,,,83526402.2,,,2054101.6,6105514.5,,557.0764,0.0,0.0,,13493.557,13493.557,2027.198,,,11444.0,12.4382,10.2624,10.2174,10.2624,14.5558,11059.9099,3.64,0.0055,10753.9069,26.4288
2019-03-31,JKBK,30.2183,2.084,24.8791,63.5762,4648.808,,0.9642,0.0103,0.1493,84881.87,1014062.871,,,947801.916,,,21703.218,65703.953,,557.0764,0.0,0.0,,17178.963,17178.963,4648.808,,,12604.0,11.691,10.9713,10.1508,10.9713,14.5648,118.9441,8.35,0.4515,-98.9245,39.6003
2020-03-31,JKBK,30.2183,2.084,24.8791,63.5762,-11833.854,,0.9499,-1.1258,-18.2453,89966.545,1088291.474,,,1024832.966,,,21703.218,62744.914,,713.6689,0.0,0.0,,14328.114,14328.114,-11833.854,,,12623.0,16.2747,10.8592,8.4766,10.8592,16.2069,88.9187,-16.59,0.14,-4.2294,31.8251
2021-03-31,JKBK,29.1721,2.084,21.7352,63.5762,4284.468,,0.9587,0.374,6.5172,88394.963,1202728.725,,,1134706.041,,,22774.335,67309.09,,713.4509,0.0,0.0,,15466.948,15466.948,4284.468,,,12307.0,10.2221,9.3271,8.5143,9.3271,17.4247,95.3432,6.01,0.269,7.1924,29.6254
2022-03-31,JKBK,31.858,5.527,26.3603,63.5762,4948.511,,0.9612,0.3945,6.6515,87664.617,1305760.331,,,1224989.169,,,24037.433,78903.132,,933.1046,0.0,0.0,,7456.0065,7456.0065,4948.511,,,13573.0,11.3995,8.9521,6.1601,8.9521,16.8588,86.5617,5.96,0.3731,18.7415,32.7082
2023-03-31,JKBK,31.858,5.527,26.3603,63.5762,11805.17,,0.9669,0.8539,13.1362,101204.698,1459125.916,,,1360162.664,,,27030.883,97931.629,,1031.6979,0.0,0.0,,11292.979,11292.979,11805.17,,,13223.0,11.4668,9.6308,6.7189,9.6308,15.3832,95.9227,12.25,0.5113,22.523,32.2426
2003-03-31,MCX,10.6574,-9.8622,-7.8178,49.5068,,8.9581,2.8917,20.6896,36.9373,2964.9129,,5791.9671,,,4464.3493,,,,,,,,,,,,,,,,,,,1.5972,52.6608,33.135,3.0935,38.3239,-0.0777
2004-03-31,MCX,12.007,-8.9221,-6.3696,51.1662,,8.7336,2.8911,19.8514,35.4057,2989.3325,,6276.7443,,,4565.5401,,,,,,,,,,,,,,,,,,,1.6029,66.052,33.0597,3.1662,36.1416,-0.0695
2005-03-31,MCX,13.3566,-7.982,-4.9214,52.8257,,8.5091,2.8906,19.0132,33.8741,3013.752,,6761.5214,,,4666.731,,,,,,,,,,,,,,,,,,,1.6086,79.4433,32.9844,3.2389,33.9594,-0.0612
2006-03-31,MCX,14.7061,-7.0419,-3.4732,54.4851,,8.2846,2.8901,18.1751,32.3425,3038.1716,,7246.2986,,,4767.9218,,,,,,,,,,,,,,,,,,,1.6143,92.8345,32.9091,3.3116,31.7772,-0.053
2007-03-31,MCX,16.0557,-6.1018,-2.025,56.1445,,8.0601,2.8895,17.3369,30.8108,3062.5912,,7731.0757,,,4869.1126,,,,,,,,,,,,,,,,,,,1.6201,106.2257,32.8338,3.3842,29.5949,-0.0448
2008-03-31,MCX,17.4052,-5.1617,-0.5768,57.804,,7.8356,2.889,16.4987,29.2792,3087.0108,,8215.8529,,,4970.3034,,,,,,,,,,,,,,,,,,,1.6258,119.6169,32.7585,3.4569,27.4127,-0.0365
2009-03-31,MCX,18.7548,-4.2217,0.8714,59.4634,1588.38,7.6111,2.8885,15.6605,27.7476,2124.48,11658.43,7540.51,4117.92,6721.93,6634.75,87.18,2080.22,2263.84,,81.592,0.0,-47.43,0.0,455.7505,455.7505,1588.38,564.54,,,13.3424,13.3424,0.0,13.3424,1.6315,60.5023,19.4674,3.5296,25.2304,0.0
2010-03-31,MCX,20.1044,-3.2816,2.3196,61.1228,2208.08,7.3866,2.8879,18.4414,37.0962,2873.82,12288.62,7999.87,4288.75,5320.5,5214.24,106.26,3828.59,4289.72,,81.598,0.0,-238.6,0.0,838.9105,838.9105,2208.08,1168.12,,,11.2044,11.2044,0.0,11.2044,2.0116,85.3957,27.0625,3.6023,41.1551,0.0
2011-03-31,MCX,23.1365,0.9061,5.3507,63.0042,1733.56,7.1621,2.8874,12.7049,22.4708,3688.92,15001.04,10535.42,4465.62,6539.74,6130.05,409.69,5094.43,5789.44,,50.9984,0.0,-237.87,0.0,1204.2935,1204.2935,1733.56,1672.17,,333.0,12.6075,12.6075,0.0,12.6075,1.7687,165.9131,33.99,3.675,21.4287,0.0
2012-03-31,MCX,23.9714,0.9061,5.3507,65.5027,2867.18,5.9704,3.9234,16.9919,31.099,5262.01,18746.47,11102.84,7643.63,8768.26,8333.78,434.48,6251.18,7338.85,,50.9984,0.0,-296.38,0.0,2367.4923,2367.4923,2867.18,3244.52,,266.0,26.5854,26.5854,0.0,26.5854,1.8302,195.6488,56.22,6.4925,17.9224,0.0
2013-03-31,MCX,23.9714,0.9061,5.3507,65.5027,2991.52,5.8502,2.7233,16.3387,27.7786,4991.77,17872.34,11146.0,6726.34,6311.39,5721.47,589.92,7514.97,8882.09,,50.9984,0.0,-2133.78,0.0,2123.0548,2123.0548,2991.52,2845.24,,251.0,10.1531,10.1531,0.0,10.1531,1.7002,226.6837,59.1,3.6641,15.8626,0.0
2014-03-31,MCX,21.0442,0.9061,5.3507,56.7429,1531.63,4.144,1.7881,8.6761,13.3072,3197.23,17434.38,12464.46,4969.92,5974.84,3805.38,2169.46,7260.79,8780.67,,50.9984,0.0,-1132.68,0.0,968.5,968.5,1531.63,1115.69,,277.0,12.4296,12.4296,0.0,12.4296,1.5338,224.695,30.22,2.199,-0.8773,0.0
2015-03-31,MCX,25.5507,0.9061,9.5224,66.0747,1257.68,9.3968,3.3716,7.0453,9.9118,2040.43,18268.49,14060.73,4207.76,4349.81,4006.94,342.87,7723.73,11239.82,,50.9984,0.0,-179.0,0.0,410.4558,410.4558,1257.68,616.73,,284.0,13.0075,13.0075,0.0,13.0075,1.4069,272.9152,24.78,4.1128,21.4603,0.0
2016-03-31,MCX,28.81,0.9061,6.7412,78.5972,424.78,7.5296,2.5779,2.3296,3.0485,2135.35,18199.79,14318.92,3880.87,4249.51,3967.24,282.27,7747.69,11271.87,,50.9984,0.0,-613.81,0.0,292.9544,292.9544,424.78,521.06,,327.0,13.0602,13.0602,0.0,13.0602,1.3086,273.5436,8.36,3.0586,0.2303,0.0
2017-03-31,MCX,32.2302,0.9061,17.0193,78.5972,1265.9,8.605,3.5586,6.8623,9.1818,2386.0,18694.8,8725.1,9969.7,5070.9,2944.8,2126.1,9594.1,10945.5,,50.9984,0.0,-399.0,0.0,442.7175,442.7175,1265.9,611.0,,395.0,11.2952,11.2952,0.0,11.2952,1.338,267.1438,24.9,4.5109,-2.3396,0.0
2018-03-31,MCX,32.2302,0.9061,17.0193,78.5972,1083.6,4.8158,2.0288,5.65,7.9012,2436.2,19662.9,10546.8,9116.1,5858.1,3832.0,2026.1,9757.7,11126.4,,50.9984,0.0,-920.8,0.0,407.7305,407.7305,1083.6,553.8,,419.0,9.9669,9.9669,0.0,9.9669,1.3985,270.691,21.31,2.4654,1.3278,0.0
2019-03-31,MCX,32.2302,0.9061,17.0193,78.5972,1462.4,4.3185,2.3793,7.2365,11.1151,2871.4,20754.6,12174.9,8579.7,8245.6,4533.4,3712.2,8518.8,9830.6,,50.9984,0.0,-1045.2,0.0,748.6605,748.6605,1462.4,786.8,,357.0,11.6672,11.6672,0.0,11.6672,1.536,245.2824,28.75,3.2885,-9.3866,0.0
2020-03-31,MCX,32.2302,0.9061,17.0193,78.5972,2365.0,3.5946,2.5995,9.8335,18.1207,3593.5,27346.2,15028.0,12318.2,13752.4,9109.0,4643.4,9638.6,10915.4,,50.9984,0.0,-1229.6,0.0,1427.8943,1427.8943,2365.0,1602.2,,346.0,17.0395,17.0356,7.2137,17.0356,1.8427,266.5536,46.48,4.2177,8.6722,0.1655
